"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize"
"Vancouver Island & Mainland Inlets","Coho",1971,517024.565505526,398857.120862185,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1972,240381.683465264,365469.809818713,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1973,366790.601461515,404079.867973295,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1974,518606.306046157,392118.332748728,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1975,384037.954517629,364026.408143786,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1976,274666.798057124,376364.877413533,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1977,637994.05835621,432223.818276644,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1978,306198.063024549,378878.410288016,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1979,379729.477503455,377811.262011333,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1980,465904.541493891,431169.0635812,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1981,207124.475519575,325462.752521612,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1982,303256.052274636,324678.142441884,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1983,201811.635005627,277217.745606545,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1984,356507.548462696,259276.98903482,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1985,233958.589161327,267295.01974762,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1986,229483.14411019,249302.249231016,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1987,231531.245752941,258013.272993136,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1988,327250.925003568,252548.670455767,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1989,194276.15959675,241082.239135739,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1990,480269.580131548,289967.14067267,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1991,315355.205719737,313253.825824611,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1992,246827.491224066,291927.189691348,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1993,302346.277125344,326058.723018107,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1994,306348.794880532,291392.65382768,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1995,346341.715129006,298301.061061766,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1996,219291.241586407,289608.789295698,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1997,210372.836124404,264504.459621627,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1998,487471.161094581,297075.054415204,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1999,339877.617902132,295679.098910738,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2000,516616.0867985,366317.176365808,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2001,793063.032942571,510430.703563692,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2002,529699.227318995,521142.98118921,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2003,466836.384644784,564179.660269227,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2004,535494.132374183,569264.527665906,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2005,279524.458474784,438623.758741361,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2006,233122.17541021,357256.975117004,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2007,262028.441155087,309226.462773229,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2008,270587.120949119,260714.241971136,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2009,521397.553538802,304685.683154942,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2010,384159.127554359,345210.453365014,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2011,501917.540674144,406120.508456868,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2012,377961.203493018,441509.390905352,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2013,634201.536373723,463665.220017948,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2014,518162.65942374,499681.486291842,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2015,251413.381062487,420370.532279249,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2016,311949.395016697,400674.308779756,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2017,333149.710428927,341110.066067727,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2018,381092.345946859,315889.772141958,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2019,209050.091574879,301648.422754695,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2020,417026.684303103,324355.287723659,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2021,517303.629841057,362074.135622364,NA,NA
"Vancouver Island & Mainland Inlets","Coho",2022,415710.673432289,370030.684910319,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1950,370590.798410659,370590.80841066,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1951,1255093.37176227,682001.518310734,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1952,444918.331425227,747271.079158992,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1953,228135.481380982,318593.258631528,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1954,472755.846980529,328408.875847609,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1955,623502.693942456,542922.236726396,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1956,549687.467521949,585432.855721512,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1957,843954.872262212,681110.4391896,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1958,668990.918803071,751397.471750128,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1959,581470.639644238,623697.514807638,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1960,216706.358309099,354976.608754345,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1961,606413.132452334,362510.123714847,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1962,571789.946001278,588847.131301,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1963,727041.958538964,644759.874063187,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1964,509752.937354306,608778.9305758,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1965,629214.820821242,566342.753577875,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1966,991534.208463287,789865.833875508,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1967,378163.765968459,612341.672643641,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1968,1002748.26527874,615794.668802244,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1969,213142.667607283,462307.746375718,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1970,859371.003423622,427982.054365829,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1971,983803.24340467,919484.637657328,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1972,527453.396238696,720354.341332794,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1973,1348841.46518574,843475.566073342,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1974,709712.32532909,978411.689087371,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1975,2463423.67415002,1322241.34551265,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1976,1664750.7815115,2025089.26420959,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1977,300086.738099806,706802.413282003,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1978,1311170.54661236,627267.81245176,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1979,374385.534213811,700630.646199867,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1980,1789459.1860321,818503.301737315,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1981,1549954.45610257,1665406.93909875,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1982,630996.2253678,988946.62803522,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1983,2526145.01172916,1262532.37530933,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1984,499250.165283119,1123021.9699048,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1985,1472901.41278606,857523.348662119,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1986,1643122.46856477,1555685.51979178,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1987,644146.848312192,1028791.6127135,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1988,2385070.23092801,1239490.01712304,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1989,536502.27341415,1131192.12796103,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1990,4039069.39825531,1472063.16454058,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1991,419116.99613898,1301092.87830482,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1992,3341241.02039899,1183372.69592024,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1993,849090.16881817,1684344.0693564,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1994,1991468.06487553,1300359.94394119,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1995,474957.171787499,972554.401801078,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1996,3479071.10501992,1285460.93368416,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1997,832516.295827541,1701876.44451285,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1998,3285074.90858734,1653746.78702304,NA,NA
"Vancouver Island & Mainland Inlets","Pink",1999,1531416.74502214,2242948.67792993,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2000,9375118.79089043,3789091.44941194,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2001,3842439.06467518,6001943.25283598,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2002,1221149.47921809,2166146.92793246,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2003,673564.493611476,906930.509763891,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2004,2680358.57291439,1343649.65612376,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2005,938255.235927672,1585831.17051806,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2006,942808.71392554,940529.229279724,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2007,1194930.53544686,1061409.88441431,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2008,778730.400741735,964639.183562268,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2009,4177194.02636489,1803581.99915789,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2010,1391076.67736967,2410559.52894899,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2011,776298.624414722,1039178.00822151,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2012,4326295.67963267,1832620.37420087,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2013,3522539.59410658,3903786.3550413,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2014,6512391.87619327,4789588.53520614,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2015,3640859.09551863,4869363.54132163,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2016,1234850.82682739,2120357.96817903,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2017,962968.142919912,1090468.72007925,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2018,613088.081069202,768364.696374127,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2019,1358496.01002585,912621.351735077,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2020,1328937.55630022,1343635.51407429,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2021,1901715.45132592,1589736.17841766,NA,NA
"Vancouver Island & Mainland Inlets","Pink",2022,2324698.86105979,2102597.39037727,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1950,1106320.45923539,1106320.46923539,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1951,2370686.69836156,1619487.33604332,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1952,474137.339672312,1075358.05722666,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1953,807627.590145889,1001077.28741347,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1954,773257.345709007,950689.940423577,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1955,640580.155229353,852270.402068858,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1956,560238.642027213,638670.985911282,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1957,969596.909841439,736910.252781636,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1958,626839.372866683,700492.715572882,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1959,660063.53607722,678665.794879614,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1960,557794.286769635,660140.043604057,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1961,576393.51037729,663903.994774138,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1962,922961.15781197,657390.951789495,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1963,1127183.07846389,739250.045989955,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1964,909549.568993038,788205.545389569,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1965,316391.572592082,703703.411206241,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1966,1319822.26331765,830517.769526276,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1967,1136327.34356771,865790.737580764,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1968,565115.583415916,754121.80906657,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1969,750439.356186615,725670.296772577,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1970,456603.637517282,780912.254335927,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1971,696488.192074092,687198.021058075,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1972,476721.020745681,577609.157842576,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1973,927228.481527085,637740.452557394,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1974,1036350.04509931,680271.284521121,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1975,441972.813351175,675854.759973879,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1976,345043.60325071,587280.286039818,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1977,181056.449055585,483899.71332042,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1978,173741.036972531,346177.229643859,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1979,335058.065757342,276198.439873405,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1980,317305.999102464,258486.441226481,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1981,661478.981429441,294419.234941266,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1982,806219.373319901,396911.810899478,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1983,742310.934759564,530677.541296311,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1984,607491.297356193,597743.282148569,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1985,468655.175428485,646233.890291785,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1986,471822.317169858,604007.340232661,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1987,1236132.60764032,657907.114205349,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1988,1336040.18512404,739965.232377925,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1989,344855.121175861,660740.061689162,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1990,192556.381810125,553059.099395273,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1991,605379.301327682,581328.157844388,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1992,1643907.18731672,615437.287849802,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1993,1170931.78336022,599413.086561503,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1994,197266.182996285,536055.078183383,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1995,200744.42450752,540538.372130793,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1996,283361.283092834,464396.694181939,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1997,745491.985432929,396462.629536901,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1998,156348.01395993,265041.827127823,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1999,200251.959620006,265839.335937446,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2000,131944.61215688,244438.088813856,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2001,269474.499377298,241993.840674818,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2002,936714.665949381,253301.1609364,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2003,355633.951676476,298551.561143196,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2004,235795.462595206,308468.683262932,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2005,244833.181583435,349065.397409592,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2006,326578.283917735,362744.406918871,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2007,225006.871210643,272720.89907133,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2008,314767.849980968,266143.491902239,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2009,334399.678669867,285405.232579346,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2010,1159444.04575016,389527.238511974,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2011,1103471.25943644,496926.977750566,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2012,593381.985017823,603281.889137671,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2013,584228.100607043,682713.831200309,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2014,812437.880616771,815349.036764726,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2015,645419.089585498,725206.963244585,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2016,557289.830560344,632595.334478602,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2017,354633.205934432,570709.357984741,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2018,668920.051928882,586372.167566127,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2019,427724.342085672,515760.537221843,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2020,188579.69282733,403254.04862187,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2021,703389.888727874,422475.70232891,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2022,864528.731691421,504895.78110917,NA,NA
"Fraser","Chinook",1984,206053,206053.01,NA,NA
"Fraser","Chinook",1985,290506,244662.293342456,NA,NA
"Fraser","Chinook",1986,326443,269348.039874612,NA,NA
"Fraser","Chinook",1987,222182,256692.149906388,NA,NA
"Fraser","Chinook",1988,191311,242034.938803035,NA,NA
"Fraser","Chinook",1989,189487,238011.619157711,NA,NA
"Fraser","Chinook",1990,321912,242948.694918748,NA,NA
"Fraser","Chinook",1991,211243,222694.537926832,NA,NA
"Fraser","Chinook",1992,279470,233149.682814311,NA,NA
"Fraser","Chinook",1993,231036,242115.59909335,NA,NA
"Fraser","Chinook",1994,278993,261592.655840185,NA,NA
"Fraser","Chinook",1995,186849,234626.072783122,NA,NA
"Fraser","Chinook",1996,273459,247057.617723593,NA,NA
"Fraser","Chinook",1997,276664,246559.500051829,NA,NA
"Fraser","Chinook",1998,403998,275715.797821038,NA,NA
"Fraser","Chinook",1999,291475,278139.872661928,NA,NA
"Fraser","Chinook",2000,234903,291167.439692939,NA,NA
"Fraser","Chinook",2001,315133,299545.734532255,NA,NA
"Fraser","Chinook",2002,368462,317213.125908516,NA,NA
"Fraser","Chinook",2003,537540,335859.36570495,NA,NA
"Fraser","Chinook",2004,323766,342991.572185208,NA,NA
"Fraser","Chinook",2005,265598,351520.531235282,NA,NA
"Fraser","Chinook",2006,363221,361648.034167053,NA,NA
"Fraser","Chinook",2007,197151,319129.804817216,NA,NA
"Fraser","Chinook",2008,203256,262720.454510335,NA,NA
"Fraser","Chinook",2009,241322,247723.39479065,NA,NA
"Fraser","Chinook",2010,393884,268037.605612918,NA,NA
"Fraser","Chinook",2011,314151,260368.972627192,NA,NA
"Fraser","Chinook",2012,139661,243021.369470839,NA,NA
"Fraser","Chinook",2013,234467,250064.55269794,NA,NA
"Fraser","Chinook",2014,284860,258499.105113754,NA,NA
"Fraser","Chinook",2015,403720,259777.437732453,NA,NA
"Fraser","Chinook",2016,180871,232620.256133355,NA,NA
"Fraser","Chinook",2017,153594,237086.786212109,NA,NA
"Fraser","Chinook",2018,131065,211051.456507026,NA,NA
"Fraser","Chinook",2019,265544,208108.279351547,NA,NA
"Fraser","Chinook",2020,268214,191765.11059196,NA,NA
"Fraser","Chinook",2021,290079,210765.276903151,NA,NA
"Fraser","Chinook",2022,311088,242717.37254936,NA,NA
"Fraser","Chum",1998,3471851,3471851.01,3680242,3680242.01
"Fraser","Chum",1999,2894103,3169841.39324234,3171971,3416668.10877266
"Fraser","Chum",2000,667730,1886073.67456662,734459,2046716.62362797
"Fraser","Chum",2001,3014752,2120712.94977498,3250189,2297578.94172055
"Fraser","Chum",2002,2260681,1905028.33626433,2455199,2076457.38500215
"Fraser","Chum",2003,1470262,1608316.90798855,1626881,1757234.28311113
"Fraser","Chum",2004,2664646,2273166.69515974,2923464,2482059.65215644
"Fraser","Chum",2005,1373327,1867505.44400201,1556112,2064644.45485566
"Fraser","Chum",2006,2078453,1828677.4417785,2488803,2071673.11411619
"Fraser","Chum",2007,1054935,1683041.59751939,1218267,1927160.57906355
"Fraser","Chum",2008,958115,1303284.95055949,1134714,1521125.58002626
"Fraser","Chum",2009,643880,1078442.82521921,788168,1283244.92985875
"Fraser","Chum",2010,645328,805020.985503829,690265,931249.15354272
"Fraser","Chum",2011,1115873,816402.768497687,1236104,934639.268652275
"Fraser","Chum",2012,1523901,916830.910755617,1776967,1045543.87182102
"Fraser","Chum",2013,979906,1018319.63264963,1288663,1182285.60154394
"Fraser","Chum",2014,1141803,1174456.0887423,1396243,1409966.15762172
"Fraser","Chum",2015,985248,1138464.47165575,1299735,1427771.27172652
"Fraser","Chum",2016,1988604,1216794.8712462,2431447,1544205.16336096
"Fraser","Chum",2017,665119,1104450.1165617,937432,1426116.82749671
"Fraser","Chum",2018,706948,979704.670753292,813119,1245814.4963848
"Fraser","Chum",2019,316507,737572.337583332,339931,890917.258230023
"Fraser","Chum",2020,553359,535697.092186187,646648,639791.043310341
"Fraser","Chum",2021,536961,507785.314623332,566236,564030.49128605
"Fraser","Chum",2022,1141649,572422.13446925,1230112,625532.989339136
"Fraser","Coho",1984,85158,85158.01,266537,266537.01
"Fraser","Coho",1985,56449,69333.1476140389,176682,217007.59126397
"Fraser","Coho",1986,67502,68717.3146342267,196882,210080.283962208
"Fraser","Coho",1987,79106,71179.0200595201,170933,199524.144290563
"Fraser","Coho",1988,94973,73146.8585634949,329729,210424.04565729
"Fraser","Coho",1989,69741,77117.6265748416,196551,216105.64095293
"Fraser","Coho",1990,47731,70717.1312891722,181179,211661.351693101
"Fraser","Coho",1991,32690,56699.0821006587,101353,185735.210753953
"Fraser","Coho",1992,52483,48885.5675089987,283155,178797.324515389
"Fraser","Coho",1993,35940,41419.3378240707,288698,196835.37113828
"Fraser","Coho",1994,37543,39006.3459037531,66252,153065.014706689
"Fraser","Coho",1995,29018,37861.5518700201,66191,137599.395766378
"Fraser","Coho",1996,12514,26457.1373305237,75828,98984.6561827604
"Fraser","Coho",1997,21916,23379.6860862129,36826,59155.563820412
"Fraser","Coho",1998,28197,21764.9246512703,30335,48661.0940495661
"Fraser","Coho",1999,24616,20887.895034255,27058,38909.5385424624
"Fraser","Coho",2000,23513,24455.2782823271,24423,29312.2031807845
"Fraser","Coho",2001,62979,31840.5964130755,67792,34143.2158274345
"Fraser","Coho",2002,57570,38060.9396219605,62454,40898.6026298289
"Fraser","Coho",2003,22500,37215.2352372413,25862,40438.9690753677
"Fraser","Coho",2004,42025,43029.9327889523,48390,47977.675924617
"Fraser","Coho",2005,14503,29808.234008218,16668,33784.3460585938
"Fraser","Coho",2006,9940,19214.7118522447,10972,21872.4273943866
"Fraser","Coho",2007,60220,24576.6907138433,67835,27835.2347354181
"Fraser","Coho",2008,17339,19697.1105333181,19222,22098.1369043064
"Fraser","Coho",2009,23197,22151.1352011068,26260,24757.5943912829
"Fraser","Coho",2010,40729,31515.5757808517,45543,35338.0293754969
"Fraser","Coho",2011,28419,26121.1489925871,32575,29417.109257903
"Fraser","Coho",2012,57560,35258.7098718726,65036,39896.8645296249
"Fraser","Coho",2013,58645,44459.6644893585,70022,50982.8004858958
"Fraser","Coho",2014,19601,37030.5216591667,28741,45440.5690569492
"Fraser","Coho",2015,12849,30365.1206247201,15645,37828.2789832276
"Fraser","Coho",2016,65609,31375.1395865534,70805,38640.6219517734
"Fraser","Coho",2017,24794,25299.6546825165,27550,30603.134079714
"Fraser","Coho",2018,33980,29030.2553909447,40195,33280.0089069003
"Fraser","Coho",2019,43984,39487.2732497922,56174,45811.3752468496
"Fraser","Coho",2020,72813,40529.2456071195,84891,47937.2103802325
"Fraser","Coho",2021,87639,55572.0212096875,96839,65637.9339396053
"Fraser","Coho",2022,72806,67234.491552265,85730,79322.2611786376
"Fraser","Pink",1959,1078000,1078000,6460055,6460055
"Fraser","Pink",1961,1092561,1092561,1889246,1889246
"Fraser","Pink",1963,1954038,1954038,5482350,5482350
"Fraser","Pink",1965,1194099,1194099,2319887,2319887
"Fraser","Pink",1967,1831219,1831219,12962791,12962791
"Fraser","Pink",1969,1530913,1530913,3931461,3931461
"Fraser","Pink",1971,1804952,1804952,9763328,9763328
"Fraser","Pink",1973,1754261,1754261,6803984,6803984
"Fraser","Pink",1975,1367089,1367089,4893955,4893955
"Fraser","Pink",1977,2387811,2387811,8209485,8209485
"Fraser","Pink",1979,3560654,3560654,14404120,14404120
"Fraser","Pink",1981,4488336,4488336,18684689,18684689
"Fraser","Pink",1983,4631721,4631721,15346097,15346097
"Fraser","Pink",1985,6460950,6460950,19038024,19038024
"Fraser","Pink",1987,3223521,3223521,7171773,7171773
"Fraser","Pink",1989,7189201,7189201,16484275,16484275
"Fraser","Pink",1991,12942835,12942835,22173639,22173639
"Fraser","Pink",1993,10768335,10768335,16983498,16983498
"Fraser","Pink",1995,7174584,7174584,12903708,12903708
"Fraser","Pink",1997,2842108,2842108,8175964,8175964
"Fraser","Pink",1999,3444982,3444982,3608265,3608265
"Fraser","Pink",2001,19813620,19813620,21261774,21261774
"Fraser","Pink",2003,22181030,22181030,24250000,24250000
"Fraser","Pink",2005,8809624,8809624,9870000,9870000
"Fraser","Pink",2007,7650052,7650052,8490000,8490000
"Fraser","Pink",2009,15428836,15428836,19936153,19936153
"Fraser","Pink",2011,12784508,12784508,20645120,20645120
"Fraser","Pink",2013,9344490,9344490,15897819,15897819
"Fraser","Pink",2015,5368996,5368996,5865236,5865236
"Fraser","Pink",2017,3392159,3392159,3563091,3563091
"Fraser","Pink",2019,8307419,8307419,8858203,8858203
"Fraser","Pink",2021,7827445,7827445,8107514,8107514
"Fraser","Pink",2023,9576629,9576629,10520844,10520844
"Fraser","Sockeye",1893,8050000,8050000.01000001,16340000,16340000.01
"Fraser","Sockeye",1894,2300000,4302906.00681679,6845000,10575788.3976491
"Fraser","Sockeye",1895,1835000,3238818.39041452,7350000,9367800.10757451
"Fraser","Sockeye",1896,660000,2176085.38907234,5160000,8070317.79707611
"Fraser","Sockeye",1897,11200000,2363368.64009493,28065000,9238870.62306393
"Fraser","Sockeye",1898,540000,1645121.39707539,5635000,8800330.90403455
"Fraser","Sockeye",1899,1420000,1542982.56983417,13575000,10259167.6580071
"Fraser","Sockeye",1900,380000,1344067.05672047,4815000,10083209.1292758
"Fraser","Sockeye",1901,12600000,1384232.58128605,40195000,11030635.181161
"Fraser","Sockeye",1902,450000,1322555.04374879,7680000,11918383.238613
"Fraser","Sockeye",1903,470000,1003150.59718337,4770000,9176181.21289144
"Fraser","Sockeye",1904,2e+05,854432.458936089,2690000,7933247.04845155
