"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize"
"Central Coast","Coho",1996,69861.1102270715,103997.373828345,NA,NA
"Central Coast","Coho",1997,69564.8695988182,96385.61511107,NA,NA
"Central Coast","Coho",1998,394773.80586876,130153.469979832,NA,NA
"Central Coast","Coho",1999,160012.310770183,132367.643308929,NA,NA
"Central Coast","Coho",2000,174765.672147366,166470.387125472,NA,NA
"Central Coast","Coho",2001,430992.830044963,262637.656096084,NA,NA
"Central Coast","Coho",2002,259116.688921839,236397.979099727,NA,NA
"Central Coast","Coho",2003,286544.45208054,273466.044175908,NA,NA
"Central Coast","Coho",2004,263721.763599768,303092.971999732,NA,NA
"Central Coast","Coho",2005,217564.771520357,255479.172683373,NA,NA
"Central Coast","Coho",2006,123578.759388412,212308.614944746,NA,NA
"Central Coast","Coho",2007,125309.723691815,172649.694409415,NA,NA
"Central Coast","Coho",2008,121086.635283065,142119.40442052,NA,NA
"Central Coast","Coho",2009,453821.842662253,170795.955085541,NA,NA
"Central Coast","Coho",2010,198365.32752579,192246.331426567,NA,NA
"Central Coast","Coho",2011,271993.669275375,233346.645623293,NA,NA
"Central Coast","Coho",2012,178979.8247733,257293.32900936,NA,NA
"Central Coast","Coho",2013,188651.774589946,206596.235865804,NA,NA
"Central Coast","Coho",2014,228788.549745523,214098.948428171,NA,NA
"Central Coast","Coho",2015,182147.656618602,193678.197357602,NA,NA
"Central Coast","Coho",2016,174615.904999982,192486.672338799,NA,NA
"Central Coast","Coho",2017,193256.307528746,193650.605873937,NA,NA
"Central Coast","Coho",2018,109866.543556942,161204.313812558,NA,NA
"Central Coast","Coho",2019,83111.0271203112,132490.711309376,NA,NA
"Central Coast","Coho",2020,114231.027440961,119154.515741925,NA,NA
"Central Coast","Coho",2021,182038.137883633,117386.372742336,NA,NA
"Central Coast","Coho",2022,171171.607781315,131147.26757424,NA,NA
"Central Coast","Pink",1950,1011234.96308994,1011234.97308994,NA,NA
"Central Coast","Pink",1951,2869678.71430067,1703502.12431478,NA,NA
"Central Coast","Pink",1952,2017235.09244369,2405995.97992082,NA,NA
"Central Coast","Pink",1953,1135552.95275448,1513498.36377588,NA,NA
"Central Coast","Pink",1954,1072443.80191559,1103547.34742487,NA,NA
"Central Coast","Pink",1955,1177209.6759759,1123606.35591472,NA,NA
"Central Coast","Pink",1956,2217093.54590782,1615544.49295878,NA,NA
"Central Coast","Pink",1957,1635853.71235547,1904426.61876013,NA,NA
"Central Coast","Pink",1958,1002644.20161597,1280694.83709827,NA,NA
"Central Coast","Pink",1959,1523382.30895709,1235884.48658459,NA,NA
"Central Coast","Pink",1960,3298801.71289049,2241726.16936069,NA,NA
"Central Coast","Pink",1961,3540766.14370941,3417643.26520615,NA,NA
"Central Coast","Pink",1962,10423459.564488,6075115.872632,NA,NA
"Central Coast","Pink",1963,3905313.26993214,6380193.97033379,NA,NA
"Central Coast","Pink",1964,3406612.80367162,3647449.82978776,NA,NA
"Central Coast","Pink",1965,1283892.51846884,2091345.19839725,NA,NA
"Central Coast","Pink",1966,3648829.8860672,2164418.03753674,NA,NA
"Central Coast","Pink",1967,489420.127378583,1336342.33226531,NA,NA
"Central Coast","Pink",1968,5370089.49894572,1621181.6508965,NA,NA
"Central Coast","Pink",1969,597999.035910851,1792012.38913279,NA,NA
"Central Coast","Pink",1970,2264387.16500109,1163658.61412332,NA,NA
"Central Coast","Pink",1971,1535770.45217031,1864826.78506181,NA,NA
"Central Coast","Pink",1972,3989080.45745701,2475138.77452175,NA,NA
"Central Coast","Pink",1973,929776.593292805,1925864.40002765,NA,NA
"Central Coast","Pink",1974,3030478.22078348,1678591.00312454,NA,NA
"Central Coast","Pink",1975,921378.480596932,1670992.95572009,NA,NA
"Central Coast","Pink",1976,3735750.30968666,1855273.56225434,NA,NA
"Central Coast","Pink",1977,1227884.18113586,2141744.32637838,NA,NA
"Central Coast","Pink",1978,5041267.26964434,2487989.62939273,NA,NA
"Central Coast","Pink",1979,3118937.8365708,3965274.17881308,NA,NA
"Central Coast","Pink",1980,3139531.19474747,3129217.58511244,NA,NA
"Central Coast","Pink",1981,2210401.16337815,2634316.50695795,NA,NA
"Central Coast","Pink",1982,1139080.57213788,1586765.59558425,NA,NA
"Central Coast","Pink",1983,3391584.87280132,1965524.98907324,NA,NA
"Central Coast","Pink",1984,2597922.69047306,2968345.55899592,NA,NA
"Central Coast","Pink",1985,6305294.03702678,4047303.6132626,NA,NA
"Central Coast","Pink",1986,7316009.6852423,6791876.94083171,NA,NA
"Central Coast","Pink",1987,1685117.33883702,3511172.8612691,NA,NA
"Central Coast","Pink",1988,5839083.48837277,3136804.25025469,NA,NA
"Central Coast","Pink",1989,2109218.7830515,3509402.32076129,NA,NA
"Central Coast","Pink",1990,4994833.91945286,3245796.91172649,NA,NA
"Central Coast","Pink",1991,4849996.62536834,4921882.54147435,NA,NA
"Central Coast","Pink",1992,6462922.66282033,5598674.23751591,NA,NA
"Central Coast","Pink",1993,2643313.53204205,4133222.83723447,NA,NA
"Central Coast","Pink",1994,1208613.80488316,1787385.03517842,NA,NA
"Central Coast","Pink",1995,2212623.82834727,1635300.50393386,NA,NA
"Central Coast","Pink",1996,4855175.68807368,3277602.39945638,NA,NA
"Central Coast","Pink",1997,3277643.74851757,3989177.3993265,NA,NA
"Central Coast","Pink",1998,2247175.06798373,2713934.29703993,NA,NA
"Central Coast","Pink",1999,2972670.29011622,2584590.99539629,NA,NA
"Central Coast","Pink",2000,5608250.26384798,4083072.25317977,NA,NA
"Central Coast","Pink",2001,8615844.71111155,6951245.46513828,NA,NA
"Central Coast","Pink",2002,5842260.71150749,7094787.60758612,NA,NA
"Central Coast","Pink",2003,5809789.68652873,5826002.58704446,NA,NA
"Central Coast","Pink",2004,2746392.8657243,3994491.83651725,NA,NA
"Central Coast","Pink",2005,5026350.91219956,3715418.46413282,NA,NA
"Central Coast","Pink",2006,936674.994467101,2169805.81446923,NA,NA
"Central Coast","Pink",2007,4276567.07024025,2001437.85538994,NA,NA
"Central Coast","Pink",2008,979458.135171113,2046635.88850386,NA,NA
"Central Coast","Pink",2009,6922718.23994133,2603941.77673575,NA,NA
"Central Coast","Pink",2010,823583.893913766,2387768.69105484,NA,NA
"Central Coast","Pink",2011,2211936.80362539,1349709.43398058,NA,NA
"Central Coast","Pink",2012,2479060.1656935,2341692.64973204,NA,NA
"Central Coast","Pink",2013,6922881.39119811,4142733.34680854,NA,NA
"Central Coast","Pink",2014,3441356.60242866,4880994.12897337,NA,NA
"Central Coast","Pink",2015,1169232.50122085,2005927.72401112,NA,NA
"Central Coast","Pink",2016,3699834.04338416,2079895.73328539,NA,NA
"Central Coast","Pink",2017,2727736.92684487,3176818.22073792,NA,NA
"Central Coast","Pink",2018,509205.151112617,1178548.99193836,NA,NA
"Central Coast","Pink",2019,1170359.65369662,771980.039322487,NA,NA
"Central Coast","Pink",2020,5930600.35689661,2634565.51463807,NA,NA
"Central Coast","Pink",2021,2712007.00016438,4010465.03157764,NA,NA
"Central Coast","Pink",2022,1455059.74168315,1986487.41419943,NA,NA
"Central Coast","Sockeye",1950,837656.345929992,837656.355929992,NA,NA
"Central Coast","Sockeye",1951,627412.527607292,724952.481144049,NA,NA
"Central Coast","Sockeye",1952,804458.398126816,750540.661128847,NA,NA
"Central Coast","Sockeye",1953,721407.975079772,743149.013073303,NA,NA
"Central Coast","Sockeye",1954,465882.077808408,676886.615968782,NA,NA
"Central Coast","Sockeye",1955,479473.843941298,605418.566222707,NA,NA
"Central Coast","Sockeye",1956,465228.78128885,570267.226726739,NA,NA
"Central Coast","Sockeye",1957,335602.433894487,478787.404966026,NA,NA
"Central Coast","Sockeye",1958,395029.949485196,424455.861290032,NA,NA
"Central Coast","Sockeye",1959,646237.050863742,453164.31620798,NA,NA
"Central Coast","Sockeye",1960,205932.82445149,382690.638145603,NA,NA
"Central Coast","Sockeye",1961,332085.536057501,357737.539853585,NA,NA
"Central Coast","Sockeye",1962,713300.997540266,415962.385890645,NA,NA
"Central Coast","Sockeye",1963,1541319.58567851,546143.279309644,NA,NA
"Central Coast","Sockeye",1964,760669.519922047,564244.618416704,NA,NA
"Central Coast","Sockeye",1965,206290.29714897,564440.373640072,NA,NA
"Central Coast","Sockeye",1966,496160.207041848,611635.189262194,NA,NA
"Central Coast","Sockeye",1967,487609.055859352,566829.246884334,NA,NA
"Central Coast","Sockeye",1968,1038152.60742379,523752.309812593,NA,NA
"Central Coast","Sockeye",1969,270788.288001321,426003.066957408,NA,NA
"Central Coast","Sockeye",1970,259857.324964307,446132.597871334,NA,NA
"Central Coast","Sockeye",1971,416868.530341233,430863.191302222,NA,NA
"Central Coast","Sockeye",1972,265588.736665933,381563.631422659,NA,NA
"Central Coast","Sockeye",1973,1328128.30635092,400832.327006995,NA,NA
"Central Coast","Sockeye",1974,657731.055348047,478681.267564043,NA,NA
"Central Coast","Sockeye",1975,558138.626185611,557760.627121018,NA,NA
"Central Coast","Sockeye",1976,336294.812591262,534308.478438063,NA,NA
"Central Coast","Sockeye",1977,435391.576462865,589829.022593026,NA,NA
"Central Coast","Sockeye",1978,493089.836537861,483797.191584353,NA,NA
"Central Coast","Sockeye",1979,296934.253363959,412653.691779632,NA,NA
"Central Coast","Sockeye",1980,467334.354752196,398256.489226525,NA,NA
"Central Coast","Sockeye",1981,756416.321275014,468350.517124834,NA,NA
"Central Coast","Sockeye",1982,1068873.00122645,560505.940586475,NA,NA
"Central Coast","Sockeye",1983,745231.02014839,608769.932004458,NA,NA
"Central Coast","Sockeye",1984,376845.540153146,638489.573110435,NA,NA
"Central Coast","Sockeye",1985,958364.176859218,737113.526992511,NA,NA
"Central Coast","Sockeye",1986,815846.655278549,748348.530723263,NA,NA
"Central Coast","Sockeye",1987,806767.581637559,707405.410023429,NA,NA
"Central Coast","Sockeye",1988,713080.061158573,701193.450156088,NA,NA
"Central Coast","Sockeye",1989,484130.047340322,737220.80310778,NA,NA
"Central Coast","Sockeye",1990,522203.422318636,652919.156557385,NA,NA
"Central Coast","Sockeye",1991,739463.640490203,640207.958299388,NA,NA
"Central Coast","Sockeye",1992,693675.010666101,621158.726402413,NA,NA
"Central Coast","Sockeye",1993,611680.894718305,602392.998639772,NA,NA
"Central Coast","Sockeye",1994,302442.050525137,548297.093728186,NA,NA
"Central Coast","Sockeye",1995,231329.773989657,465901.71591144,NA,NA
"Central Coast","Sockeye",1996,233020.247349241,369819.391249607,NA,NA
"Central Coast","Sockeye",1997,332848.778463567,319306.577148063,NA,NA
"Central Coast","Sockeye",1998,238643.277816275,264516.47371511,NA,NA
"Central Coast","Sockeye",1999,72440.7562911604,198756.295668201,NA,NA
"Central Coast","Sockeye",2000,76597.4385135761,159337.296508337,NA,NA
"Central Coast","Sockeye",2001,98948.6715920225,134251.983553578,NA,NA
"Central Coast","Sockeye",2002,312746.722900324,132589.725430516,NA,NA
"Central Coast","Sockeye",2003,575471.41678283,158111.98081658,NA,NA
"Central Coast","Sockeye",2004,177177.132095017,189081.79251358,NA,NA
"Central Coast","Sockeye",2005,201502.586576164,229436.748575694,NA,NA
"Central Coast","Sockeye",2006,226585.677989011,270786.788777112,NA,NA
"Central Coast","Sockeye",2007,172296.172416056,240349.955860516,NA,NA
"Central Coast","Sockeye",2008,148054.506738105,183199.222390605,NA,NA
"Central Coast","Sockeye",2009,184085.19177739,184606.021621623,NA,NA
"Central Coast","Sockeye",2010,242936.575708237,191640.951470753,NA,NA
"Central Coast","Sockeye",2011,743261.957684586,243035.774396771,NA,NA
"Central Coast","Sockeye",2012,263388.816082612,264566.312356712,NA,NA
"Central Coast","Sockeye",2013,421888.857744677,326204.407687436,NA,NA
"Central Coast","Sockeye",2014,383654.606739564,377810.597058431,NA,NA
"Central Coast","Sockeye",2015,317661.601837555,398628.63954461,NA,NA
"Central Coast","Sockeye",2016,388052.746171982,350040.479251024,NA,NA
"Central Coast","Sockeye",2017,192439.628894543,328743.903082389,NA,NA
"Central Coast","Sockeye",2018,325691.449637758,312161.520912239,NA,NA
"Central Coast","Sockeye",2019,141078.14938148,255554.327301491,NA,NA
"Central Coast","Sockeye",2020,175731.203627168,227017.88532079,NA,NA
"Central Coast","Sockeye",2021,383167.714277368,226443.418892252,NA,NA
"Central Coast","Sockeye",2022,284779.24749812,244907.715569169,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1950,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1951,995973.053194987,995973.063194986,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1952,995973.053194987,995973.063194986,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1953,157162.109408221,538204.94964379,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1954,136591.95632302,382003.247398594,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1955,132080.885551497,230523.475109911,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1956,99327.1097540723,129544.870212574,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1957,161559.53951258,130441.687754295,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1958,78346.5783655139,113518.107588907,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1959,83879.1767808329,101337.151892088,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1960,80236.0519495801,96071.4034006448,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1961,62617.2623765456,75802.6717196795,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1962,83618.4201927091,77046.8686976246,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1963,85796.5384162272,77483.4401222242,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1964,121076.564536238,85877.9214604358,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1965,99125.6066100503,96328.4258917417,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1966,109309.554142209,103001.488689476,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1967,56948.1152143213,92970.6581340545,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1968,75676.5200822066,82664.9060661608,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1969,48675.7095805626,69199.4744676559,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1970,77689.9202958559,63537.3999047769,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1971,55506.5360708468,63131.4307251148,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1972,76671.6451520669,63337.9552307884,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1973,88453.9331486178,73538.5805955447,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1974,59928.2230993459,68917.8830024883,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1975,50841.5347555298,67421.8339849443,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1976,62667.2084405161,64106.483806881,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1977,44570.1525259021,54011.1857470942,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1978,63515.3585872487,54801.8915753664,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1979,72454.7870341338,59876.6715749813,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1980,62272.5661332689,59782.1808784636,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1981,47467.9813437439,60731.0672791034,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1982,51291.1598165065,57570.746232212,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1983,47344.5123702613,51760.9820674037,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1984,57155.2304291794,50663.1645676849,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1985,79762.2045177027,57682.1448467735,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1986,67726.719621864,61833.0651974803,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1987,50346.8465175365,62790.859958153,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1988,99424.6095781924,72111.7278182012,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1989,110533.623762999,78240.2469588654,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1990,153058.755597279,95930.0648307882,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1991,120952.456998081,119430.522057941,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1992,172385.937615517,137046.29889008,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1993,129962.739811774,142708.033748166,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1994,147676.270541439,141436.518379854,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1995,155851.285179962,150690.36276521,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1996,180860.422324969,152509.151345875,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1997,185191.44765026,166627.400456953,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1998,227093.279699378,185553.780866486,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",1999,160385.502611196,186888.891548657,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2000,126156.348377426,170794.893998698,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2001,145619.393775481,160832.738859218,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2002,178368.332506773,151409.395825112,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2003,228359.065966272,165392.61415017,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2004,193971.931516803,184171.978556716,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2005,101566.609218425,168308.671014113,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2006,159142.720656709,163577.568381411,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2007,86157.7394484035,128201.399246355,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2008,95496.6753196334,107387.841090808,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2009,106769.927905276,108737.566601857,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2010,110028.553795716,99153.7786734041,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2011,128934.609131639,109667.531578547,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2012,89778.9677313816,107987.791166779,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2013,287618.774205934,138346.036666364,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2014,186148.688066468,157781.23886771,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2015,227398.631204067,181827.657044154,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2016,234619.813701023,231183.83015196,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2017,216403.867384067,215312.578833436,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2018,183965.344494284,214678.430852359,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2019,183348.526623649,203428.036804587,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2020,227600.059819017,201889.033820114,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2021,208444.026438623,200006.375097217,NA,NA
"Vancouver Island & Mainland Inlets","Chinook",2022,225655.403170721,210485.056069621,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1950,1178114.73851046,1178114.74851046,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1951,1966189.78752152,1521971.48423711,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1952,2294668.15359466,1745196.39460773,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1953,1233220.17673783,1600086.22569597,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1954,1568832.08060599,1718860.39318516,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1955,674159.803879273,1315300.42417061,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1956,657237.949162884,962222.808547283,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1957,1016103.31224515,916747.973817805,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1958,1272138.26031555,869940.244225072,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1959,843458.357422784,920056.757984845,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1960,816922.520467046,971469.518727195,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1961,590691.52162197,848271.540881142,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1962,698583.88137163,730223.758731992,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1963,609823.031278779,673350.216035502,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1964,793885.392718421,668552.072514078,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1965,468626.86889404,630960.035066706,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1966,849182.109378025,662517.600759497,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1967,879668.45491967,726066.198377845,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1968,1643356.56941504,870902.859915767,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1969,1080735.53032988,1073229.93190058,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1970,1202586.77410958,1170770.2357278,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1971,724444.839940445,1115303.97341747,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1972,2035962.72786104,1176664.77853695,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1973,1964693.43488454,1366301.65505393,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1974,1314037.63251007,1396913.25824677,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1975,808565.818129078,1435809.93053397,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1976,1036808.38348059,1212911.52442054,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1977,1235877.93515449,1080187.92706052,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1978,1716817.02515133,1154857.4248572,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1979,750180.043036112,1133420.08185318,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1980,1511202.51979568,1245365.82875036,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1981,1512870.93347501,1309946.3828086,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1982,1787244.8630087,1323178.79234601,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1983,1146224.19845602,1471107.96728689,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1984,1400302.18663952,1443342.24160312,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1985,2232323.28281502,1590772.68209924,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1986,2149926.76548591,1665973.26039516,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1987,1395622.71219839,1750018.50195775,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1988,1974523.08052818,1907009.04073045,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1989,867763.987437758,1505788.18848315,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1990,1625026.147883,1404019.23644296,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1991,1959201.91803582,1528272.68178709,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1992,2511271.52909355,1622963.3571055,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1993,2664199.65448777,2148325.08687504,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1994,2403660.80762239,2369208.08970532,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1995,1029857.60589054,2017333.5127179,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1996,1407340.44455382,1745436.59636233,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1997,1976984.17415159,1619993.17157182,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1998,3177727.11366539,1737096.87170285,NA,NA
"Vancouver Island & Mainland Inlets","Chum",1999,1198446.52480516,1804198.87605614,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2000,494327.347734696,1388955.32333384,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2001,2139833.58607433,1416714.95470554,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2002,2157020.94771617,1285928.78889516,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2003,2010296.55845237,1463447.96836556,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2004,2218539.37148366,2130053.00173879,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2005,2178369.68592554,2139578.8997333,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2006,1452096.19366654,1938043.68697682,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2007,1441081.32368421,1783284.57471084,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2008,1030672.59462842,1472258.43277834,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2009,1071775.04888786,1233039.7162563,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2010,711901.757752982,1031770.80711231,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2011,2086475.61757829,1131786.3234589,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2012,1869343.82596068,1313428.86362206,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2013,1409297.77091283,1406472.79591474,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2014,1291764.42352527,1632383.32330772,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2015,1515389.60809772,1506953.65849123,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2016,3114133.56964419,1712032.12256195,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2017,1335855.03362576,1689277.70621801,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2018,1162403.31217629,1645297.47246777,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2019,499348.082814512,1246562.91482998,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2020,1127951.96558718,967058.052218427,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2021,494307.387577348,754244.217518513,NA,NA
"Vancouver Island & Mainland Inlets","Chum",2022,632016.178319408,647671.563213509,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1950,1011020.52283588,1011020.53283589,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1951,10163972.6050623,3205617.72658712,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1952,955414.394079911,2141271.56020798,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1953,741354.65595804,1642518.68214151,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1954,591215.479771937,1436338.41215777,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1955,711302.594930814,738761.923255168,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1956,974919.927668711,742503.995740023,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1957,571016.041904334,695591.662843593,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1958,697092.389265064,724837.249822583,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1959,396195.671890839,626187.420157438,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1960,280411.39423053,458575.679891198,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1961,508934.37906112,445568.406100554,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1962,384436.60389946,383970.613537407,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1963,454078.951674195,397286.125561545,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1964,725830.332789182,503921.931854827,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1965,421957.413523543,480855.921876651,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1966,464565.888086954,504162.587487936,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1967,412459.036406985,492190.217788864,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1968,341008.142208046,407488.529681035,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1969,245445.665813621,355866.475187964,NA,NA
"Vancouver Island & Mainland Inlets","Coho",1970,584841.334104167,376950.880113303,NA,NA
