"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize","spawners_short_trend","spawners_short_trend_lwr","spawners_short_trend_upr","spawners_long_trend","spawners_long_trend_lwr","spawners_long_trend_upr","runsize_short_trend","runsize_short_trend_lwr","runsize_short_trend_upr","runsize_long_trend","runsize_long_trend_lwr","runsize_long_trend_upr"
"Skeena","Sockeye",1992,1390589.797,1298290.85140801,4199467,3397829.09039825,NA,NA,NA,938272.114965306,883839.229801221,996057.350746317,NA,NA,NA,2015329.03928922,1841130.82503783,2206008.98174575
"Skeena","Sockeye",1993,1736916.66,1336905.60770291,4753798,3516730.85434047,NA,NA,NA,946072.980030291,890947.228493584,1004609.53793723,NA,NA,NA,2019517.075405,1844204.39213132,2211495.23081817
"Skeena","Sockeye",1994,1094192.629,1310149.85477911,2719942,3539670.75684886,NA,NA,NA,953938.702075239,897953.333587409,1013414.63222978,NA,NA,NA,2023713.81463881,1846788.24214878,2217589.16918101
"Skeena","Sockeye",1995,1827198.586,1462460.67802724,5610014,4090523.52021763,NA,NA,NA,961869.820325972,904857.768191718,1022474.01058714,NA,NA,NA,2027919.27507653,1848891.16990386,2224282.66907713
"Skeena","Sockeye",1996,1874256.758,1553593.2687031,7486413,4694684.96404195,NA,NA,NA,969866.878491469,911662.095820645,1031787.72739044,NA,NA,NA,2032133.47484159,1850526.09855452,2231563.47959504
"Skeena","Sockeye",1997,952860.4254,1440467.22584371,3759453,4591901.37528175,NA,NA,NA,977930.424801155,918369.073926742,1041354.66110878,NA,NA,NA,2036356.43209512,1851709.48851222,2239415.8177949
"Skeena","Sockeye",1998,538462.6253,1139668.90561371,1002872,3363825.89052132,NA,NA,NA,986061.012042466,924982.473979445,1051172.69442645,NA,NA,NA,2040588.16503598,1852460.66127791,2247821.04490811
"Skeena","Sockeye",1999,677904.584,1035603.85144119,928244,2713026.3449235,NA,NA,NA,994259.197598764,931506.883933107,1061238.91198288,NA,NA,NA,2044828.69190082,1852801.09159419,2256758.37422089
"Skeena","Sockeye",2000,1396651.304,981418.194744035,4692242,2617805.05826421,NA,NA,NA,1002525.54348753,937947.507829375,1071549.80098076,NA,NA,NA,2049078.03096422,1852753.71535974,2266205.56319595
"Skeena","Sockeye",2001,1471781.081,935097.576517399,4386714,2352395.88138219,NA,NA,NA,1010860.6163989,944309.97470098,1082101.44249503,NA,NA,NA,2053336.20053873,1852342.29052744,2276139.5526106
"Skeena","Sockeye",2002,647056.5723,865445.102107515,1372525,1923045.37433706,NA,NA,NA,1019264.98773453,950600.16560824,1092889.68465174,NA,NA,NA,2057603.21897495,1851590.83617521,2286537.02752255
"Skeena","Sockeye",2003,1361375.579,1041847.13489384,2129047,2235514.44091843,NA,NA,NA,1027739.23364674,956824.064203704,1103910.29228118,NA,NA,NA,2061879.10466161,1850523.16322103,2297374.88659166
"Skeena","Sockeye",2004,971713.594,1119638.8072389,1634900,2503475.16738587,NA,NA,NA,1036283.93507801,962987.633163144,1115159.07070723,NA,NA,NA,2066163.87602566,1849162.50029551,2308630.61624448
"Skeena","Sockeye",2005,741324.1063,986420.22854936,1103594,1874256.70900389,NA,NA,NA,1044899.67780085,969096.716408827,1126631.96374686,NA,NA,NA,2070457.55153235,1847531.21079414,2320282.57365932
"Skeena","Sockeye",2006,1235408.646,952479.098082977,2875413,1722428.71241624,NA,NA,NA,1053587.0524579,975156.965362653,1138325.1276825,NA,NA,NA,2074760.14968529,1845650.59220679,2332310.18747443
"Skeena","Sockeye",2007,1079262,1055096.98034668,2149866,1884167.3845228,NA,NA,NA,1062346.65460247,981173.786450593,1150234.98398556,NA,NA,NA,2079071.68902653,1843540.74616438,2344694.08777919
"Skeena","Sockeye",2008,895716.4823,970355.568495077,2151303,1888090.24558627,NA,NA,NA,1071179.08473932,987152.30661237,1162358.25403743,NA,NA,NA,2083392.1881367,1841220.50675721,2357416.17783392
"Skeena","Sockeye",2009,777177.1441,927955.715409734,1027623,1720644.98608547,850645.760096372,774443.428637322,934346.115433049,1080084.94836588,993097.353504816,1174691.97915939,1568990.4787772,1368470.72193867,1798892.06471736,2087721.66563499,1838707.41503227,2370459.65961106
"Skeena","Sockeye",2010,704132.0401,918451.965322746,956674,1672176.8301326,865865.323642063,796363.570757895,941432.765404208,1089064.85601371,999013.447285178,1187233.52906539,1563893.71664369,1384402.49105479,1766656.42597489,2092060.1401793,1836017.72869035,2383809.0241367
"Skeena","Sockeye",2011,961944.5615,873623.543535132,1931273,1544226.10205073,881357.192212229,818383.101173423,949177.101959264,1098119.42329038,1004904.80120781,1199980.601504,1558813.51100595,1399221.59723291,1736608.10189041,2096407.63046632,1833166.45750225,2397450.01611345
"Skeena","Sockeye",2012,1198324.157,892100.566193969,2260352,1559781.71897697,897126.237827417,840242.147391824,957861.36067638,1107249.27092168,1010775.32867925,1212931.21544484,1553749.80808132,1412314.90283851,1709348.57464205,2100764.15523157,1830167.41657611,2411369.58069227
"Skeena","Sockeye",2013,399578.2393,759101.883164204,480045,1155526.47665855,913177.41967728,861544.032970803,967905.258345298,1116455.02479413,1016628.65483528,1226083.69974583,1548702.5542618,1422784.50366936,1685764.49588209,2105129.73324951,1827033.29116442,2425555.79870512
"Skeena","Sockeye",2014,1589999.122,875942.182703802,3273806,1456879.81171987,929515.785680181,881730.486295135,979890.8047957,1125737.31599797,1022468.1310945,1239436.67884664,1543671.69611358,1429419.8391299,1667055.57048423,2109504.38333362,1823775.7080994,2439997.81526931
"Skeena","Sockeye",2015,1290919,988836.338614089,2146293,1712413.85234752,946146.474070704,900143.726199657,994500.238507319,1135096.78087031,1028296.85148768,1252989.05668931,1538657.18037639,1430880.91859327,1654551.32426486,2113888.12433649,1820405.31014738,2454685.76547333
"Skeena","Sockeye",2016,939938,984270.005549657,1697839,1668857.67232987,963074.715015583,916248.896276093,1012293.61418282,1144534.06103886,1034117.66985448,1266739.99977434,1533658.95396298,1426232.79626105,1649176.62336543,2118280.97514985,1816931.83056572,2469610.69986027
"Skeena","Sockeye",2017,921639.5076,933924.147612258,1054160,1432733.4202691,980305.83225852,929909.477075481,1033433.41309131,1154049.80346586,1039933.21723866,1280688.92002123,1528676.96395857,1415534.91289929,1650862.32691446,2122682.95470473,1813364.16594343,2484764.51162791
"Skeena","Sockeye",2018,1237681.892,1170881.77142841,1770491,1860063.38876723,997845.244794453,941424.522722834,1057647.32968619,1163644.66049242,1045745.91900469,1294835.45791056,1523711.15762025,1399825.04527058,1658561.3321468,2127094.08197146,1809710.44602999,2500139.86684091
"Skeena","Sockeye",2019,577500.1679,956189.767538908,822410,1411025.40757077,1015698.46857375,951296.06776831,1084460.88869394,1173319.28988331,1051558.01134855,1309179.46623485,1518761.48237643,1380511.49822256,1670856.37701686,2131514.37595983,1805978.09973358,2515730.13847381
"Skeena","Sockeye",2020,1321245.228,960640.693243653,1688248,1344882.30965809,1033871.11823696,959999.713433616,1113426.88353672,1183074.35487195,1057371.55699015,1323720.99467087,1513827.88582635,1358841.6172854,1686491.52245102,2135943.85571911,1802173.91682634,2531529.3447474
"Skeena","Sockeye",2021,1120938.611,995078.8686107,1726961,1349464.56759312,1052368.90888048,967896.783884946,1144213.24547963,1192910.52420599,1063188.45992117,1338460.27529955,1508910.3157394,1335729.6455996,1704544.29041495,2140382.54033816,1798304.10515348,2547532.09196142
"Skeena","Sockeye",2022,2490576,1213962.42978877,4338148,1790775.1186062,1071197.65785397,975237.902558525,1176599.49349945,1202828.47219304,1069010.47914536,1353397.7091365,1504008.72005468,1311793.74685518,1724388.63611251,2144830.44894553,1794374.34332863,2563733.52184146
"Skeena","Steelhead",1956,20160,20160.01,NA,NA,NA,NA,NA,16740.0334950982,14599.6552926372,19194.2012191434,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1957,7745,12495.578379975,NA,NA,NA,NA,NA,16886.0635787691,14771.6787478115,19303.0966929521,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1958,20994,14854.8877781022,NA,NA,NA,NA,NA,17033.3675419302,14945.3582476088,19413.0916778059,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1959,11019,13785.9810041913,NA,NA,NA,NA,NA,17181.9564971478,15120.6781392673,19524.2320715245,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1960,17692,14491.2408892027,NA,NA,NA,NA,NA,17331.8416539274,15297.6192292949,19636.567665481,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1961,13500,13374.3980703322,NA,NA,NA,NA,NA,17483.0343195593,15476.1584011052,19750.1525312032,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1962,24940,16898.5395818549,NA,NA,NA,NA,NA,17635.5458999724,15656.2681955393,19865.0454441401,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1963,20200,16768.7391981055,NA,NA,NA,NA,NA,17789.3879005937,15837.9163521806,19981.3103466871,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1964,15851,18033.6353107281,NA,NA,NA,NA,NA,17944.5719272169,16021.0653098608,20099.0168520735,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1965,20374,18549.9673938339,NA,NA,NA,NA,NA,18101.1096868777,16205.6716655289,20218.2407899404,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1966,36601,22645.1366900018,NA,NA,NA,NA,NA,18259.0129887369,16391.6855917907,20339.0647933018,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1967,26585,22936.2803025428,NA,NA,NA,NA,NA,18418.2937449715,16579.050215037,20461.5789249722,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1968,18022,22418.8492060621,NA,NA,NA,NA,NA,18578.9639716733,16767.700958287,20585.881339334,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1969,23453,24246.0862416465,NA,NA,NA,NA,NA,18741.0357897551,16957.5648558195,20712.0789723736,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1970,27597,25763.1373451123,NA,NA,NA,NA,NA,18904.5214258655,17148.559850505,20840.2882490732,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1971,18881,22568.6290995962,NA,NA,NA,NA,NA,19069.4332133111,17340.5940896337,20970.6357923643,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1972,15868,20355.5249426818,NA,NA,NA,NA,NA,19235.7835929869,17533.5652410843,21103.2591117985,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1973,15475,19744.5776880567,NA,NA,NA,NA,NA,19403.5851143149,17727.3598589637,21238.3072428062,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1974,12546,17422.451221542,NA,NA,NA,NA,NA,19572.8504361905,17921.8528363278,21375.9412989344,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1975,12675,14911.6778688803,NA,NA,NA,NA,NA,19743.5923279383,18116.9069920382,21516.3348900081,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1976,25444,15828.4569831736,NA,NA,NA,NA,NA,19915.8236702744,18312.372848748,21659.6743492245,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1977,16617,15975.1396539879,NA,NA,NA,NA,NA,20089.5574562787,18508.0886685756,21806.1587026201,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1978,20157,16842.3891631379,NA,NA,NA,NA,NA,20264.8067923753,18703.8808209381,21955.9993064426,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1979,11509,16554.2750074203,NA,NA,NA,NA,NA,20441.5848993206,18899.5645614567,22109.4190735115,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1980,22092,18499.8219983017,NA,NA,NA,NA,NA,20619.9051132011,19094.9452995578,22266.6512109496,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1981,22566,18060.9833999239,NA,NA,NA,NA,NA,20799.7808864393,19289.8204227768,22427.9374012757,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1982,32946,20710.5380782596,NA,NA,NA,NA,NA,20981.2257888089,19483.9817253394,22593.5253792851,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1983,10506,18179.9934373728,NA,NA,NA,NA,NA,21164.253508458,19677.2184555021,22763.665890238,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1984,47716,24161.225173222,NA,NA,NA,NA,NA,21348.8778529419,19869.3209500238,22938.6090609849,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1985,31767,25981.6767096198,NA,NA,NA,NA,NA,21535.1127502649,20060.0847669868,23118.6002728085,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1986,36872,28662.5999292752,NA,NA,NA,NA,NA,21722.9722499309,20249.3151649635,23303.8756879914,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1987,20835,26152.5330335234,NA,NA,NA,NA,NA,21912.4705240034,20436.8317152611,23494.6576433746,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1988,38344,33881.7398239978,NA,NA,NA,NA,NA,22103.6218681744,20622.4727850204,23691.1501731316,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1989,18991,28180.0975084347,NA,NA,NA,NA,NA,22296.4407028429,20806.0996030583,23893.5349488723,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1990,23267,26478.6195038786,NA,NA,NA,NA,NA,22490.9415742033,20987.5996261489,24101.9679193797,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1991,9723,20282.2495901761,NA,NA,NA,NA,NA,22687.1391553419,21166.888964684,24316.5768910401,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1992,11328,17955.1114363837,NA,NA,NA,NA,NA,22885.0482473444,21343.9137003872,24537.4602162947,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1993,13999,14678.0398948166,NA,NA,NA,NA,NA,23084.6837804124,21518.650025186,24764.6866610085,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1994,21866,15097.7545207723,NA,NA,NA,NA,NA,23286.0608149898,21691.1032347466,24998.2964172516,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1995,19554,14581.8091922038,NA,NA,NA,NA,NA,23489.1945428986,21861.3057063365,25238.3031318305,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1996,23409,17383.1258348491,NA,NA,NA,NA,NA,23694.1002884853,22029.3140647166,25484.6967468671,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1997,12714,17789.0869954728,NA,NA,NA,NA,NA,23900.793509777,22195.2057831622,25737.4469053294,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1998,59022,23721.2184679555,NA,NA,NA,NA,NA,24109.2897996472,22359.075477525,25996.5066635982,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",1999,39363,26680.9165767932,NA,NA,NA,NA,NA,24319.6048869926,22521.0311334887,26261.8162709239,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2000,48741,32028.196416741,NA,NA,NA,NA,NA,24531.7546379193,22681.1904687772,26533.3068140105,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2001,26373,32801.0550946799,NA,NA,NA,NA,NA,24745.7550569398,22839.6775824812,26810.9035745652,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2002,50297,43185.6775369957,NA,NA,NA,NA,NA,24961.6222881804,22996.6199915841,27094.5289997318,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2003,24422,36198.7204572305,NA,NA,NA,NA,NA,25179.3726165995,23152.1461068635,27384.105233234,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2004,NA,35448.2213750669,NA,NA,NA,NA,NA,25399.0224692152,23306.3831606936,27679.5561947031,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2005,NA,31878.246476322,NA,NA,NA,NA,NA,25620.5884163457,23459.4555695813,27980.8092243592,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2006,27500,32326.0128789234,NA,NA,NA,NA,NA,25844.0871728583,23611.4836944072,28287.7963300759,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2007,NA,25915.3529634481,NA,NA,NA,NA,NA,26069.5355994313,23762.5829500415,28600.4550851587,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2008,42440,34162.8555510235,NA,NA,NA,NA,NA,26296.9507038252,23912.8632114683,28918.7292297044,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2009,34180,34168.5727438503,NA,NA,NA,NA,NA,26526.3496421661,24062.4284638976,29242.5690280669,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2010,50489,37672.0576853689,NA,NA,46285.469096682,39099.1176809778,54792.6596958012,26757.7497202402,24211.3766478586,29571.9314314305,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2011,31809,39068.2238711361,NA,NA,42509.5981426239,36572.5993050884,49410.3774022963,26991.1683947986,24359.7996556097,29906.7800891625,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2012,39964,39245.7602038467,NA,NA,39041.7547777844,34170.2177205153,44607.8110650583,27226.6232748752,24507.7834413021,30247.0852465061,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2013,24256,35091.4668974325,NA,NA,35856.8107610571,31873.1585120745,40338.3579781462,27464.1321231143,24655.4082135318,30592.8235599806,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2014,30250,34244.6073111005,NA,NA,32931.6877602504,29659.8589198687,36564.4375338596,27703.7128571109,24802.748684734,30943.9778560367,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2015,26553,30114.4940641192,NA,NA,30245.1901248413,27507.3327092416,33255.5517235033,27945.3835507629,24949.8743570931,31300.536853294,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2016,42439,31902.0498680508,NA,NA,27777.8513007752,25396.9728368645,30381.9288953983,28189.1624356335,25096.8498291442,31662.4948641862,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2017,17078,26913.6270816897,NA,NA,25511.7927744232,23325.1413543876,27903.4352108087,28435.0679023275,25243.7351110241,32029.8514880579,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2018,43238,30212.140619225,NA,NA,23430.5945235925,21309.6084526324,25762.6863932914,28683.1185018785,25390.5859394281,32402.6113046581,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2019,15606,26466.3937320384,NA,NA,21519.1760368716,19381.2029912365,23892.9924791178,28933.3329471481,25537.4540858206,32780.7835744807,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2020,15280,23697.1842324642,NA,NA,19763.6870391656,17567.9631403947,22233.8424927562,29185.7301142377,25684.3876534179,33164.3819504401,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2021,5164,15550.3837524426,NA,NA,18151.4071316119,15886.5178358689,20739.1943446309,29440.3290439127,25831.4313599844,33553.4242038368,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2022,15204,15193.0612132625,NA,NA,16670.65361866,14342.3876392247,19376.8777601082,29697.1489430389,25978.6268046527,33947.9319664073,NA,NA,NA,NA,NA,NA
"Skeena","Steelhead",2023,9295,11171.7734555463,NA,NA,15310.6968544242,12933.5350763856,18124.7769294013,29956.2091860311,26126.0127178511,34347.930489374,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1970,10890,10890.01,NA,NA,NA,NA,NA,24944.2960943797,18307.885251333,33986.3342544591,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1971,5232,7548.28730375971,NA,NA,NA,NA,NA,23388.1057542927,17317.3138936564,31587.0864345973,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1972,36920,12813.0607320314,NA,NA,NA,NA,NA,21929.0008707532,16378.776445105,29360.0123795091,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1973,25476,15215.0196000375,NA,NA,NA,NA,NA,20560.9246102042,15489.4909236448,27292.8027725669,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1974,14102,14985.602777109,NA,NA,NA,NA,NA,19278.1980044666,14646.8202680219,25374.0341929937,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1975,10375,14841.1059556589,NA,NA,NA,NA,NA,18075.4963769954,13848.2646258577,23593.1055696834,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1976,11071,17241.2997031926,NA,NA,NA,NA,NA,16947.8272398216,13091.4540847739,21940.1791650402,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1977,10927,13515.0577974834,NA,NA,NA,NA,NA,15890.5095694297,12374.1418392013,20406.1257465298,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1978,8153,10761.0641452399,NA,NA,NA,NA,NA,14899.1543755432,11694.1977907037,18982.4736231786,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1979,5705,8979.46161965508,NA,NA,NA,NA,NA,13969.6464821571,11049.6025855393,17661.3612413392,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1980,25007,10706.9296037541,NA,NA,NA,NA,NA,13098.1274451913,10438.4420996931,16435.493048864,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1981,9385,10358.9192247432,NA,NA,NA,NA,NA,12280.9795358531,9858.90238849648,15298.0983497743,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1982,4626,8722.79150492883,NA,NA,NA,NA,NA,11514.810723224,9309.26512459821,14242.8928832765,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1983,1667,6350.08499001261,NA,NA,NA,NA,NA,10796.4405937318,8787.90355343735,13264.0428727039,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1984,29764,8836.22049082728,NA,NA,NA,NA,NA,10122.8871490597,8293.27899775956,12356.1313034666,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1985,12198,7654.41470157835,NA,NA,NA,NA,NA,9491.35442768914,7823.93793956294,11514.1262070193,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1986,12780,8142.0033842427,NA,NA,NA,NA,NA,8899.22089869213,7378.50969568275,10733.3507537514,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1987,7652,9004.19871393036,NA,NA,NA,NA,NA,8344.02857959656,6955.70467781064,10009.4549958723,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1988,108921,20772.0692529311,NA,NA,NA,NA,NA,7823.47283315063,6554.31318483028,9338.38915612191,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1989,20331,19247.4528436131,NA,NA,NA,NA,NA,7335.39280063268,6173.20461205913,8716.37843243715,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1990,6343,16887.8571403285,NA,NA,NA,NA,NA,6877.76243199461,5811.32687919407,8139.89938172547,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1991,4680,13813.9431369056,NA,NA,NA,NA,NA,6448.68207560424,5467.70578411329,7605.6580500451,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1992,11290,14931.4307188409,NA,NA,NA,NA,NA,6046.37059267533,5141.44390031589,7110.57011469539,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1993,10052,9271.06602428643,NA,NA,NA,NA,NA,5669.1579636516,4831.71857873268,6651.74336897416,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1994,7967,7687.00131911944,NA,NA,NA,NA,NA,5315.47835585342,4537.7786226844,6226.46287994364,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1995,7928,8037.68004398305,NA,NA,NA,NA,NA,4983.86362361071,4258.9393060569,5832.17905534017,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1996,8404,9036.05093106139,NA,NA,NA,NA,NA,4672.9372139005,3994.57560813705,5466.49865897518,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1997,22250,10349.177768315,NA,NA,NA,NA,NA,4381.40845219118,3744.11382055596,5127.17853809311,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1998,14664,11161.0695421923,NA,NA,NA,NA,NA,4108.06718477366,3507.02198440694,4812.12152922049,NA,NA,NA,NA,NA,NA
"Skeena","Chum",1999,2650,8955.63209811053,NA,NA,NA,NA,NA,3851.77875533934,3282.79986069633,4519.37376923628,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2000,4650,8049.22715656786,NA,NA,NA,NA,NA,3611.47929495241,3070.96925462095,4247.12252597261,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2001,8620,8090.18449237894,NA,NA,NA,NA,NA,3386.17130586486,2871.06547012413,3993.6937112642,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2002,3060,5440.47667428245,NA,NA,NA,NA,NA,3174.91952084239,2682.63048239637,3757.54843239595,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2003,1782,3569.1798325757,NA,NA,NA,NA,NA,2976.84702081294,2505.20814055001,3537.27821728111,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2004,2020,3380.56765373995,NA,NA,NA,NA,NA,2791.13159472202,2338.3414248421,3331.59884022563,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2005,2335,2945.48356131082,NA,NA,NA,NA,NA,2617.00232648435,2181.57154550982,3139.34291585382,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2006,685,1774.98395527156,NA,NA,NA,NA,NA,2453.73639486411,2034.43851841179,2959.4515838114,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2007,474,1222.38317413867,NA,NA,NA,NA,NA,2300.65607299975,1896.48279100364,2790.96567147309,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2008,510,951.789861247421,NA,NA,NA,NA,NA,2157.12591511843,1767.2475039926,2633.01671280506,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2009,1330,875.47016744097,NA,NA,1463.81310364819,966.119715735543,2217.891600298,2022.55011876172,1646.28103321298,2484.81814488222,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2010,1117,755.431369203977,NA,NA,1373.934119395,948.594237236422,1989.9920222341,1896.37005157322,1533.13953731237,2345.65692487983,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2011,3705,1058.79896840542,NA,NA,1289.57375756038,928.765804306655,1790.54877825726,1778.06193238145,1427.38932027969,2214.8857291188,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2012,2254,1446.2626692992,NA,NA,1210.39317148677,905.674756631408,1617.63549094706,1667.13465695227,1328.60889175244,2091.91582388508,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2013,1347,1756.32790700095,NA,NA,1136.0743199004,877.997941878084,1470.00898154311,1563.12775938509,1236.39066698578,1976.21064070065,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2014,1028,1668.14611612655,NA,NA,1066.31868944846,844.127484405406,1346.99505521729,1465.60950069088,1150.34229144893,1867.28004741076,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2015,NA,1844.07400366891,NA,NA,1000.84609567337,802.657968901091,1247.96980287386,1374.17507661712,1070.08760390342,1764.67527920834,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2016,NA,1461.41871917193,NA,NA,939.393557607752,753.374298214063,1171.34372405177,1288.44493728071,995.26726927784,1667.98447778639,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2017,700,989.670901212219,NA,NA,881.714241470092,697.989477237371,1113.79903130946,1208.06321163313,925.53912161167,1576.82877927411,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2018,856,850.86398329977,NA,NA,827.576469218022,639.580020419671,1070.83209377612,1132.69623021803,860.578260396828,1490.85888988007,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2019,1174,889.375086174253,NA,NA,776.762787977038,581.211515013186,1038.10818127403,1062.03114008885,800.076942885644,1409.75209015571,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2020,71,472.763128361287,NA,NA,729.069096606839,525.083921672061,1012.29865491689,995.774606137178,743.744311916439,1333.20961295507,NA,NA,NA,NA,NA,NA
"Skeena","Chum",2021,387,454.212744443734,NA,NA,684.303825897006,472.458363615409,991.138610720972,933.65159344075,691.305994627563,1260.95434541122,NA,NA,NA,NA,NA,NA
