"region","species","year","spawners","smoothedSpawners","runsize","smoothedRunsize","spawners_short_trend","spawners_short_trend_lwr","spawners_short_trend_upr","spawners_long_trend","spawners_long_trend_lwr","spawners_long_trend_upr","runsize_short_trend","runsize_short_trend_lwr","runsize_short_trend_upr","runsize_long_trend","runsize_long_trend_lwr","runsize_long_trend_upr"
"Yukon","Chinook",1982,43538,43538.01,147587,147587.01,NA,NA,NA,45933.9766241252,42208.5104494577,49988.2650687757,NA,NA,NA,186188.308649728,167813.563973816,206574.995828437
"Yukon","Chinook",1983,44475,44004.0160681965,160221,153774.314516697,NA,NA,NA,45937.84870341,42340.4693197678,49840.8727489504,NA,NA,NA,180811.24897681,163576.325029648,199862.09954667
"Yukon","Chinook",1984,50005,45919.7359980299,111035,137956.609331821,NA,NA,NA,45941.721109098,42471.0075115346,49696.0600214844,NA,NA,NA,175589.477092562,159437.620881054,193377.599936972
"Yukon","Chinook",1985,40435,44482.4731851978,145359,139771.096749831,NA,NA,NA,45945.5938412166,42599.8909057529,49554.061020775,NA,NA,NA,170518.508334586,155394.412897866,187114.588886559
"Yukon","Chinook",1986,41425,43853.4398424751,159082,143435.982418504,NA,NA,NA,45949.4668997936,42726.8512410456,49415.144038205,NA,NA,NA,165593.987556126,151443.661084799,181066.467347116
"Yukon","Chinook",1987,41307,43418.3865395871,174128,148147.115419567,NA,NA,NA,45953.3402848562,42851.5809093907,49279.6167264163,NA,NA,NA,160811.685385689,147582.314937964,175226.944823683
"Yukon","Chinook",1988,39699,42755.5204833251,145675,147825.498915225,NA,NA,NA,45957.2139964323,42973.7271492824,49147.8319061543,NA,NA,NA,156167.494594699,143807.304246156,169590.039225265
"Yukon","Chinook",1989,60299,44980.5283310975,164516,148478.693439051,NA,NA,NA,45961.0880345491,43092.8857131437,49020.1938988567,NA,NA,NA,151657.426570044,140115.530368717,164150.07653558
"Yukon","Chinook",1990,59212,46265.5006868834,151188,156317.298069862,NA,NA,NA,45964.9623992343,43208.5941939879,48897.1651999961,NA,NA,NA,147277.607888505,136503.858840353,158901.689444021
"Yukon","Chinook",1991,42728,46692.7857337086,124382,152309.260226074,NA,NA,NA,45968.8370905153,43320.3253618635,48779.2731426392,NA,NA,NA,143024.276990104,132969.114593141,153839.813637423
"Yukon","Chinook",1992,39155,46256.2659513984,154219,151523.193733606,NA,NA,NA,45972.7121084198,43427.4811005026,48667.1159608009,NA,NA,NA,138893.780947528,129508.081661332,148959.679878107
"Yukon","Chinook",1993,36244,45259.1074415279,131528,144600.807330682,NA,NA,NA,45976.5874529752,43529.3878613646,48561.3673354056,NA,NA,NA,134882.572328855,126117.509932384,144256.799296171
"Yukon","Chinook",1994,56449,47993.8320196539,172885,148787.38062862,NA,NA,NA,45980.4631242091,43625.2949628185,48462.778095109,NA,NA,NA,130987.206150878,122794.132255957,139726.93857593
"Yukon","Chinook",1995,50673,46622.6026554353,168502,149382.222926106,NA,NA,NA,45984.3391221489,43714.3775187777,48372.1732876667,NA,NA,NA,127204.336920421,119534.695846422,135366.081092916
"Yukon","Chinook",1996,74060,48394.0728925925,182564,154151.783489956,NA,NA,NA,45988.2154468224,43795.7461846236,48290.4424340162,NA,NA,NA,123530.715761094,116336.012086524,131170.36988597
"Yukon","Chinook",1997,53821,50291.976479105,161700,161042.54792349,NA,NA,NA,45992.0920982569,43868.4660719484,48218.5206135382,NA,NA,NA,119963.187623034,113195.028058431,127136.029130632
"Yukon","Chinook",1998,35497,49476.5538800986,88282,146744.900029233,NA,NA,NA,45995.96907648,43931.5868288549,48157.3583837616,NA,NA,NA,116498.688573226,110108.920783195,123259.263125508
"Yukon","Chinook",1999,37184,49688.1437857033,110446,142533.947666841,NA,NA,NA,45999.8463815194,43984.184694954,48107.8797253717,NA,NA,NA,113134.243164072,107075.210759131,119536.136194024
"Yukon","Chinook",2000,25870,43629.0896061322,52842,116982.790986068,NA,NA,NA,46003.7240134024,44025.4151259327,48070.9294176466,NA,NA,NA,109866.961877963,104091.88505343,115962.44324039
"Yukon","Chinook",2001,52564,43896.3202142038,85663,104508.918304293,NA,NA,NA,46007.6019721569,44054.57151571,48047.2143163075,NA,NA,NA,106694.038645649,101157.513138072,112533.587762102
"Yukon","Chinook",2002,42358,39993.254392596,81486,91361.8041448407,NA,NA,NA,46011.4802578101,44071.1423838861,48037.2461660743,NA,NA,NA,103612.748436276,98271.3334265494,109244.489356024
"Yukon","Chinook",2003,80594,42777.1551823245,149980,90223.2684048165,NA,NA,NA,46015.3588703897,44074.857432528,48041.2955438866,NA,NA,NA,100620.44491702,95433.2882893233,106089.542933959
"Yukon","Chinook",2004,48469,45056.4836775945,117246,94592.3900707476,NA,NA,NA,46019.2378099233,44065.7134102025,48059.3659948768,NA,NA,NA,97714.5581803177,92643.9923765081,103062.644813177
"Yukon","Chinook",2005,67985,49823.410491615,123612,96384.671565336,NA,NA,NA,46023.1170764383,44043.9742245498,48091.1939198012,NA,NA,NA,94892.5925367243,89904.6325293536,100157.287394516
"Yukon","Chinook",2006,62630,57733.9271361643,119485,110424.045616901,NA,NA,NA,46026.9966699625,44010.1452882025,48136.2742291294,NA,NA,NA,92152.1243715201,87216.8130799477,97366.7086230251
"Yukon","Chinook",2007,34904,53925.6728057421,88018,110924.298333487,50334.6361273552,41769.7668006842,60655.7275304625,46030.8765905234,43964.9276305592,48193.9062312757,98641.7838306168,82943.7447432906,117310.853849207,89490.800063215,84582.3720049145,94684.0707599096
"Yukon","Chinook",2008,33883,51956.1120652692,62611,106158.465679319,49777.86977266,42000.7994920335,58994.9798354168,46034.7568381483,43909.1608220458,48263.2507083452,94370.2517147373,80588.4922465396,110508.884835047,86906.3339621652,82003.1970325352,92102.6393610826
"Yukon","Chinook",2009,65278,50162.6727620054,87221,96988.2794668105,49227.2619759196,42200.5489530245,57423.9762696769,46038.6374128652,43843.7643041676,48343.388586089,90283.6917871985,78244.0176882538,104175.951638914,84396.5064275688,79481.0661569111,89615.9380036111
"Yukon","Chinook",2010,32014,46812.3010861831,59741,86679.2217343613,48682.7446154958,42357.3720940282,55952.7068401802,46042.5183147014,43769.6847654518,48433.3735579676,86374.0941092873,75894.6935393962,98300.4711564894,81959.1619211503,77017.5273049172,87217.8640093587
"Yukon","Chinook",2011,46307,43910.2172015529,71725,79161.9824078699,48144.2503232645,42455.2055267258,54595.6334548901,46046.3995436845,43687.8540488511,48532.2741777559,82633.7956004793,73520.046120082,92877.3108247089,79592.2071559003,74613.8214505278,84902.7608664712
"Yukon","Chinook",2012,32656,39393.9042719927,48498,68116.4088997815,47611.7124762798,42472.5801797977,53372.6737421569,46050.2810998421,43599.159010445,48639.2040008487,79055.465018273,71094.1992912424,87908.2486554603,77293.6092982787,72270.845447838,82665.4510727558
"Yukon","Chinook",2013,28669,38122.8406554193,37177,59002.2938293176,47085.0651885326,42382.860009764,52308.9608227859,46054.1629832018,43504.4225329956,48753.3405707124,75632.0885884508,68587.343448221,83400.4137887284,75061.3942223372,69989.1464271708,80501.2375520818
"Yukon","Chinook",2014,63331,42311.425659944,64886,59354.3139143649,46564.2433027982,42157.6896305225,51431.3942098092,46058.0451937912,43404.39370693,48873.9352379116,72356.9562575984,65971.6529226836,79360.2841056576,72893.6448142624,67768.9383536615,78405.883040084
"Yukon","Chinook",2015,82674,44010.6728563965,87323,59365.8768625917,46049.1823825753,41775.1966763812,50760.4360197443,46061.9277316379,43299.7448330839,49000.3161573716,69223.6485409379,63232.770306648,75782.1220560297,70788.4993258844,65610.1321717293,76375.576011565
"Yukon","Chinook",2016,68798,49995.4684101922,83043,62715.5603871879,45539.8187041141,41230.2102768829,50299.8911156747,46065.8105967693,43191.0730624499,49131.8866486401,66226.0239396966,60381.7586003031,72635.9474869493,68744.149775733,63512.3727430828,74406.8899378837
"Yukon","Chinook",2017,68315,53342.7671667438,92622,65445.9191051815,45036.0892485317,40538.5074516713,50032.6593725664,46069.6937892133,43078.9048897163,49268.1207023564,63358.2069033464,57456.7115393247,69865.8568243989,66758.8403962731,61475.0777484352,72496.7407002345
"Yukon","Chinook",2018,54474,58091.587569836,76530,70615.5825838821,44537.9316940162,39730.5783920053,49926.9690969311,46073.5773089971,42963.7021727491,49408.5569607771,60614.5763131199,54510.3968127074,67402.313621803,64830.866125983,59497.4754437667,70642.3452641714
"Yukon","Chinook",2019,42052,61921.6122949448,72620,78952.1911532198,44045.2844081155,38840.6006838584,49947.4015446422,46077.4611561487,42845.8687600719,49552.7920903063,57989.7544642315,51594.0166093229,65178.3257792378,62958.57114498,57578.6394879337,68841.183394897
"Yukon","Chinook",2020,30967,54961.1822203822,45501,74417.632389246,43558.0864401125,37898.5632305624,50062.7657777347,46081.3453306955,42725.7571348865,49700.4741374832,55478.5965252056,48747.614949788,63138.9797342267,61140.347452938,55717.519990138,67090.9632612441
"Yukon","Chinook",2021,31452,46784.5689949149,32970,63266.563571403,43076.277513484,36927.5577181416,50248.8060158685,46085.2298326651,42603.6747240258,49851.2962200382,53076.1804536525,45998.2696767544,61243.1935232623,59374.6334880735,53912.970530875,65389.5911712777
"Yukon","Chinook",2022,11978,34959.946984445,13144,46531.2849271995,42599.7980184432,35944.1973540714,50487.7817505808,46089.1146620851,42479.8896858316,50004.9907390254,50777.797348727,43362.246614578,59461.5109891828,57659.9127860149,52163.7712721956,63735.1453203492
"Yukon","Chinook",2023,14567,27021.7297205053,15633,34591.2651361992,42128.5890045652,34960.048859998,50767.0346406853,46092.9998189831,42354.6360992523,50161.3241897333,48578.9422213587,40847.9979480745,57773.0548837669,55994.7126774041,50468.6484679479,62125.8532377046
"Yukon","Chum",1980,22912,22912.01,NA,NA,NA,NA,NA,46156.5961381845,33520.0269995091,63556.9704969113,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1981,47066,32838.649359864,NA,NA,NA,NA,NA,47399.7185375141,34802.2385287242,64557.1495517797,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1982,31958,32542.4390722031,NA,NA,NA,NA,NA,48676.3215967928,36128.1685043704,65582.7400690896,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1983,90875,42067.6927424937,NA,NA,NA,NA,NA,49987.3070410569,37498.4598089919,66635.5599121892,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1984,56633,52747.3088335861,NA,NA,NA,NA,NA,51333.6008812453,38913.5999248054,67717.6767126915,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1985,62010,56511.7701940751,NA,NA,NA,NA,NA,52716.1540682842,40373.8833409553,68831.4491891361,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1986,87940,72784.7856061633,NA,NA,NA,NA,NA,54135.9431647894,41879.3675098519,69979.5750652603,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1987,80776,70672.4404280373,NA,NA,NA,NA,NA,55593.9710348581,43429.8217969135,71165.1461495127,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1988,36786,63445.8687432552,NA,NA,NA,NA,NA,57091.2675524393,45024.669159607,72391.7108461139,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1989,35750,55284.9523955117,NA,NA,NA,NA,NA,58628.8903287826,46662.9208291452,73663.3438307506,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1990,51735,48417.9554665716,NA,NA,NA,NA,NA,60207.9254594787,48343.1051610978,74984.7217313466,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1991,78461,48067.2549561576,NA,NA,NA,NA,NA,61829.48829162,50063.1931956603,76361.2022801406,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1992,49082,51660.5748832787,NA,NA,NA,NA,NA,63494.7242116233,51820.5254412897,77798.902430615,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1993,29743,49338.554561413,NA,NA,NA,NA,NA,65204.8094542702,53611.7470173324,79304.7683111902,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1994,98358,57935.2280904937,NA,NA,NA,NA,NA,66960.9519335367,55432.7614449676,80886.6267342065,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1995,158092,69025.0496692296,NA,NA,NA,NA,NA,68764.3920958007,57278.7166289442,82553.2047258822,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1996,122429,86745.5544700396,NA,NA,NA,NA,NA,70616.4037960277,59144.0390174269,84314.10109841,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1997,85419,112924.878375249,NA,NA,NA,NA,NA,72518.295197554,61022.5321074183,86179.6939055612,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1998,46252,93512.5394234222,NA,NA,NA,NA,NA,74471.4096961054,62907.5515690054,88160.9715177294,NA,NA,NA,NA,NA,NA
"Yukon","Chum",1999,58552,72950.4243703505,NA,NA,NA,NA,NA,76477.1268687001,64792.2597950744,90269.2845193198,NA,NA,NA,NA,NA,NA
"Yukon","Chum",2000,53732,59376.5568478392,NA,NA,NA,NA,NA,78536.8634481094,66669.947613301,92516.0307016115,NA,NA,NA,NA,NA,NA
"Yukon","Chum",2001,33491,46984.9141601027,90100,90100.0099999999,NA,NA,NA,80652.0743235634,68534.3928596924,94912.3034621539,NA,NA,NA,205109.267151529,118684.776195776,354466.788579872
"Yukon","Chum",2002,98621,56776.438513792,89900,89999.9544444335,NA,NA,NA,82824.2535684075,70380.2100562914,97468.549378827,NA,NA,NA,201058.808140813,120605.350928713,335181.184082773
"Yukon","Chum",2003,143133,70993.3460078195,170800,111427.098959198,NA,NA,NA,85054.9354954366,72203.1393255235,100194.28683727,NA,NA,NA,197088.336828485,122423.598296744,317290.236966114
"Yukon","Chum",2004,154080,92383.8268614264,181300,125846.915291,NA,NA,NA,87345.6957406538,74000.2304234858,103097.929841007,NA,NA,NA,193196.273632607,124101.992558706,300759.072243491
"Yukon","Chum",2005,437498,175633.723058005,504500,193587.209550189,NA,NA,NA,89698.1523762159,75769.8983982896,106186.740510245,NA,NA,NA,189381.070164526,125592.574700959,285567.756072026
"Yukon","Chum",2006,220898,214863.921059202,284200,258132.535322349,NA,NA,NA,92113.9670533536,77511.854032726,109466.907122669,NA,NA,NA,185641.208612876,126834.604697322,271713.373629312
"Yukon","Chum",2007,236987,243730.388782547,278500,291693.719122112,NA,NA,NA,94594.8461760753,79226.935560828,112943.721219726,NA,NA,NA,181975.201139744,127752.603471014,259211.733695616
"Yukon","Chum",2008,167898,249020.152034837,237000,311899.523932807,NA,NA,NA,97142.5421064806,80916.8811407579,116621.814309599,NA,NA,NA,178381.589288755,128256.004609441,248097.478898385
"Yukon","Chum",2009,93626,169371.214763893,128000,221361.412811611,NA,NA,NA,99758.8544025355,82584.0824904613,120505.41377457,NA,NA,NA,174858.943404858,128242.563524456,238420.452994395
"Yukon","Chum",2010,117789,144733.09339337,143000,186436.058458608,NA,NA,NA,102445.631089186,84231.3519961485,124598.585687448,NA,NA,NA,171405.862065557,127608.325559514,230235.522812612
"Yukon","Chum",2011,205566,139676.883246706,326000,193922.415583479,NA,NA,NA,105204.769963707,85861.7235705912,128905.444275376,NA,NA,NA,168020.971523385,126265.883205913,223584.12387314
"Yukon","Chum",2012,137662,132912.759568125,238000,194126.652209226,NA,NA,NA,108038.219936202,87478.2959818605,133430.319326333,NA,NA,NA,164702.925159378,124168.154337165,218470.297000592
"Yukon","Chum",2013,200262,160737.492401114,303000,240792.704634682,257681.796931273,154362.129854682,430156.726473258,110947.982406214,89084.1187425568,138177.881464848,455692.33166206,236339.166980016,878633.464732333,161450.402947351,121328.174318171,214840.7223495
"Yukon","Chum",2014,156796,172653.245935046,223000,269082.546175899,214734.045737344,138067.983340761,333971.057467562,113936.112676407,90682.1155165147,143153.230357167,367065.237671117,208442.807848181,646397.398391835,158262.110928742,117823.058860185,212580.593288987
"Yukon","Chum",2015,108658,147215.099820666,205000,239618.08649673,178944.383917914,122673.565605844,261026.8347351,117004.721404324,92275.0377980803,148361.953108712,295675.128469078,182276.1651182,479622.673312849,155136.780697843,113778.214978451,211529.252149446
"Yukon","Chum",2016,145267,149207.474865696,298000,253471.667297288,149119.774769806,107841.694048743,206197.680994763,120155.976093243,93865.4413855735,153810.160350867,238169.602084564,157235.453602373,360763.161599473,152073.168897178,109340.303160301,211507.084121807
"Yukon","Chum",2017,401585,177555.983085231,563000,295934.679482299,124266.024675008,93237.8308293403,165619.950090798,123392.10262319,95455.6790086735,159504.506676741,191848.26147138,132772.22066752,277209.760027721,149070.056722862,104652.104938699,212340.514549363
"Yukon","Chum",2018,154126,176795.230000913,279000,312982.961478233,103554.641980698,78743.6145263031,136183.282165293,126715.386823178,97047.9037312959,165452.200824505,154535.906796883,108797.218223765,219503.28215578,146126.249439718,99837.0201426458,213877.384809862
"Yukon","Chum",2019,99738,173049.473132639,178000,302125.395331203,86295.2195002287,64748.0202105581,115013.013284047,130128.1760858,98644.0790479886,171661.009711279,124480.390420935,86149.010363657,179867.041234003,143240.575905971,94993.4051700634,215992.494943643
"Yukon","Chum",2020,23512,109761.737051748,25000,162599.126289559,71912.4200147461,52006.2292845231,99438.0139364622,133632.881025303,100245.992731142,178139.259282085,100270.337946216,66196.7435468053,151882.708017796,140411.888107336,90195.2960344756,218586.768808111
"Yukon","Chum",2021,23170,53794.5344454805,23000,73100.9655238295,59926.7975946634,41082.2277588176,87415.4413201451,137231.977180318,101855.272401789,184895.83422378,80768.8716098166,49791.9464994884,131017.384933727,137639.060700294,85496.0235002534,221583.534003814
"Yukon","Chum",2022,22059,33087.6310061707,23000,39170.0444780729,49938.8154259774,32109.2610750924,77668.7224385981,140928.006762447,103473.40148956,191940.177902049,65060.2237385719,36945.3010623946,114570.259036852,134920.990564398,80932.5070865458,224924.129378721
"Yukon","Chum",2023,22090,22698.621197658,22719,23412.4255142479,41615.527380891,24929.4343567988,69470.173065414,144723.580451953,105101.734748629,199282.293379141,52406.7332940008,27180.101200459,101046.926731169,132256.596363416,76529.1825074427,228563.885154979
"Transboundary","Chinook",1976,35587,35587.01,37578.3810981421,37578.3910981421,NA,NA,NA,75247.7364620896,59804.7409970953,94678.4777973221,NA,NA,NA,84296.1891828005,66016.0977512037,107638.102717347
"Transboundary","Chinook",1977,53648,43694.0758953672,59658.799621169,47348.5171931909,NA,NA,NA,74359.8947585332,59526.910008158,92888.9799208853,NA,NA,NA,83642.5008418688,66008.8679919474,105986.788743832
"Transboundary","Chinook",1978,35993,40959.4794084918,41793.991272589,45419.4885055928,NA,NA,NA,73482.5286244443,59245.1747637616,91141.2960561488,NA,NA,NA,82993.8816321898,65995.4808710905,104370.546247436
"Transboundary","Chinook",1979,51581,43389.8632668714,63329.8764597369,49355.3068872227,NA,NA,NA,72615.5144594612,58959.0726195852,89435.1404445364,NA,NA,NA,82350.2922443709,65975.3085257807,102789.525115799
"Transboundary","Chinook",1980,80530,49102.3384939312,96906.5272430524,56485.5940305825,NA,NA,NA,71758.7301215723,58668.0860706857,87770.2971672971,NA,NA,NA,81711.6936738504,65947.6469045101,101243.959359413
"Transboundary","Chinook",1981,94203,59656.3711055633,105894.461851242,69490.3856194691,NA,NA,NA,70912.0549099097,58371.6360443136,86146.6265521252,NA,NA,NA,81078.0472185338,65911.7061439041,99734.176603146
"Transboundary","Chinook",1982,73920,63606.0625094426,86429.8785409376,74838.0728637679,NA,NA,NA,70075.3695477445,58069.074654263,84564.0721242742,NA,NA,NA,80449.3144764482,65866.6000687897,98260.6084566556
"Transboundary","Chinook",1983,26562,59855.9138060275,32176.0539973037,71024.2062184081,NA,NA,NA,69248.5561656842,57759.6775425877,83022.6679762224,NA,NA,NA,79825.4573434151,65811.3349478006,96823.8016314292
"Transboundary","Chinook",1984,41986,57442.0615617517,49262.2668834063,67544.1192395804,NA,NA,NA,68431.498285067,57442.6360387525,81522.5463256931,NA,NA,NA,79206.4380107407,65744.7977698588,95424.429539055
"Transboundary","Chinook",1985,58040,53800.2090506588,68486.4939220648,63014.1274950569,NA,NA,NA,67624.0808015534,57117.0495149287,80063.9448832133,NA,NA,NA,78592.2189629249,65665.7444996469,94063.3039125833
"Transboundary","Chinook",1986,64069,49808.1727854859,75248.0119432103,58852.1437639828,NA,NA,NA,66826.1899689097,56781.9185207026,78647.2134458192,NA,NA,NA,77982.7629753878,65572.7890393775,92741.385723636
"Transboundary","Chinook",1987,64843,48520.0053214591,75044.1814687281,57212.7618589316,NA,NA,NA,66037.7133829852,56436.1395510875,77272.8188629138,NA,NA,NA,77378.0331122133,65464.3939853299,91459.7943067571
"Transboundary","Chinook",1988,90930,62059.7612421448,101041.18598197,71926.0193298967,NA,NA,NA,65258.5399658759,56078.5026423575,75941.3471796435,NA,NA,NA,76777.9927239106,65338.8647293582,90219.8131407721
"Transboundary","Chinook",1989,74789,69655.7120827829,87737.8839923545,80727.326581774,NA,NA,NA,64488.5599502765,55707.6933909831,74653.5013624087,NA,NA,NA,76182.6054451937,65194.3490092417,89022.8901832478
"Transboundary","Chinook",1990,83536,74917.9674284345,99010.4204524655,86903.1984144619,NA,NA,NA,63727.6648640171,55322.3014158485,73410.092586225,NA,NA,NA,75591.8351927766,65028.8446154267,87870.6300504736
"Transboundary","Chinook",1991,86518,79556.8699058052,102119.392489431,92375.8390377487,NA,NA,NA,62975.7475147817,54920.8376554237,72212.0226921536,NA,NA,NA,75005.6461631872,64840.2185187253,86764.7747783661
"Transboundary","Chinook",1992,95791,86014.1704149942,109069.835315977,99548.7747158968,NA,NA,NA,62232.7019750077,54501.763074546,71060.2552400527,NA,NA,NA,74424.0028305972,64626.2410196685,85707.1695635679
"Transboundary","Chinook",1993,139004,93634.096250534,158823.809516095,108973.111266835,NA,NA,NA,61498.4235669622,54063.5311506316,69955.7727867228,NA,NA,NA,73846.8699446689,64384.638371345,84699.7100328811
"Transboundary","Chinook",1994,97432,98720.3754969027,112520.111927678,114532.291044699,NA,NA,NA,60772.8088479969,53604.6456714745,68899.518857198,NA,NA,NA,73274.212528419,64113.1663592841,83744.2685574432
"Transboundary","Chinook",1995,75361,96707.7758216993,85643.2762935741,111257.788526305,NA,NA,NA,60055.7555959739,53123.7336805684,67892.3247731477,NA,NA,NA,72705.995876099,63809.7052100373,82842.5992399634
"Transboundary","Chinook",1996,123890,103907.608254758,140964.967355392,118667.287505401,NA,NA,NA,59347.1627948662,52619.6307693464,66934.8241389058,NA,NA,NA,72142.1855510917,63472.3727927358,81996.224610714
"Transboundary","Chinook",1997,154428,114321.420694577,177332.611744331,130781.948305262,NA,NA,NA,58646.930620526,52091.4725674623,66027.3611339059,NA,NA,NA,71582.7473838239,63099.6486204317,81206.3115254364
"Transboundary","Chinook",1998,63840,97845.4728475856,72068.9276725017,111664.287662909,NA,NA,NA,57954.9604266224,51538.7828935432,65169.9021490117,NA,NA,NA,71027.6474696962,62690.4964854366,80473.5484309238
"Transboundary","Chinook",1999,51348,86080.5686653093,64348.0621363703,99856.2767706176,NA,NA,NA,57271.1547307444,50961.546682429,64361.9626506306,NA,NA,NA,70476.8521670277,62244.4700873144,79798.0396395945
"Transboundary","Chinook",2000,70433,84924.1160327609,82313.5940802042,99067.4598947329,NA,NA,NA,56595.4172006673,50360.255686185,63602.561275245,NA,NA,NA,69930.3280950172,61761.785344647,79179.232921909
"Transboundary","Chinook",2001,116772,83925.0345277295,130661.485727692,97574.9433147956,NA,NA,NA,55927.6526407827,49735.9177882332,62890.21031493,NA,NA,NA,69388.0421317204,61243.3463074481,78615.8934997297
"Transboundary","Chinook",2002,111488,78630.6645804659,128709.483331557,91517.1942168475,NA,NA,NA,55267.7669786869,49090.0263146516,62222.9462097226,NA,NA,NA,68849.9614120425,60690.7185237752,78106.1305870478
"Transboundary","Chinook",2003,89163,84064.0484209165,104904.000430284,98653.2713382064,NA,NA,NA,54615.6672519286,48424.4925903445,61598.3967990643,NA,NA,NA,68316.0533257464,60106.052669409,77647.473669179
"Transboundary","Chinook",2004,131015,101384.085637822,156676.494970194,117870.508748458,NA,NA,NA,53971.2615949126,47741.5511455931,61013.8759267225,NA,NA,NA,67786.285515476,59491.9695948745,77236.987366132
"Transboundary","Chinook",2005,82948,104755.234467408,148922.211978479,132709.720954601,NA,NA,NA,53334.4592259584,47043.6506569571,60466.4923151482,NA,NA,NA,67260.6258747958,58851.4232680134,76871.408401912
"Transboundary","Chinook",2006,68917,94269.9479968207,119487.692080457,130358.049224752,NA,NA,NA,52705.1704345103,46333.3441463408,59953.2591853757,NA,NA,NA,66739.0425462449,58187.5592399431,76547.287051902
"Transboundary","Chinook",2007,32136,73506.547590628,67420.6860080344,114544.537475568,NA,NA,NA,52083.3065685005,45613.1896036805,59471.1934569366,NA,NA,NA,66221.5039194059,57503.5836586446,76261.1180440515
"Transboundary","Chinook",2008,46882,64638.3595457204,73057.0701629525,106548.766627312,NA,NA,NA,51468.7800218592,44885.6682684037,59017.3972925622,NA,NA,NA,65707.9786289897,56802.6530090543,76009.450734978
"Transboundary","Chinook",2009,41972,51477.5736503332,68677.6340985815,90346.3745198646,NA,NA,NA,50861.5042221732,44153.1236558972,58589.1189013676,NA,NA,NA,65198.4355529342,56087.7894276315,75788.9737129834
"Transboundary","Chinook",2010,53443,47144.9366423498,73314.9496875437,78407.45331124,49803.7107523867,44181.7313137052,56141.0685130389,50261.3936184902,43417.721023097,58183.7929063328,80732.3242438954,72359.0285164359,90074.56721646,64692.8438105184,55361.8219426413,75596.5734767229
"Transboundary","Chinook",2011,41033,42500.7355378827,59386.2186832714,68175.7392089338,47076.4123905378,42308.2966679791,52381.8914515955,49668.3636692659,42681.4247564376,57799.0627927754,73908.5296942596,67034.2674032565,81487.7371405701,64191.172760491,54627.3509506639,75429.3698789932
"Transboundary","Chinook",2012,42072,44853.5382303705,63031.5731195939,67264.0251309393,44498.4634695674,40481.4044238613,48914.1441442991,49082.330830455,41945.9901068274,57432.7890130818,67661.5074906666,62055.2461031257,73774.2557382097,63693.3919992128,53886.7316781201,75284.7325868272
"Transboundary","Chinook",2013,39778,43403.4322097927,51640.1581604896,62754.9401382456,42061.6854726682,38688.1838062817,45729.3470704202,48503.2125437411,41212.9655144541,57083.0465048248,61942.5067018361,57384.739058695,66862.2738282826,63199.4713588148,53142.0719745425,75160.2832111447
"Transboundary","Chinook",2014,51263,45174.4569572315,64790.9316076598,62027.9888572064,39758.3477463581,36911.9960788381,42824.1868075668,47930.9272249065,40483.7021243259,56748.1150212998,56706.8970054544,52983.8719989739,60691.5283210991,62709.3809053696,52395.2401217428,75053.887421786
"Transboundary","Chinook",2015,50861,44729.2642530106,63617.4116535932,60292.6528295317,37581.1429750596,35133.1453593048,40199.7114937454,47365.3942523388,39759.3677042557,56426.4650627066,51913.8203990685,48813.563463964,55210.9814809223,62223.0909370769,51647.8790489092,74963.6406578735
"Transboundary","Chinook",2016,22245,39574.1504420367,32496.8559782613,53443.5796529094,35523.1639987164,33333.8245236051,37856.2975750382,46806.5339556734,39040.9628425668,56116.741530639,47525.8723496635,44840.9178994007,50371.59470428,61740.5719824645,50901.4241550343,74887.8502320818
"Transboundary","Chinook",2017,17290,33126.228795056,22602.7466578799,43532.757577373,33577.8818998971,31508.4327276127,35783.2508722457,46254.2676045691,38329.3379106331,55817.7466207047,43508.8098936567,41050.7977210419,46114.0012729164,61261.7947986007,50157.1227021081,74825.0158653562
"Transboundary","Chinook",2018,20222,28933.984917853,22367.5362547603,36824.9628695681,31739.1252908717,29671.6707940843,33950.6353120665,45708.5173976179,37625.2097763716,55528.422967103,39831.2844093595,37452.5880472931,42361.0570168315,60786.7303693232,49416.053383137,74773.8100480057
"Transboundary","Chinook",2019,31694,26281.059427171,33904.311916782,32351.2057612211,30001.0607349457,27853.2458962846,32314.4975121899,45169.206451384,36929.1776393592,55247.8376684251,36464.5969764985,34070.5565058715,39026.8598174884,60315.3499034801,48679.1451690302,74733.0591231028
