"species","location","locationtype","parameter","year","datavalue"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1985","8121.5714286"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1986","8551.8571429"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1987","5886.2857143"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1988","5821.4285714"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1989","6930.2857143"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1990","7048.1428571"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1991","5892.4285714"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1992","9902.2857143"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1993","11291.571429"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1994","8083.5"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1995","8975.3333333"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1996","7277.6666667"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1997","7302.8333333"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1998","9352.8333333"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","1999","6854.7142857"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2000","8408.1428571"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2001","9747.5"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2002","7106.2857143"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2003","6328.2857143"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2004","7729.4285714"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2005","9626.1428571"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2006","9153"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2007","7174.5"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2008","4744"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2009","6915"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2010","7014.8333333"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2011","6846.1666667"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2012","3345"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2013","9424"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2014","9791"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2015","15658.166667"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2016","12126"
"Chinook","Central Coast","Assessment Region","reg_runsize_raw","2017","5483.6666667"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1985","37.44847686"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1986","49.34572125"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1987","34.47133289"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1988","34.612115627"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1989","34.089204697"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1990","39.605487404"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1991","29.577949193"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1992","43.159805505"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1993","41.956595028"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1994","31.752856758"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1995","26.377851057"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1996","27.563792409"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1997","30.287303321"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1998","50.555926423"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","1999","35.537027046"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2000","41.535569402"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2001","51.816476668"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2002","51.400748209"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2003","39.461778384"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2004","43.852268872"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2005","52.633321963"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2006","54.735233628"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2007","49.346430896"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2008","29.598052983"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2009","44.295562522"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2010","28.806369918"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2011","28.452997145"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2012","17.229760431"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2013","44.2209831"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2014","43.223668273"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2015","52.276313704"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2016","48.492332811"
"Chinook","Central Coast","Assessment Region","reg_runsize_relative","2017","28.062210719"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1986","24465"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1987","13724.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1988","10845"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1989","18576.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1990","16864"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1991","6385.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1992","17905"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1993","22958"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1994","21380"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1995","10924.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1996","21030.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1997","18347"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1998","23087"
"Chinook","Nass","Assessment Region","reg_runsize_raw","1999","14676.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2000","16561"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2001","23844"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2002","14304.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2003","21933"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2004","16863"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2005","13943.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2006","22063.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2007","19672.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2008","15042"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2009","19899"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2010","13893.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2011","9323.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2012","7944"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2013","8238.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2014","11162"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2015","16205.5"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2016","8838"
"Chinook","Nass","Assessment Region","reg_runsize_raw","2017","5372.5"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1986","71.707357582"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1987","46.877733859"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1988","36.939925005"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1989","49.587012897"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1990","58.287219506"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1991","24.876769577"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1992","49.943371904"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1993","61.517883639"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1994","87.725013113"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1995","37.407785793"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1996","58.765076758"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1997","59.061628214"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1998","68.125266694"
"Chinook","Nass","Assessment Region","reg_runsize_relative","1999","46.28892867"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2000","49.490749652"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2001","87.922656889"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2002","48.274495451"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2003","71.695233773"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2004","56.464429008"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2005","50.139317567"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2006","91.136972105"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2007","69.090420229"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2008","55.126419631"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2009","71.71797154"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2010","50.457622456"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2011","33.040781252"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2012","27.613146141"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2013","27.988905321"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2014","39.372737851"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2015","57.616836301"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2016","31.429018608"
"Chinook","Nass","Assessment Region","reg_runsize_relative","2017","18.788267391"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1984","12551.571429"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1985","22949.142857"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1986","23231.714286"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1987","15227.285714"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1988","32824"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1989","19346.714286"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1990","19549.571429"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1991","28213.428571"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1992","26447.166667"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1993","25086"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1994","9830.2857143"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1995","18583"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1996","27210.5"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1997","16684.833333"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1998","15187.833333"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","1999","18780.666667"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2000","19608"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2001","25455.857143"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2002","15493.666667"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2003","18870.166667"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2004","16430.4"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2005","14579.833333"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2006","18740.5"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2007","19695.2"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2008","27133.25"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2009","15286"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2010","19788.5"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2011","15983.2"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2012","18848.5"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2015","27458"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2016","26206.333333"
"Chinook","Skeena","Assessment Region","reg_runsize_raw","2017","10112.333333"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1984","18.835663563"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1985","43.982631962"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1986","49.43208579"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1987","38.278049854"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1988","62.812727173"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1989","41.276646027"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1990","38.060302012"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1991","41.945264976"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1992","51.07767652"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1993","42.658917143"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1994","20.125656643"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1995","32.776041063"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1996","38.966708534"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1997","30.323072863"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1998","40.939489097"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","1999","32.6750666"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2000","42.338052349"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2001","62.377442891"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2002","37.856045765"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2003","43.217718737"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2004","38.206025719"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2005","30.948365028"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2006","38.556199619"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2007","41.105491714"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2008","38.999450603"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2009","23.256937041"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2010","24.267045057"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2011","21.844660689"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2012","21.960769224"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2015","27.900040984"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2016","27.11913797"
"Chinook","Skeena","Assessment Region","reg_runsize_relative","2017","12.456403827"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1954","322497.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1955","168179.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1956","191057.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1957","277448.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1958","344331.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1959","101504.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1960","154461.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1961","128706.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1962","269852.28571"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1963","249287.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1964","310437.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1965","115218.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1966","358221.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1967","196432.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1968","436376.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1969","178648.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1970","389904.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1971","158136.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1972","372742.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1973","434524.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1974","270425.28571"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1975","113783.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1976","149801.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1977","161999.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1978","252594.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1979","163493.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1980","196430.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1981","163467.71429"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1982","227057.28571"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1983","154979.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1984","136314.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1985","287592.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1986","533767"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1987","225523"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1988","470452"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1989","199057"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1990","371451.14286"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1991","172543.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1992","116758.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1993","143339.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1994","262512.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1995","334025"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1996","210182.28571"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1997","167110.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1998","564690.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","1999","174092"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2000","149200.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2001","227133.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2002","411125.42857"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2003","500186.875"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2004","386675.375"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2005","218552.25"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2006","201366.875"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2007","110204.25"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2008","42202.875"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2009","81225.875"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2010","44419.75"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2011","180884.75"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2012","156261.125"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2013","193737.57143"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2014","85052.875"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2015","349789.83333"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2016","195762.85714"
"Chum","Central Coast","Assessment Region","reg_runsize_raw","2017","156815.66667"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1954","41.890647117"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1955","19.63669391"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1956","20.950774461"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1957","34.57532448"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1958","47.724940642"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1959","11.487907213"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1960","21.191026568"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1961","14.862706797"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1962","31.484723223"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1963","28.183171985"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1964","38.7008834"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1965","12.38577998"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1966","31.749056555"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1967","22.968187726"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1968","45.936129217"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1969","19.409633772"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1970","46.722286011"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1971","18.896274324"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1972","41.739776047"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1973","55.086008193"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1974","31.425554044"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1975","13.482479144"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1976","14.446911379"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1977","23.131063689"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1978","32.324526386"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1979","16.642258777"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1980","25.856111062"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1981","24.876447926"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1982","34.881162524"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1983","19.314324272"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1984","15.349457323"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1985","32.2846285"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1986","64.943800056"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1987","28.143732205"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1988","44.876024566"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1989","21.004484968"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1990","36.368780999"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1991","21.097085088"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1992","12.43484692"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1993","14.156494687"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1994","24.047052283"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1995","34.627249199"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1996","21.929793531"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1997","16.188853468"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1998","49.439358302"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","1999","17.959593295"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2000","19.500752771"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2001","28.249322875"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2002","42.06757364"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2003","61.959776442"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2004","52.010533533"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2005","27.260245559"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2006","22.975366332"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2007","13.840779255"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2008","6.1334584708"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2009","10.391116126"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2010","5.5456652575"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2011","21.842250771"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2012","17.141288521"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2013","26.659898675"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2014","10.501471195"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2015","39.204639443"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2016","23.573072342"
"Chum","Central Coast","Assessment Region","reg_runsize_relative","2017","23.011681436"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1954","390274.5"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1955","60569"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1956","101958.25"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1957","176708.6"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1958","95237.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1959","34459"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1960","79426.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1961","116703.2"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1962","141889.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1963","191900.75"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1964","396636"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1965","174692.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1966","226915.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1967","228279.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1968","352655.75"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1969","166402"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1970","216440"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1971","191100.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1972","167580"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1973","203149.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1974","121629"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1975","55179.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1976","79667"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1977","119421.6"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1978","121241"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1979","43998.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1980","115961.6"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1981","85772.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1982","116085.6"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1983","70694.2"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1984","187620.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1985","295537.2"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1986","196966.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1987","174474"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1988","193615.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1989","174715.5"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1990","181300.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1991","191770.5"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1992","87477"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1993","160301.5"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1994","117641.6"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1995","92270.4"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1996","108489.8"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1997","113874.25"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1998","175878.25"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","1999","184747.75"
"Chum","Haida Gwaii","Assessment Region","reg_runsize_raw","2000","103242.6"
