"species","location","locationtype","parameter","year","datavalue"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","1990","4690573.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","1992","2523592.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","1994","596188"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","1996","4377561.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","1998","512605.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2000","1122461"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2002","1714669.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2004","2070525"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2006","356866"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2008","182794"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2010","700135.5"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2012","750428"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2014","2696562"
"Pink (even)","Skeena","Assessment Region","reg_runsize_raw","2016","642148"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1954","16.315713263"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1956","11.661331253"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1958","13.305222736"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1960","6.2716562754"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1962","25.768594505"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1964","38.842634163"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1966","24.586062108"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1968","49.582513028"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1970","34.938373116"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1972","40.265610745"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1974","12.001166376"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1976","22.137410084"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1978","39.629450061"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1980","27.490557569"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1982","34.859844149"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1984","53.228844891"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1986","76.906622472"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1988","33.023709157"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1990","87.304709718"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1992","58.442914615"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1994","11.858359081"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1996","83.323857706"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","1998","9.2232397561"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2000","19.669252874"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2002","26.754631175"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2004","33.323432411"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2006","6.5664622409"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2008","3.3398504698"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2010","11.619612531"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2012","12.313506209"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2014","44.066281823"
"Pink (even)","Skeena","Assessment Region","reg_runsize_relative","2016","10.72395148"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1954","666241.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1956","814700.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1958","1077749.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1960","292977.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1962","740348"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1964","756636.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1966","2405093"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1968","2619959"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1970","1805408.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1972","759846.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1974","1379001"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1976","2822290.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1978","1251859"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1980","1344752"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1982","389767.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1984","311645.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1986","1039774"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1988","1358345"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1990","2187680.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1992","1803126"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1994","837875.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1996","1340679"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","1998","1206525.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2000","3087997.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2002","566734.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2004","859602"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2006","353837"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2008","317730"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2010","831966"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2012","1490779"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2014","3116599.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2016","410088"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_raw","2018","415323.5"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1954","21.71576514"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1956","19.430137284"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1958","26.783530111"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1960","5.689884933"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1962","13.289970173"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1964","13.817146613"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1966","42.338126517"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1968","45.98378697"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1970","31.592903743"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1972","13.648029204"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1974","24.34525662"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1976","50.152271608"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1978","21.911886765"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1980","23.8306352"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1982","6.7099576682"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1984","5.4456567427"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1986","23.579845054"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1988","27.65197772"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1990","49.320712899"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1992","37.850531843"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1994","16.277143683"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1996","26.590445175"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","1998","21.901994012"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2000","55.672237173"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2002","12.863518141"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2004","15.377981269"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2006","6.7512041879"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2008","7.2603600156"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2010","24.072963323"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2012","32.531646045"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2014","83.217561303"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2016","8.2435531189"
"Pink (even)","Vancouver Island & Mainland Inlets","Assessment Region","reg_runsize_relative","2018","9.4139994109"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1955","917839.33333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1957","1288502.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1959","913711.66667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1961","3259420"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1963","2929172"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1965","1392749"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1967","378465.33333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1969","397707"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1971","844302.33333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1973","643438.33333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1975","589612.66667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1977","1051466.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1979","1713304"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1981","2023610.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1983","1774580.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1985","3582868.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1987","1208008"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1989","924572.66667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1991","2147722.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1993","1144022"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1995","986169.33333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1997","1262469"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","1999","1238602.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2001","4026423.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2003","3080443.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2005","2693850.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2007","2037837.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2009","3527839"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2011","1481738.3333"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2013","4520974"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_raw","2017","3539348.6667"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1955","22.647736823"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1957","33.67795123"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1959","16.931455005"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1961","53.376753982"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1963","50.166019851"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1965","24.89967841"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1967","8.2008528034"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1969","12.117472538"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1971","23.824054749"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1973","15.281398847"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1975","15.980987824"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1977","31.676493954"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1979","33.051768315"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1981","41.005700938"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1983","29.580426376"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1985","62.352518264"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1987","21.051940503"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1989","17.323760298"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1991","33.953997537"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1993","17.330465544"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1995","19.693283553"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1997","20.213517546"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","1999","25.243348224"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2001","71.410112945"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2003","50.681433535"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2005","47.635283432"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2007","36.417432591"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2009","67.459376314"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2011","26.25713322"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2013","72.537615228"
"Pink (odd)","Central Coast","Assessment Region","reg_runsize_relative","2017","43.910301848"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1959","6460055"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1961","1890685"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1963","5481312"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1965","2316788"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1967","12962791"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1969","3929548"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1971","9762376"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1973","6803723"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1975","4893955"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1977","8209485"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1979","14404121"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1981","18684688"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1983","15345996"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1985","19037688"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1987","7171773"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1989","16484260"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1991","22180122"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1993","16983498"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1995","12903708"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1997","8175964"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","1999","3585477"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2001","21173154"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2003","26000000"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2005","10000000"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2007","11000000"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2009","19936153"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2011","20645118"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2013","15897819"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2015","5778903"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_raw","2017","3549232"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1959","24.846365385"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1961","7.2718653846"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1963","21.081969231"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1965","8.9107230769"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1967","49.856888462"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1969","15.113646154"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1971","37.5476"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1973","26.168165385"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1975","18.822903846"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1977","31.574942308"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1979","55.400465385"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1981","71.864184615"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1983","59.023061538"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1985","73.221876923"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1987","27.583742308"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1989","63.401"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1991","85.308161538"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1993","65.321146154"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1995","49.629646154"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1997","31.446015385"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","1999","13.790296154"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2001","81.435207692"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2003","100"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2005","38.461538462"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2007","42.307692308"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2009","76.677511538"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2011","79.4043"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2013","61.145457692"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2015","22.22655"
"Pink (odd)","Fraser","Assessment Region","reg_runsize_relative","2017","13.650892308"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1955","77985"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1957","244237"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1959","289977"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1961","68545"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1963","119837"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1965","49966"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1967","115287"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1969","268275"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1971","50408"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1973","67662"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1975","35529"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1977","15947"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1979","32639"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1981","12105"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1983","23484"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1985","42355"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1987","68356"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1989","46503"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1991","23472"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1993","26606"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1995","6868"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1997","6415"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","1999","6396"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2001","13846"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2003","11920"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2005","222186"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2007","75283"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2009","64287"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2011","144435"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_raw","2013","77908"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1955","26.893512244"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1957","84.226335192"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1959","100"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1961","23.638081641"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1963","41.326381058"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1965","17.231021771"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1967","39.757291096"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1969","92.515958162"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1971","17.383447653"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1973","23.333574732"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1975","12.252351049"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1977","5.4994016767"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1979","11.255720281"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1981","4.1744690096"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1983","8.0985733351"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1985","14.606330847"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1987","23.572904058"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1989","16.036789125"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1991","8.0944350759"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1993","9.1752104477"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1995","2.3684637057"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1997","2.2122444194"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","1999","2.2056921756"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2001","4.7748614545"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2003","4.1106708463"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2005","76.621938981"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2007","25.961714205"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2009","22.16968932"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2011","49.809122792"
"Pink (odd)","Haida Gwaii","Assessment Region","reg_runsize_relative","2013","26.866958414"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1955","109804"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1957","94541"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1959","500526"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1961","666072"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1963","415679"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1965","743798"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1967","202081"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1969","131699"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1971","367647"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1973","180029"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1975","358306"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1977","724195"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1979","137594"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1981","588130"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1983","3110666"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1985","1656933"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1987","1245983"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1989","2448618"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1991","3309418"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1993","1885997"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1995","1601791"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1997","708645"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","1999","2195047"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2001","2085783"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2003","2181863"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2005","2562613"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2007","1787897"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2009","1498016"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2011","240409"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2013","1784313"
"Pink (odd)","Nass","Assessment Region","reg_runsize_raw","2015","984862"
