"","drv_regionid","region","region_abbr","species_name","species_abbr","pooledcuid","cuid","primarycu","cu_name_pse","cu_name_dfo","cu_index","gen_length","regionid","sppqualifiedid"
"361",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",900,900,TRUE,"Southern Coastal Streams","Southern Coastal Streams","CM-8",-989898,5,7
"362",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",901,901,TRUE,"Bute Inlet","Bute Inlet","CM-7",-989898,5,7
"363",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",902,902,TRUE,"Loughborough","Loughborough","CM-6",-989898,5,7
"364",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",903,903,TRUE,"Northeast Vancouver Island","Northeast Vancouver Island","CM-5",-989898,5,7
"365",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",904,904,TRUE,"Georgia Strait","Georgia Strait","CM-4",-989898,5,7
"366",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",905,905,TRUE,"Howe Sound-Burrard Inlet","Howe Sound-Burrard Inlet","CM-3",-989898,5,7
"367",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",977,977,TRUE,"Northwest Vancouver Island","Northwest Vancouver Island","CM-11",-989898,5,7
"368",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",978,978,TRUE,"Southwest & West Vancouver Island","Southwest & West  Vancouver Island","CM-10",-989898,5,7
"369",5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",979,979,TRUE,"Upper Knight","Upper Knight","CM-9",-989898,5,7
"370",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",980,980,TRUE,"South Coast Winter","South Coast Winter","-989898",-989898,5,10
"371",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",981,981,TRUE,"East Vancouver Island Winter","East Vancouver Island Winter","-989898",-989898,5,10
"372",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",982,982,TRUE,"West Vancouver Island Winter","West Vancouver Island Winter","-989898",-989898,5,10
"373",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",983,983,TRUE,"South Coast Summer","South Coast Summer","-989898",-989898,5,10
"374",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",984,984,TRUE,"West Vancouver Island Summer","West Vancouver Island Summer","-989898",-989898,5,10
"375",5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",985,985,TRUE,"East Vancouver Island Summer","East Vancouver Island Summer","-989898",-989898,5,10
"376",6,"Haida Gwaii","HG","Lake sockeye","SEL",819,819,TRUE,"Ain-Skundale-Ian","Ain/Skundale/Ian","SEL-17-01",-989898,6,1
"377",6,"Haida Gwaii","HG","Lake sockeye","SEL",820,820,TRUE,"Awun","Awun","SEL-17-02",-989898,6,1
"378",6,"Haida Gwaii","HG","Lake sockeye","SEL",821,821,TRUE,"Fairfax","Fairfax","SEL-17-03",-989898,6,1
"379",6,"Haida Gwaii","HG","Lake sockeye","SEL",822,822,TRUE,"Jalun","Jalun","SEL-17-04",-989898,6,1
"380",6,"Haida Gwaii","HG","Lake sockeye","SEL",823,823,TRUE,"Marian/Eden","Marian/Eden","SEL-17-05",-989898,6,1
"381",6,"Haida Gwaii","HG","Lake sockeye","SEL",824,824,TRUE,"Mathers","Mathers","SEL-17-06",-989898,6,1
"382",6,"Haida Gwaii","HG","Lake sockeye","SEL",825,825,TRUE,"Mercer","Mercer","SEL-17-07",-989898,6,1
"383",6,"Haida Gwaii","HG","Lake sockeye","SEL",826,826,TRUE,"Skidegate","Skidegate","SEL-17-08",-989898,6,1
"384",6,"Haida Gwaii","HG","Lake sockeye","SEL",827,827,TRUE,"Yakoun","Yakoun","SEL-17-09",-989898,6,1
"385",6,"Haida Gwaii","HG","Lake sockeye","SEL",828,828,TRUE,"Marie","Marie","SEL-17-10",-989898,6,1
"386",6,"Haida Gwaii","HG","River sockeye","SER",816,816,TRUE,"East Haida Gwaii (river-type)","East Haida Gwaii","SER-13",-989898,6,2
"387",6,"Haida Gwaii","HG","River sockeye","SER",817,817,TRUE,"North Haida Gwaii (river-type)","North Haida Gwaii","SER-15",-989898,6,2
"388",6,"Haida Gwaii","HG","River sockeye","SER",818,818,TRUE,"West Haida Gwaii (river-type)","West Haida Gwaii","SER-14",-989898,6,2
"389",6,"Haida Gwaii","HG","Pink (odd)","PKO",813,813,TRUE,"East Haida Gwaii (odd)","East Haida Gwaii","PKO-9",-989898,6,3
"390",6,"Haida Gwaii","HG","Pink (odd)","PKO",814,814,TRUE,"North Haida Gwaii (odd)","North Haida Gwaii","PKO-10",-989898,6,3
"391",6,"Haida Gwaii","HG","Pink (odd)","PKO",815,815,TRUE,"West Haida Gwaii (odd)","West Haida Gwaii","PKO-11",-989898,6,3
"392",6,"Haida Gwaii","HG","Pink (even)","PKE",810,810,TRUE,"North Haida Gwaii (even)","North Haida Gwaii","PKE-9",-989898,6,4
"393",6,"Haida Gwaii","HG","Pink (even)","PKE",811,811,TRUE,"East Haida Gwaii (even)","East Haida Gwaii","PKE-10",-989898,6,4
"394",6,"Haida Gwaii","HG","Pink (even)","PKE",812,812,TRUE,"West Haida Gwaii (even)","West Haida Gwaii","PKE-11",-989898,6,4
"395",6,"Haida Gwaii","HG","Chinook","CK",805,805,TRUE,"North Haida Gwaii","Haida Gwaii-North","CK-43",-989898,6,5
"396",6,"Haida Gwaii","HG","Chinook","CK",806,806,TRUE,"East Haida Gwaii","Haida Gwaii-East","CK-44",-989898,6,5
"397",6,"Haida Gwaii","HG","Coho","CO",807,807,TRUE,"East Haida Gwaii","Haida Gwaii-East","CO-23",-989898,6,6
"398",6,"Haida Gwaii","HG","Coho","CO",808,808,TRUE,"West Haida Gwaii","Haida Gwaii-West","CO-24",-989898,6,6
"399",6,"Haida Gwaii","HG","Coho","CO",809,809,TRUE,"Haida Gwaii-Graham Island Lowlands","Haida Gwaii-Graham Island Lowlands","CO-25",-989898,6,6
"400",6,"Haida Gwaii","HG","Chum","CM",800,800,TRUE,"North Haida Gwaii-Stanley Creek","North Haida Gwaii-Stanley Creek","CM-25",-989898,6,7
"401",6,"Haida Gwaii","HG","Chum","CM",801,801,TRUE,"East Haida Gwaii","East HG","CM-21",-989898,6,7
"402",6,"Haida Gwaii","HG","Chum","CM",802,802,TRUE,"North Haida Gwaii","North Haida Gwaii","CM-24",-989898,6,7
"403",6,"Haida Gwaii","HG","Chum","CM",803,803,TRUE,"West Haida Gwaii","West Haida Gwaii","CM-23",-989898,6,7
"404",6,"Haida Gwaii","HG","Chum","CM",804,804,TRUE,"Skidegate","Skidegate","CM-22",-989898,6,7
"405",6,"Haida Gwaii","HG","Steelhead","SH",880,880,TRUE,"Haida Gwaii Winter","Haida Gwaii Winter","-989898",-989898,6,10
"406",7,"Columbia","CLMB","Lake sockeye","SEL",1300,1300,TRUE,"Osoyoos","Osoyoos","SEL-01-01",-989898,7,1
"407",7,"Columbia","CLMB","Chinook","CK",301,301,TRUE,"Okanagan","CK001-Okanagan_1.x","CK-1",-989898,7,5
"408",7,"Columbia","CLMB","Steelhead","SH",1380,1380,TRUE,"Mid Columbia Summer","Mid Columbia Summer","-989898",-989898,7,10
"409",8,"Yukon","YT","Chinook","CK",1201,1201,TRUE,"Big Salmon","Big Salmon","CK-70",-989898,8,5
"410",8,"Yukon","YT","Chinook","CK",1202,1202,TRUE,"Nordenskiold","Nordenskiold","CK-71",-989898,8,5
"411",8,"Yukon","YT","Chinook","CK",1203,1203,TRUE,"Pelly","Pelly","CK-72",-989898,8,5
"412",8,"Yukon","YT","Chinook","CK",1204,1204,TRUE,"Middle Yukon","Middle Yukon River and tributaries","CK-73",-989898,8,5
"413",8,"Yukon","YT","Chinook","CK",1205,1205,TRUE,"Stewart","Stewart","CK-74",-989898,8,5
"414",8,"Yukon","YT","Chinook","CK",1206,1206,TRUE,"White","White and tributaries","CK-75",-989898,8,5
"415",8,"Yukon","YT","Chinook","CK",1207,1207,TRUE,"Northern Yukon","Northern Yukon River and tributaries","CK-76",-989898,8,5
"416",8,"Yukon","YT","Chinook","CK",1208,1208,TRUE,"Salmon Fork","Salmon Fork","CK-77",-989898,8,5
"417",8,"Yukon","YT","Chinook","CK",1209,1209,TRUE,"Porcupine","Porcupine (Chinook)","CK-78",-989898,8,5
"418",8,"Yukon","YT","Chinook","CK",1210,1210,TRUE,"Old Crow","Old Crow","CK-79",-989898,8,5
"419",8,"Yukon","YT","Chinook","CK",1211,1211,TRUE,"Upper Yukon","Upper Yukon River","CK-69",-989898,8,5
"420",8,"Yukon","YT","Chinook","CK",1212,1212,TRUE,"Teslin","Yukon River-Teslin headwaters","CK-68",-989898,8,5
"421",8,"Yukon","YT","Coho","CO",1220,1220,TRUE,"Porcupine","Porcupine River (coho)","CO-46",-989898,8,6
"422",8,"Yukon","YT","Chum","CM",1213,1213,TRUE,"Middle Yukon","Middle Yukon","CM-42",-989898,8,7
"423",8,"Yukon","YT","Chum","CM",1214,1214,TRUE,"North Yukon","N Yukon River","CM-43",-989898,8,7
"424",8,"Yukon","YT","Chum","CM",1215,1215,TRUE,"White","White","CM-44",-989898,8,7
"425",8,"Yukon","YT","Chum","CM",1216,1216,TRUE,"Donjek Kluane","Donjek Kluane","CM-45",-989898,8,7
"426",8,"Yukon","YT","Chum","CM",1217,1217,TRUE,"Porcupine","Porcupine River (chum)","CM-46",-989898,8,7
"427",8,"Yukon","YT","Chum","CM",1218,1218,TRUE,"Stewart","Stewart","CM-48",-989898,8,7
"428",8,"Yukon","YT","Chum","CM",1219,1219,TRUE,"Teslin","Teslin","CM-38",-989898,8,7
"429",10,"Transboundary","TBR","Lake sockeye","SEL",1024,1024,TRUE,"Border","Border","SEL-25-01",-989898,10,1
"430",10,"Transboundary","TBR","Lake sockeye","SEL",1025,1025,TRUE,"Christina","Christina","SEL-26-01",-989898,10,1
"431",10,"Transboundary","TBR","Lake sockeye","SEL",1026,1026,TRUE,"Tahltan","Tahltan","SEL-26-02",-989898,10,1
"432",10,"Transboundary","TBR","Lake sockeye","SEL",1027,1027,TRUE,"Kuthai","Kuthai","SEL-28-01",-989898,10,1
"433",10,"Transboundary","TBR","Lake sockeye","SEL",1028,1028,TRUE,"Little Trapper","Little Trapper","SEL-28-02",-989898,10,1
"434",10,"Transboundary","TBR","Lake sockeye","SEL",1029,1029,TRUE,"Tatsamenie","Tatsamenie","SEL-28-03",-989898,10,1
"435",10,"Transboundary","TBR","Lake sockeye","SEL",1031,1031,TRUE,"Blanchard","Blanchard","SEL-30-01",-989898,10,1
"436",10,"Transboundary","TBR","Lake sockeye","SEL",1033,1033,TRUE,"King Salmon","King Salmon","SEL-28-05",-989898,10,1
"437",10,"Transboundary","TBR","Lake sockeye","SEL",1036,1036,TRUE,"Chutine","Chutine","SEL-26-03",-989898,10,1
"438",10,"Transboundary","TBR","Lake sockeye","SEL",1037,1037,TRUE,"Whiting","Whiting","SEL-27-01",-989898,10,1
"439",10,"Transboundary","TBR","Lake sockeye","SEL",1038,1038,TRUE,"Klukshu","Klukshu","SEL-30-02",-989898,10,1
"440",10,"Transboundary","TBR","Lake sockeye","SEL",1039,1039,TRUE,"Nesketahin","Nesketahin","SEL-30-03",-989898,10,1
"441",10,"Transboundary","TBR","River sockeye","SER",1021,1021,TRUE,"Alsek (river-type)","Alsek River","SER-24",-989898,10,2
"442",10,"Transboundary","TBR","River sockeye","SER",1022,1022,TRUE,"Chilkat (river-type)","Chilkat River","SER-023",-989898,10,2
"443",10,"Transboundary","TBR","River sockeye","SER",1023,1023,TRUE,"Northern Transboundary Fjords (river-type)","Northern Transboundary Fjords","SER-22",-989898,10,2
"444",10,"Transboundary","TBR","Pink (odd)","PKO",1020,1020,TRUE,"Transboundary Fjords (odd)","Transboundary Fjords","PKO-19",-989898,10,3
"445",10,"Transboundary","TBR","Pink (even)","PKE",1019,1019,TRUE,"Transboundary Fjords (even)","Transboundary Fjords","PKE-13",-989898,10,4
"446",10,"Transboundary","TBR","Chinook","CK",1004,1004,TRUE,"Alsek","Alsek","CK-67",-989898,10,5
"447",10,"Transboundary","TBR","Chinook","CK",1005,1005,TRUE,"Lynn Canal","Lynn Canal","CK-66",-989898,10,5
"448",10,"Transboundary","TBR","Chinook","CK",1006,1006,TRUE,"Taku-Early Timing","Taku-Early Timing","CK-63",-989898,10,5
"449",10,"Transboundary","TBR","Chinook","CK",1007,1007,TRUE,"Taku-Mid Timing","Taku-Mid Timing","CK-64",-989898,10,5
"450",10,"Transboundary","TBR","Chinook","CK",1008,1008,TRUE,"Taku-Late Timing","Taku-Late Timing","CK-65",-989898,10,5
"451",10,"Transboundary","TBR","Chinook","CK",1009,1009,TRUE,"Whiting","Whiting","CK-62",-989898,10,5
"452",10,"Transboundary","TBR","Chinook","CK",1010,1010,TRUE,"Stikine-Early Timing","Stikine-Early Timing","CK-60",-989898,10,5
"453",10,"Transboundary","TBR","Chinook","CK",1011,1011,TRUE,"Stikine-Late Timing","Stikine-Late Timing","CK-61",-989898,10,5
"454",10,"Transboundary","TBR","Chinook","CK",1012,1012,TRUE,"Unuk","Unuk","CK-59",-989898,10,5
"455",10,"Transboundary","TBR","Coho","CO",1013,1013,TRUE,"Alsek","Alsek River","CO-45",-989898,10,6
"456",10,"Transboundary","TBR","Coho","CO",1014,1014,TRUE,"Lynn Canal","Lynn Canal","CO-44",-989898,10,6
"457",10,"Transboundary","TBR","Coho","CO",1015,1015,TRUE,"Taku-Late Timing","Taku-Late Timing","CO-42",-989898,10,6
"458",10,"Transboundary","TBR","Coho","CO",1016,1016,TRUE,"Whiting","Whiting River","CO-40",-989898,10,6
"459",10,"Transboundary","TBR","Coho","CO",1017,1017,TRUE,"Lower Stikine","Lower Stikine","CO-39",-989898,10,6
"460",10,"Transboundary","TBR","Coho","CO",1018,1018,TRUE,"Unuk","Unuk River","CO-38",-989898,10,6
"461",10,"Transboundary","TBR","Coho","CO",1034,1034,TRUE,"Taku-Early Timing","Taku-Early Timing","CO-41",-989898,10,6
"462",10,"Transboundary","TBR","Coho","CO",1035,1035,TRUE,"Taku-Mid Timing","Taku-Mid Timing","CO-43",-989898,10,6
"463",10,"Transboundary","TBR","Chum","CM",1000,1000,TRUE,"Lynn Canal","Lynn Canal","CM-37",-989898,10,7
"464",10,"Transboundary","TBR","Chum","CM",1001,1001,TRUE,"Taku","Taku","CM-36",-989898,10,7
"465",10,"Transboundary","TBR","Chum","CM",1002,1002,TRUE,"Whiting","Whiting","CM-35",-989898,10,7
"466",10,"Transboundary","TBR","Chum","CM",1003,1003,TRUE,"Unuk","Unuk","CM-33",-989898,10,7
"467",10,"Transboundary","TBR","Chum","CM",1032,1032,TRUE,"Lower Stikine","Lower Stikine","CM-34",-989898,10,7
"468",10,"Transboundary","TBR","Steelhead","SH",1080,1080,TRUE,"Alsek Summer","Alsek Summer","-989898",-989898,10,10
"469",10,"Transboundary","TBR","Steelhead","SH",1081,1081,TRUE,"Taku Summer","Taku Summer","-989898",-989898,10,10
"470",10,"Transboundary","TBR","Steelhead","SH",1082,1082,TRUE,"Taku Winter","Taku Winter","-989898",-989898,10,10
"471",10,"Transboundary","TBR","Steelhead","SH",1083,1083,TRUE,"Stikine Summer","Stikine Summer","-989898",-989898,10,10
"472",10,"Transboundary","TBR","Steelhead","SH",1084,1084,TRUE,"Stikine Winter","Stikine Winter","-989898",-989898,10,10
