"region","species_name","cuid","cu_name_pse","year","estimated_count","observed_count","total_run","uploadid"
"Skeena","Lake sockeye",171,"Alastair",1950,NA,13000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1951,NA,13500,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1952,NA,18000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1953,NA,16000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1954,NA,20000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1955,NA,19250,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1956,NA,26000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1957,NA,42900,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1958,NA,44000,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1959,NA,22500,NA,1700
"Skeena","Lake sockeye",171,"Alastair",1960,7763,3900,11451,1700
"Skeena","Lake sockeye",171,"Alastair",1961,29389,14250,42244,1700
"Skeena","Lake sockeye",171,"Alastair",1962,22058,10395,33049,1700
"Skeena","Lake sockeye",171,"Alastair",1963,19962,9000,25081,1700
"Skeena","Lake sockeye",171,"Alastair",1964,4214,2350,6212,1700
"Skeena","Lake sockeye",171,"Alastair",1965,17523,7900,24110,1700
"Skeena","Lake sockeye",171,"Alastair",1966,18632,8400,30001,1700
"Skeena","Lake sockeye",171,"Alastair",1967,27726,12500,47480,1700
"Skeena","Lake sockeye",171,"Alastair",1968,33271,15000,52659,1700
"Skeena","Lake sockeye",171,"Alastair",1969,6654,3000,9540,1700
"Skeena","Lake sockeye",171,"Alastair",1970,4991,2250,7179,1700
"Skeena","Lake sockeye",171,"Alastair",1971,2551,1150,3810,1700
"Skeena","Lake sockeye",171,"Alastair",1972,8872,4000,13417,1700
"Skeena","Lake sockeye",171,"Alastair",1973,8872,4000,14253,1700
"Skeena","Lake sockeye",171,"Alastair",1974,3882,1750,6568,1700
"Skeena","Lake sockeye",171,"Alastair",1975,1331,600,1785,1700
"Skeena","Lake sockeye",171,"Alastair",1976,6654,3000,10164,1700
"Skeena","Lake sockeye",171,"Alastair",1977,15526,7000,23852,1700
"Skeena","Lake sockeye",171,"Alastair",1978,19962,9000,31341,1700
"Skeena","Lake sockeye",171,"Alastair",1979,19962,9000,30195,1700
"Skeena","Lake sockeye",171,"Alastair",1980,33271,15000,51817,1700
"Skeena","Lake sockeye",171,"Alastair",1981,1996,900,3054,1700
"Skeena","Lake sockeye",171,"Alastair",1982,10536,4750,18398,1700
"Skeena","Lake sockeye",171,"Alastair",1983,14417,6500,19687,1700
"Skeena","Lake sockeye",171,"Alastair",1984,8872,4000,13096,1700
"Skeena","Lake sockeye",171,"Alastair",1985,8872,4000,12985,1700
"Skeena","Lake sockeye",171,"Alastair",1986,23290,10500,35253,1700
"Skeena","Lake sockeye",171,"Alastair",1987,11090,5000,13997,1700
"Skeena","Lake sockeye",171,"Alastair",1988,14417,6500,24530,1700
"Skeena","Lake sockeye",171,"Alastair",1989,16560,5500,23689,1700
"Skeena","Lake sockeye",171,"Alastair",1990,11090,5000,16887,1700
"Skeena","Lake sockeye",171,"Alastair",1991,24399,11000,41530,1700
"Skeena","Lake sockeye",171,"Alastair",1992,17744,8000,34419,1700
"Skeena","Lake sockeye",171,"Alastair",1993,16635,7500,27464,1700
"Skeena","Lake sockeye",171,"Alastair",1994,14417,6500,23073,1700
"Skeena","Lake sockeye",171,"Alastair",1995,18853,8500,34306,1700
"Skeena","Lake sockeye",171,"Alastair",1996,27726,12500,51258,1700
"Skeena","Lake sockeye",171,"Alastair",1997,26617,12000,58042,1700
"Skeena","Lake sockeye",171,"Alastair",1998,20517,5500,28669,1700
"Skeena","Lake sockeye",171,"Alastair",1999,5545,1000,7137,1700
"Skeena","Lake sockeye",171,"Alastair",2000,12075,3100,18797,1700
"Skeena","Lake sockeye",171,"Alastair",2001,19611,5400,26441,1700
"Skeena","Lake sockeye",171,"Alastair",2002,4342,2000,6526,1700
"Skeena","Lake sockeye",171,"Alastair",2003,64663,13500,81624,1700
"Skeena","Lake sockeye",171,"Alastair",2004,15936,NA,19696,1700
"Skeena","Lake sockeye",171,"Alastair",2005,13312,4700,15326,1700
"Skeena","Lake sockeye",171,"Alastair",2006,11478,2400,14242,1700
"Skeena","Lake sockeye",171,"Alastair",2007,35058,11000,49279,1700
"Skeena","Lake sockeye",171,"Alastair",2008,984,400,1302,1700
"Skeena","Lake sockeye",171,"Alastair",2009,29522,10750,32724,1700
"Skeena","Lake sockeye",171,"Alastair",2010,79093,16850,88655,1700
"Skeena","Lake sockeye",171,"Alastair",2011,44267,10400,55297,1700
"Skeena","Lake sockeye",171,"Alastair",2012,36376,16400,44831,1700
"Skeena","Lake sockeye",171,"Alastair",2013,30475,8900,32996,1700
"Skeena","Lake sockeye",171,"Alastair",2014,11598,2840,13605,1700
"Skeena","Lake sockeye",171,"Alastair",2015,23600,8400,25901,1700
"Skeena","Lake sockeye",171,"Alastair",2016,66597,12140,80499,1700
"Skeena","Lake sockeye",171,"Alastair",2017,13863,2500,14624,1700
"Skeena","Lake sockeye",171,"Alastair",2018,3278,1400,3612,1700
"Skeena","Lake sockeye",171,"Alastair",2019,4307,1640,5163,1700
"Skeena","Lake sockeye",171,"Alastair",2020,603,80,673,1700
"Skeena","Lake sockeye",171,"Alastair",2021,12643,5700,16242,1700
"Skeena","Lake sockeye",171,"Alastair",2022,23489,NA,27156,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1950,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1951,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1952,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1953,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1954,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1955,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1956,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1957,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1958,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1959,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1960,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1961,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1962,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1963,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1964,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1965,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1966,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1967,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1968,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1969,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1970,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1971,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1972,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1973,NA,250,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1974,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1975,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1976,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1977,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1978,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1979,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1980,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1981,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1982,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1983,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1984,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1985,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1986,NA,75,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1987,NA,1400,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1988,NA,500,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1989,NA,75,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1990,NA,50,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1991,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1992,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1993,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1994,NA,1000,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1995,NA,200,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1996,NA,150,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1997,NA,350,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1998,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",1999,NA,1000,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2000,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2001,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2002,NA,250,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2003,NA,600,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2004,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2005,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2006,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2007,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2008,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2009,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2010,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2011,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2012,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2013,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2014,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2015,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2016,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2017,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2018,NA,8,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2019,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2020,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2021,NA,NA,NA,1700
"Skeena","Lake sockeye",174,"Ecstall/Lower",2022,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1950,NA,2500,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1951,NA,2700,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1952,NA,5000,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1953,NA,500,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1954,NA,500,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1955,NA,25,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1956,NA,5,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1957,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1958,NA,50,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1959,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1960,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1961,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1962,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1963,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1964,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1965,4,2,7,1700
"Skeena","Lake sockeye",175,"Johnston",1966,50,25,113,1700
"Skeena","Lake sockeye",175,"Johnston",1967,1500,750,3871,1700
"Skeena","Lake sockeye",175,"Johnston",1968,1500,750,3275,1700
"Skeena","Lake sockeye",175,"Johnston",1969,800,400,1442,1700
"Skeena","Lake sockeye",175,"Johnston",1970,7000,3500,12698,1700
"Skeena","Lake sockeye",175,"Johnston",1971,10000,5000,19474,1700
"Skeena","Lake sockeye",175,"Johnston",1972,15000,7500,29918,1700
"Skeena","Lake sockeye",175,"Johnston",1973,6000,3000,13506,1700
"Skeena","Lake sockeye",175,"Johnston",1974,1500,750,3770,1700
"Skeena","Lake sockeye",175,"Johnston",1975,2000,1000,3199,1700
"Skeena","Lake sockeye",175,"Johnston",1976,6000,3000,12204,1700
"Skeena","Lake sockeye",175,"Johnston",1977,1000,500,2057,1700
"Skeena","Lake sockeye",175,"Johnston",1978,1000,500,2148,1700
"Skeena","Lake sockeye",175,"Johnston",1979,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1980,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1981,1007,500,2055,1700
"Skeena","Lake sockeye",175,"Johnston",1982,1007,500,2499,1700
"Skeena","Lake sockeye",175,"Johnston",1983,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1984,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1985,1813,900,3721,1700
"Skeena","Lake sockeye",175,"Johnston",1986,705,350,1327,1700
"Skeena","Lake sockeye",175,"Johnston",1987,1209,600,1857,1700
"Skeena","Lake sockeye",175,"Johnston",1988,1410,704,3304,1700
"Skeena","Lake sockeye",175,"Johnston",1989,604,300,1114,1700
"Skeena","Lake sockeye",175,"Johnston",1990,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1991,1228,600,2957,1700
"Skeena","Lake sockeye",175,"Johnston",1992,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1993,NA,100,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1994,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1995,12278,6000,30061,1700
"Skeena","Lake sockeye",175,"Johnston",1996,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1997,8185,4000,21910,1700
"Skeena","Lake sockeye",175,"Johnston",1998,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",1999,13642,8000,15336,1700
"Skeena","Lake sockeye",175,"Johnston",2000,2500,1500,4767,1700
"Skeena","Lake sockeye",175,"Johnston",2001,7500,4500,13361,1700
"Skeena","Lake sockeye",175,"Johnston",2002,6519,2000,11127,1700
"Skeena","Lake sockeye",175,"Johnston",2003,8333,5050,11660,1700
"Skeena","Lake sockeye",175,"Johnston",2004,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2005,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2006,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2007,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2008,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2009,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2010,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2011,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2012,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2013,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2014,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2015,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2016,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2017,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2018,2344,640,2413,1700
"Skeena","Lake sockeye",175,"Johnston",2019,280,NA,295,1700
"Skeena","Lake sockeye",175,"Johnston",2020,NA,NA,NA,1700
"Skeena","Lake sockeye",175,"Johnston",2021,300,150,317,1700
"Skeena","Lake sockeye",175,"Johnston",2022,184,NA,203,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1950,NA,3200,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1951,NA,4200,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1952,NA,4900,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1953,NA,3200,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1954,NA,5275,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1955,NA,2450,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1956,NA,12575,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1957,NA,4475,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1958,NA,5450,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1959,NA,2850,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1960,844,1225,1687,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1961,2251,1750,4264,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1962,2251,2100,4650,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1963,2033,3425,2975,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1964,1525,5300,3043,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1965,3001,3450,5210,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1966,1595,2700,3869,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1967,2908,2300,8200,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1968,1782,2725,4156,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1969,2251,2375,4242,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1970,1782,3550,3381,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1971,2251,3600,4619,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1972,6378,4025,13440,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1973,6378,4000,15392,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1974,6378,3250,17447,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1975,3564,2300,5890,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1976,1782,1475,3838,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1977,6378,3250,13910,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1978,1782,1100,4080,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1979,788,560,1661,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1980,844,650,1898,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1981,657,475,1419,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1982,1032,1525,2647,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1983,825,1020,1540,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1984,1069,725,2034,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1985,2137,4850,4499,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1986,2137,2600,4278,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1987,4274,1200,6881,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1988,2564,600,6154,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1989,3847,1000,7519,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1990,6411,1700,14411,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1991,6411,1800,16337,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1992,17096,4250,45200,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1993,14959,3700,34284,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1994,23507,5500,52180,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1995,20836,4875,54958,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1996,8121,1900,22812,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1997,15600,3650,45075,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1998,16669,4900,27609,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",1999,NA,NA,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2000,24345,5040,48059,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2001,19705,3009,36356,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2002,26926,4018,48161,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2003,48870,10300,70762,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2004,24441,5069,36142,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2005,16175,3244,20811,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2006,18833,3455,28697,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2007,16963,4520,32126,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2008,21552,5570,35163,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2009,25523,7084,30149,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2010,54281,11067,64485,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2011,33624,6770,49107,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2012,41172,10974,56073,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2013,NA,NA,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2014,26775,7000,37487,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2015,23115,6043,28659,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2016,22438,5866,32894,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2017,27215,7115,30032,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2018,37772,10050,43258,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2019,NA,NA,NA,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2020,13407,3505,15983,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2021,15855,4145,24543,1700
"Skeena","Lake sockeye",176,"Kitsumkalum",2022,39226,NA,52328,1700
"Skeena","Lake sockeye",177,"Lakelse",1950,NA,2200,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1951,NA,5700,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1952,NA,13140,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1953,NA,9250,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1954,NA,8250,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1955,NA,3700,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1956,NA,3575,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1957,NA,7700,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1958,NA,8250,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1959,NA,8250,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",1960,11351,4500,13743,1700
"Skeena","Lake sockeye",177,"Lakelse",1961,14882,5900,17812,1700
"Skeena","Lake sockeye",177,"Lakelse",1962,17337,7925,21136,1700
"Skeena","Lake sockeye",177,"Lakelse",1963,19927,7900,22398,1700
"Skeena","Lake sockeye",177,"Lakelse",1964,52434,20991,63465,1700
"Skeena","Lake sockeye",177,"Lakelse",1965,87785,40528,102995,1700
"Skeena","Lake sockeye",177,"Lakelse",1966,39883,18431,50155,1700
"Skeena","Lake sockeye",177,"Lakelse",1967,29448,13711,37990,1700
"Skeena","Lake sockeye",177,"Lakelse",1968,24939,11825,31134,1700
"Skeena","Lake sockeye",177,"Lakelse",1969,14220,6600,16999,1700
"Skeena","Lake sockeye",177,"Lakelse",1970,11376,5300,13619,1700
"Skeena","Lake sockeye",177,"Lakelse",1971,6563,3050,7990,1700
"Skeena","Lake sockeye",177,"Lakelse",1972,5797,2700,7096,1700
"Skeena","Lake sockeye",177,"Lakelse",1973,3938,1850,4947,1700
"Skeena","Lake sockeye",177,"Lakelse",1974,5250,2450,6740,1700
"Skeena","Lake sockeye",177,"Lakelse",1975,5688,2700,6595,1700
"Skeena","Lake sockeye",177,"Lakelse",1976,6563,3050,8069,1700
"Skeena","Lake sockeye",177,"Lakelse",1977,5086,2375,6269,1700
"Skeena","Lake sockeye",177,"Lakelse",1978,11813,5450,14697,1700
"Skeena","Lake sockeye",177,"Lakelse",1979,12470,5760,15265,1700
"Skeena","Lake sockeye",177,"Lakelse",1980,29446,13767,36508,1700
"Skeena","Lake sockeye",177,"Lakelse",1981,15970,7555,19646,1700
"Skeena","Lake sockeye",177,"Lakelse",1982,30117,17507,38121,1700
"Skeena","Lake sockeye",177,"Lakelse",1983,19251,9335,21260,1700
"Skeena","Lake sockeye",177,"Lakelse",1984,9516,4660,11167,1700
"Skeena","Lake sockeye",177,"Lakelse",1985,36315,16785,45171,1700
"Skeena","Lake sockeye",177,"Lakelse",1986,8969,4400,11152,1700
"Skeena","Lake sockeye",177,"Lakelse",1987,5305,2550,5806,1700
"Skeena","Lake sockeye",177,"Lakelse",1988,10446,5050,14631,1700
"Skeena","Lake sockeye",177,"Lakelse",1989,7679,3720,9432,1700
"Skeena","Lake sockeye",177,"Lakelse",1990,2691,1380,3410,1700
"Skeena","Lake sockeye",177,"Lakelse",1991,13454,6350,17247,1700
"Skeena","Lake sockeye",177,"Lakelse",1992,10391,4990,16118,1700
"Skeena","Lake sockeye",177,"Lakelse",1993,13673,6400,19317,1700
"Skeena","Lake sockeye",177,"Lakelse",1994,3117,1629,4114,1700
"Skeena","Lake sockeye",177,"Lakelse",1995,27455,12550,38599,1700
"Skeena","Lake sockeye",177,"Lakelse",1996,23681,10825,33953,1700
"Skeena","Lake sockeye",177,"Lakelse",1997,3446,1575,6283,1700
"Skeena","Lake sockeye",177,"Lakelse",1998,5320,1075,6787,1700
"Skeena","Lake sockeye",177,"Lakelse",1999,9933,NA,13046,1700
"Skeena","Lake sockeye",177,"Lakelse",2000,NA,NA,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",2001,10962,500,12592,1700
"Skeena","Lake sockeye",177,"Lakelse",2002,NA,NA,NA,1700
"Skeena","Lake sockeye",177,"Lakelse",2003,2784,NA,3239,1700
"Skeena","Lake sockeye",177,"Lakelse",2004,5169,2000,6006,1700
"Skeena","Lake sockeye",177,"Lakelse",2005,8283,2865,9365,1700
"Skeena","Lake sockeye",177,"Lakelse",2006,2531,1450,2987,1700
"Skeena","Lake sockeye",177,"Lakelse",2007,6126,3010,7080,1700
"Skeena","Lake sockeye",177,"Lakelse",2008,7415,2541,8224,1700
"Skeena","Lake sockeye",177,"Lakelse",2009,10307,3486,11223,1700
"Skeena","Lake sockeye",177,"Lakelse",2010,20755,5837,22798,1700
"Skeena","Lake sockeye",177,"Lakelse",2011,23816,16052,27103,1700
"Skeena","Lake sockeye",177,"Lakelse",2012,27601,12798,31067,1700
"Skeena","Lake sockeye",177,"Lakelse",2013,26468,9060,28275,1700
"Skeena","Lake sockeye",177,"Lakelse",2014,20513,8880,22142,1700
"Skeena","Lake sockeye",177,"Lakelse",2015,28535,440,30251,1700
"Skeena","Lake sockeye",177,"Lakelse",2016,29730,6768,33783,1700
