"region","species","year","spawners","smoothedSpawners","expansion_factor1","expansion_factor2"
"Central Coast","Chinook",1996,69177.024260004,90128.5950752102,1.00887672444356,2.25925409577264
"Central Coast","Chinook",1997,56015.2154155055,81337.5424813774,1.00664541629741,2.25925409577264
"Central Coast","Chinook",1998,71738.4827026204,73020.7159253422,1.00177213844606,2.25925409577264
"Central Coast","Chinook",1999,68276.9180283449,69191.1094881234,1,2.25925409577264
"Central Coast","Chinook",2000,77356.3481639536,68133.0747456988,1.0093677655563,2.25925409577264
"Central Coast","Chinook",2001,77422.7927303359,69685.0120926121,1.00617115301256,2.25925409577264
"Central Coast","Chinook",2002,54677.3204963173,69348.9072791439,1.00088884420858,2.25925409577264
"Central Coast","Chinook",2003,48673.5685897794,64172.3321433811,1.00696834749539,2.25925409577264
"Central Coast","Chinook",2004,58688.6436458858,62259.245794767,1,2.25925409577264
"Central Coast","Chinook",2005,59511.012136747,59077.7750470961,1,2.25925409577264
"Central Coast","Chinook",2006,79395.5144081662,59375.8114133634,1.00066508688349,2.25925409577264
"Central Coast","Chinook",2007,44806.5035326143,57057.9710013591,1.00774553537088,2.25925409577264
"Central Coast","Chinook",2008,37247.1327397576,54084.9279618703,1.01862672118077,2.25925409577264
"Central Coast","Chinook",2009,39508.264258388,49969.2730101882,1.01954900155406,2.25925409577264
"Central Coast","Chinook",2010,40310.5170490611,46223.9694507114,1.03614406409588,2.25925409577264
"Central Coast","Chinook",2011,34654.3441198592,39161.5236823356,1.05755950838638,2.25925409577264
"Central Coast","Chinook",2012,26387.4554350415,35226.6117119313,1.18455578935297,2.25925409577264
"Central Coast","Chinook",2013,78912.9025991022,40933.7852351364,1.1836239117255,2.25925409577264
"Central Coast","Chinook",2014,67462.7616631642,45557.2121466657,1.19227929261763,2.25925409577264
"Central Coast","Chinook",2015,41556.5376511298,45835.4328830122,70.7458436918619,2.25925409577264
"Central Coast","Chinook",2016,32064.8405837615,45128.9903743329,115.3875349087,2.25925409577264
"Central Coast","Chinook",2017,15971.8096078807,40817.5506122755,8.46647383924261,2.25925409577264
"Central Coast","Chinook",2018,44874.2855537379,36460.015233071,1.47325575455199,2.25925409577264
"Central Coast","Chinook",2019,105993.855700821,39908.0181243764,63.7437777217368,2.25925409577264
"Central Coast","Chinook",2020,16053.6239267152,32994.9068397356,8.41909790729068,2.25925409577264
"Central Coast","Chinook",2021,16443.0995790753,28869.4045811701,8.93019618438007,2.25925409577264
"Central Coast","Chum",1950,937351.423146729,937351.423146729,1.02087555455826,1.37215007327194
"Central Coast","Chum",1951,917008.581110564,927124.208799312,1.03483487370512,1.37215007327194
"Central Coast","Chum",1952,940745.286511384,931642.512488932,1.3764403132318,1.37215007327194
"Central Coast","Chum",1953,1009222.45199388,950459.682679777,1.02444362944101,1.37215007327194
"Central Coast","Chum",1954,829870.991644162,921957.145444326,1.02030343509026,1.37215007327194
"Central Coast","Chum",1955,409443.877300066,753643.538422348,1.02444362944101,1.37215007327194
"Central Coast","Chum",1956,505297.075013372,645185.596326788,1.02919472638223,1.37215007327194
"Central Coast","Chum",1957,587316.862492813,563515.744810052,1.04193958139038,1.37215007327194
"Central Coast","Chum",1958,1008684.2566931,591687.261648296,1.21980157313946,1.37215007327194
"Central Coast","Chum",1959,324808.157016263,558406.359966037,1.0415344700946,1.37215007327194
"Central Coast","Chum",1960,429095.241347816,536046.030731253,1.02694615552605,1.37215007327194
"Central Coast","Chum",1961,330047.89699687,464117.783469524,1.04289534105789,1.37215007327194
"Central Coast","Chum",1962,723797.86728537,427163.094116138,1.02241947453195,1.37215007327194
"Central Coast","Chum",1963,730728.559495972,523149.738013245,1.0941347574975,1.37215007327194
"Central Coast","Chum",1964,839267.844013041,618675.237246242,1.022517412406,1.37215007327194
"Central Coast","Chum",1965,251149.11997314,577831.756657738,1.05052673902144,1.37215007327194
"Central Coast","Chum",1966,1129575.11591809,645841.369809214,1.05847125314784,1.37215007327194
"Central Coast","Chum",1967,667862.864510999,631478.638883793,1.05690800372399,1.37215007327194
"Central Coast","Chum",1968,1280112.42812961,701771.208953828,1.06696154987561,1.37215007327194
"Central Coast","Chum",1969,470066.165428893,820828.410302572,1.03547440219087,1.37215007327194
"Central Coast","Chum",1970,898146.131075387,775104.666318702,1.03992352226181,1.37215007327194
"Central Coast","Chum",1971,482160.382165451,714473.965289108,1.03113567078302,1.37215007327194
"Central Coast","Chum",1972,974746.332718151,667417.027083313,1.02811897744854,1.37215007327194
"Central Coast","Chum",1973,1251327.51308114,852511.571168483,1.02514857209378,1.37215007327194
"Central Coast","Chum",1974,792138.541934993,826159.341207598,1.03938876324211,1.37215007327194
"Central Coast","Chum",1975,366954.776888204,771647.713091702,1.05908035106518,1.37215007327194
"Central Coast","Chum",1976,381016.272835255,610143.588563785,1.07244817097158,1.37215007327194
"Central Coast","Chum",1977,474400.719577255,478768.576759602,1.04515851628739,1.37215007327194
"Central Coast","Chum",1978,651480.286893802,455932.627136948,1.04234451283203,1.37215007327194
"Central Coast","Chum",1979,428076.715048624,473835.872878308,1.02097800074454,1.37215007327194
"Central Coast","Chum",1980,460474.783426373,496813.649204224,1.03246208132154,1.37215007327194
"Central Coast","Chum",1981,453639.016188415,491286.447674561,1.0188748763808,1.37215007327194
"Central Coast","Chum",1982,718174.14724958,503404.282990168,1.0145542017924,1.37215007327194
"Central Coast","Chum",1983,462132.701329982,513130.914338512,1.02938304917643,1.37215007327194
"Central Coast","Chum",1984,469339.369736035,515582.850824529,1.01434020446647,1.37215007327194
"Central Coast","Chum",1985,785297.32562374,591397.375887752,1.00780898499542,1.37215007327194
"Central Coast","Chum",1986,1093885.81035931,656999.363055102,1.00163545360344,1.37215007327194
"Central Coast","Chum",1987,544651.023796477,684546.342428944,1.00342422291547,1.37215007327194
"Central Coast","Chum",1988,1029054.38212063,832991.729554288,1.00158607397871,1.37215007327194
"Central Coast","Chum",1989,661723.269995057,798088.883636991,1.0008526450262,1.37215007327194
"Central Coast","Chum",1990,850785.94015604,749485.681903929,1.00035098648119,1.37215007327194
"Central Coast","Chum",1991,482075.941444995,726963.530129297,1.0275989122507,1.37215007327194
"Central Coast","Chum",1992,309788.817428943,538479.874812214,1.00640525409996,1.37215007327194
"Central Coast","Chum",1993,419274.681507129,480424.37542445,1.00292240168593,1.37215007327194
"Central Coast","Chum",1994,527705.162709876,426351.498661104,1.03629538014249,1.37215007327194
"Central Coast","Chum",1995,903456.09862566,498845.079576988,1.02950926266624,1.37215007327194
"Central Coast","Chum",1996,756979.0752131,623692.077357924,1.03753446613408,1.37215007327194
"Central Coast","Chum",1997,611607.45059006,685431.027384001,1.02176411813119,1.37215007327194
"Central Coast","Chum",1998,1429956.95514169,879420.661847414,1.00836850995419,1.37215007327194
"Central Coast","Chum",1999,632572.26765218,804447.004190391,1.03698689222422,1.37215007327194
"Central Coast","Chum",2000,568192.966324999,748773.444028346,1.05885479389581,1.37215007327194
"Central Coast","Chum",2001,743005.014287675,786104.310474501,1.11209841398175,1.37215007327194
"Central Coast","Chum",2002,1005383.50313496,719834.032118477,1.02857099745498,1.37215007327194
"Central Coast","Chum",2003,1442039.01605385,884502.55327151,1.06342380395218,1.37215007327194
"Central Coast","Chum",2004,1150941.59607827,1055208.90871435,1.03457768942313,1.37215007327194
"Central Coast","Chum",2005,678361.148269208,1031467.98942242,1.07258548585027,1.37215007327194
"Central Coast","Chum",2006,681634.772585487,935967.45994735,1.06199709661646,1.37215007327194
"Central Coast","Chum",2007,454232.351646297,701190.483335913,1.17042835315327,1.37215007327194
"Central Coast","Chum",2008,198466.895031601,451850.440957872,1.10470747912087,1.37215007327194
"Central Coast","Chum",2009,341828.138350192,380698.724042285,1.08264902859037,1.37215007327194
"Central Coast","Chum",2010,210388.29493491,283758.500458525,1.0553564848074,1.37215007327194
"Central Coast","Chum",2011,917385.837408462,338273.029253266,1.12318049977472,1.37215007327194
"Central Coast","Chum",2012,659133.76161783,456655.552954641,1.08781409330546,1.37215007327194
"Central Coast","Chum",2013,668061.941742279,539934.369674971,1.13503024361303,1.37215007327194
"Central Coast","Chum",2014,373527.794493129,623255.774400292,1.12008888756369,1.37215007327194
"Central Coast","Chum",2015,979936.322758922,633618.380345945,2.13506846317451,1.37215007327194
"Central Coast","Chum",2016,728481.343551793,649664.275871843,1.34584527485039,1.37215007327194
"Central Coast","Chum",2017,588968.956939369,629517.640480099,1.29015117292034,1.37215007327194
"Central Coast","Chum",2018,529265.790706691,686824.264341702,1.09979170613075,1.37215007327194
"Central Coast","Chum",2019,515749.526674152,585000.012334748,1.14125022403824,1.37215007327194
"Central Coast","Chum",2020,74081.4599535919,330353.300328417,1.2517232610527,1.37215007327194
"Central Coast","Chum",2021,316036.114665208,282741.610346151,1.3887692744616,1.37215007327194
"Central Coast","Coho",1950,213179.013453479,213179.013453479,1.18249149500205,2.46873717382872
"Central Coast","Coho",1951,260444.15973967,235629.431593388,1.04143056862785,2.46873717382872
"Central Coast","Coho",1952,164958.063831463,209223.697992721,1.35397777885888,2.46873717382872
"Central Coast","Coho",1953,165384.127957153,197279.342735802,1.03024048012792,2.46873717382872
"Central Coast","Coho",1954,386857.549841593,228972.470268283,1.17468220746153,2.46873717382872
"Central Coast","Coho",1955,233561.285056077,222820.337535654,1.17197391555126,2.46873717382872
"Central Coast","Coho",1956,414998.955379634,280622.953405589,1.16879343676657,2.46873717382872
"Central Coast","Coho",1957,409055.612495723,351921.113478614,1.4155854208148,2.46873717382872
"Central Coast","Coho",1958,206051.82512722,300643.397247898,1.17970973941323,2.46873717382872
"Central Coast","Coho",1959,424089.603352002,348992.31422638,1.18492169657062,2.46873717382872
"Central Coast","Coho",1960,196461.663825866,289483.334316721,1.21728216568855,2.46873717382872
"Central Coast","Coho",1961,353188.694381649,279048.489256126,1.13072134533409,2.46873717382872
"Central Coast","Coho",1962,255446.877227122,294449.423721985,1.0868980082356,2.46873717382872
"Central Coast","Coho",1963,391575.178752283,288635.729921556,1.09388658411357,2.46873717382872
"Central Coast","Coho",1964,488295.538856814,362410.962127307,1.03632328382087,2.46873717382872
"Central Coast","Coho",1965,351306.568412655,361927.176524389,1.13410746457985,2.46873717382872
"Central Coast","Coho",1966,304214.704110495,378086.434772653,1.0522316580488,2.46873717382872
"Central Coast","Coho",1967,127396.303895668,285546.284847677,1.10916355159785,2.46873717382872
"Central Coast","Coho",1968,323076.784803722,257532.629988731,1.05431803143866,2.46873717382872
"Central Coast","Coho",1969,83596.7187836182,179869.697132118,1.06652403044608,2.46873717382872
"Central Coast","Coho",1970,214158.736253939,164758.14810928,1.21965965871763,2.46873717382872
"Central Coast","Coho",1971,136985.019448916,167774.504056869,1.20168686729093,2.46873717382872
"Central Coast","Coho",1972,164043.639144078,141624.821152878,1.14972578231551,2.46873717382872
"Central Coast","Coho",1973,173074.762120069,169883.227161693,1.04480770477038,2.46873717382872
"Central Coast","Coho",1974,134284.234109304,151172.505201558,1.08354375328851,2.46873717382872
"Central Coast","Coho",1975,141239.030626855,152332.72930566,1.26769430130567,2.46873717382872
"Central Coast","Coho",1976,249252.030101931,169127.040975076,1.23201186311721,2.46873717382872
"Central Coast","Coho",1977,152087.2025503,163748.67052778,1.21031950628398,2.46873717382872
"Central Coast","Coho",1978,144446.947460363,166762.58485003,1.19117385829005,2.46873717382872
"Central Coast","Coho",1979,165285.699764146,173447.784283007,1.13631224313268,2.46873717382872
"Central Coast","Coho",1980,95243.9865812374,136369.884142725,1.19631750147303,2.46873717382872
"Central Coast","Coho",1981,104768.078776939,124237.455656982,1.21511591347694,2.46873717382872
"Central Coast","Coho",1982,83916.3027945945,108464.355952598,1.25988103745379,2.46873717382872
"Central Coast","Coho",1983,134407.924654195,102999.339672129,1.22497466924477,2.46873717382872
"Central Coast","Coho",1984,209473.247891776,125431.66603698,1.15426967799206,2.46873717382872
"Central Coast","Coho",1985,123381.215674526,130665.882828356,1.23553673521241,2.46873717382872
"Central Coast","Coho",1986,206322.963582309,163620.423927478,1.17284084410263,2.46873717382872
"Central Coast","Coho",1987,86565.8501409152,146577.714033688,1.30673139802325,2.46873717382872
"Central Coast","Coho",1988,112518.289139597,125484.932878786,1.31955024044222,2.46873717382872
"Central Coast","Coho",1989,80012.2030830943,112607.775310234,1.50493010291245,2.46873717382872
"Central Coast","Coho",1990,135403.204727816,101353.493467107,1.28694806634188,2.46873717382872
"Central Coast","Coho",1991,129950.201418505,112187.975823522,1.51190055573737,2.46873717382872
"Central Coast","Coho",1992,89960.442345286,106084.864937451,1.42867804315807,2.46873717382872
"Central Coast","Coho",1993,92428.8805173321,109980.652987974,1.51879197815563,2.46873717382872
"Central Coast","Coho",1994,115299.217235047,105649.062541394,1.81394815100982,2.46873717382872
"Central Coast","Coho",1995,145761.888835154,108725.748304198,1.76924059593087,2.46873717382872
"Central Coast","Coho",1996,66602.8453852992,100853.902020609,1.76445440912022,2.46873717382872
"Central Coast","Coho",1997,67194.0636790898,93126.5488940267,1.90295672149343,2.46873717382872
"Central Coast","Coho",1998,385028.622426534,125889.692639569,1.27963383055813,2.46873717382872
"Central Coast","Coho",1999,158580.077527247,128570.499993248,1.30615307023539,2.46873717382872
"Central Coast","Coho",2000,170155.929849088,162547.355812146,1.30526046854459,2.46873717382872
"Central Coast","Coho",2001,421892.426943338,257304.638209111,1.31073801832415,2.46873717382872
"Central Coast","Coho",2002,242476.416271499,229214.315171041,1.13617367272038,2.46873717382872
"Central Coast","Coho",2003,280391.959607126,264314.488456259,1.31359171029309,2.46873717382872
"Central Coast","Coho",2004,256305.000294543,292818.470160333,1.32992104456318,2.46873717382872
"Central Coast","Coho",2005,210479.1901337,246093.603656594,1.26053930482868,2.46873717382872
"Central Coast","Coho",2006,116559.119304129,204913.001158873,1.25984805673246,2.46873717382872
"Central Coast","Coho",2007,117696.850634859,164937.472667821,1.31807910881111,2.46873717382872
"Central Coast","Coho",2008,117664.196775409,135766.039596156,2.12122009956834,2.46873717382872
"Central Coast","Coho",2009,449243.507297979,164100.275721166,2.67186925005657,2.46873717382872
"Central Coast","Coho",2010,199002.570744415,187580.38293042,2.67555280961517,2.46873717382872
"Central Coast","Coho",2011,268807.630786222,230598.567915923,2.70783291413379,2.46873717382872
"Central Coast","Coho",2012,178897.066837581,256062.70397933,2.7027081588063,2.46873717382872
"Central Coast","Coho",2013,194551.975494303,207723.095675688,2.18457262633343,2.46873717382872
"Central Coast","Coho",2014,228565.872052196,215041.836704491,3.13621237045393,2.46873717382872
"Central Coast","Coho",2015,181883.884921657,195034.35480002,3.65541393216508,2.46873717382872
"Central Coast","Coho",2016,170383.32773932,192671.326312329,4.56789926916853,2.46873717382872
"Central Coast","Coho",2017,203344.573497694,194812.277022703,4.40469786690525,2.46873717382872
"Central Coast","Coho",2018,106469.768441339,160942.24449642,3.42333853590374,2.46873717382872
"Central Coast","Coho",2019,88672.0419100094,134483.24368135,3.54675380041046,2.46873717382872
"Central Coast","Coho",2020,113733.927176998,121558.101987658,3.50659751921339,2.46873717382872
"Central Coast","Coho",2021,182231.205336729,118271.86645938,3.6517045257804,2.46873717382872
"Central Coast","Pink",1950,NA,NA,Inf,1.28160843625867
"Central Coast","Pink",1951,1450347.52063548,1450347.52063548,1.00807679034075,1.28160843625867
"Central Coast","Pink",1952,NA,1450347.52063548,Inf,1.28160843625867
"Central Coast","Pink",1953,628714.240135887,628714.240135887,1.00986581963725,1.28160843625867
"Central Coast","Pink",1954,NA,628714.240135887,Inf,1.28160843625867
"Central Coast","Pink",1955,662478.307017882,662478.307017882,1.01123430987377,1.28160843625867
"Central Coast","Pink",1956,NA,662478.307017882,Inf,1.28160843625867
"Central Coast","Pink",1957,810166.770412931,810166.770412931,1.05198871949988,1.28160843625867
"Central Coast","Pink",1958,NA,810166.770412931,Inf,1.28160843625867
"Central Coast","Pink",1959,671128.571051322,671128.571051322,1.03052478266898,1.28160843625867
"Central Coast","Pink",1960,NA,671128.571051322,Inf,1.28160843625867
"Central Coast","Pink",1961,1617167.44947436,1617167.44947436,1.08383013164408,1.28160843625867
"Central Coast","Pink",1962,NA,1617167.44947436,Inf,1.28160843625867
"Central Coast","Pink",1963,2563979.97082941,2563979.97082941,1.16862328802608,1.28160843625867
"Central Coast","Pink",1964,NA,2563979.97082941,Inf,1.28160843625867
"Central Coast","Pink",1965,848845.827460745,848845.827460745,1.04454217770878,1.28160843625867
"Central Coast","Pink",1966,NA,848845.827460745,Inf,1.28160843625867
"Central Coast","Pink",1967,349432.268401405,349432.268401405,1.15244562632911,1.28160843625867
"Central Coast","Pink",1968,NA,349432.268401405,Inf,1.28160843625867
"Central Coast","Pink",1969,488927.461221671,488927.461221671,1.08510330858541,1.28160843625867
"Central Coast","Pink",1970,NA,488927.461221671,Inf,1.28160843625867
"Central Coast","Pink",1971,1196372.52622158,1196372.52622158,1.01642850087691,1.28160843625867
"Central Coast","Pink",1972,NA,1196372.52622158,Inf,1.28160843625867
"Central Coast","Pink",1973,730986.634796622,730986.634796622,1.10423811240216,1.28160843625867
"Central Coast","Pink",1974,NA,730986.634796622,Inf,1.28160843625867
"Central Coast","Pink",1975,715046.526758908,715046.526758908,1.07145684927326,1.28160843625867
"Central Coast","Pink",1976,NA,715046.526758908,Inf,1.28160843625867
"Central Coast","Pink",1977,747160.406787158,747160.406787158,1.0271351292298,1.28160843625867
"Central Coast","Pink",1978,NA,747160.406787158,Inf,1.28160843625867
"Central Coast","Pink",1979,1398697.2555634,1398697.2555634,1.01885884171574,1.28160843625867
"Central Coast","Pink",1980,NA,1398697.2555634,Inf,1.28160843625867
"Central Coast","Pink",1981,1144060.16674552,1144060.16674552,1.00640395684802,1.28160843625867
"Central Coast","Pink",1982,NA,1144060.16674552,Inf,1.28160843625867
"Central Coast","Pink",1983,1217610.43416851,1217610.43416851,1.00859831267358,1.28160843625867
"Central Coast","Pink",1984,NA,1217610.43416851,Inf,1.28160843625867
"Central Coast","Pink",1985,1923835.23975225,1923835.23975225,1,1.28160843625867
"Central Coast","Pink",1986,NA,1923835.23975225,Inf,1.28160843625867
"Central Coast","Pink",1987,868687.162233797,868687.162233797,1.00014034737535,1.28160843625867
"Central Coast","Pink",1988,NA,868687.162233797,Inf,1.28160843625867
"Central Coast","Pink",1989,1180530.45405236,1180530.45405236,1.0001378182453,1.28160843625867
"Central Coast","Pink",1990,NA,1180530.45405236,Inf,1.28160843625867
"Central Coast","Pink",1991,1074665.17231919,1074665.17231919,1.00946891661216,1.28160843625867
"Central Coast","Pink",1992,NA,1074665.17231919,Inf,1.28160843625867
"Central Coast","Pink",1993,711530.560535368,711530.560535368,1.00964866748075,1.28160843625867
"Central Coast","Pink",1994,NA,711530.560535368,Inf,1.28160843625867
"Central Coast","Pink",1995,1132271.76417569,1132271.76417569,1.04595594260891,1.28160843625867
"Central Coast","Pink",1996,NA,1132271.76417569,Inf,1.28160843625867
"Central Coast","Pink",1997,745913.685560139,745913.685560139,1.03139790774686,1.28160843625867
"Central Coast","Pink",1998,NA,745913.685560139,Inf,1.28160843625867
"Central Coast","Pink",1999,1274778.64889419,1274778.64889419,1.00200560612499,1.28160843625867
"Central Coast","Pink",2000,NA,1274778.64889419,Inf,1.28160843625867
"Central Coast","Pink",2001,2990351.97695982,2990351.97695982,1.01774426551628,1.28160843625867
"Central Coast","Pink",2002,NA,2990351.97695982,Inf,1.28160843625867
"Central Coast","Pink",2003,2961945.0331955,2961945.0331955,1.0254078269332,1.28160843625867
"Central Coast","Pink",2004,NA,2961945.0331955,Inf,1.28160843625867
"Central Coast","Pink",2005,2452632.89377251,2452632.89377251,1.01410348785556,1.28160843625867
"Central Coast","Pink",2006,NA,2452632.89377251,Inf,1.28160843625867
"Central Coast","Pink",2007,2320036.19429538,2320036.19429538,1.03135714360592,1.28160843625867
"Central Coast","Pink",2008,NA,2320036.19429538,Inf,1.28160843625867
"Central Coast","Pink",2009,4290968.06397624,4290968.06397624,1.03245195270146,1.28160843625867
"Central Coast","Pink",2010,NA,4290968.06397624,Inf,1.28160843625867
"Central Coast","Pink",2011,1248825.09266165,1248825.09266165,1.10103972453321,1.28160843625867
"Central Coast","Pink",2012,NA,1248825.09266165,Inf,1.28160843625867
"Central Coast","Pink",2013,4667867.66163813,4667867.66163813,1.04272417069665,1.28160843625867
"Central Coast","Pink",2014,NA,4667867.66163813,Inf,1.28160843625867
"Central Coast","Pink",2015,524572.573084038,524572.573084038,1.20441381254752,1.28160843625867
"Central Coast","Pink",2016,NA,524572.573084038,Inf,1.28160843625867
"Central Coast","Pink",2017,1185627.11163434,1185627.11163434,1.26518203879692,1.28160843625867
"Central Coast","Pink",2018,NA,1185627.11163434,Inf,1.28160843625867
"Central Coast","Pink",2019,532152.770716436,532152.770716436,1.055485166888,1.28160843625867
"Central Coast","Pink",2020,NA,532152.770716436,Inf,1.28160843625867
"Central Coast","Pink",2021,1230999.07778753,1230999.07778753,1.08165781733316,1.28160843625867
"Central Coast","Sockeye",1950,832003.984745262,832003.984745262,1.00603291255952,1.77850706446254
"Central Coast","Sockeye",1951,625524.101173412,721414.267068844,1.00280279950409,1.77850706446254
"Central Coast","Sockeye",1952,804827.177089941,748210.896905905,1.04812403578677,1.77850706446254
"Central Coast","Sockeye",1953,719748.348589024,740991.43997888,1.02935884937125,1.77850706446254
"Central Coast","Sockeye",1954,456294.692957514,672511.377836265,1.00356157859719,1.77850706446254
"Central Coast","Sockeye",1955,476968.818097187,601689.666111479,1.00437780636133,1.77850706446254
"Central Coast","Sockeye",1956,454847.365287934,564542.808963425,1.00437780636133,1.77850706446254
"Central Coast","Sockeye",1957,326464.840879172,471328.429706562,1.0080074015277,1.77850706446254
"Central Coast","Sockeye",1958,389655.78037013,416892.15780573,1.00744230281128,1.77850706446254
"Central Coast","Sockeye",1959,617226.559775334,442857.050546554,1.0068104807467,1.77850706446254
"Central Coast","Sockeye",1960,197730.133705965,371347.186391809,1.00437780636133,1.77850706446254
"Central Coast","Sockeye",1961,315814.856345428,345218.063639292,1.00337340670828,1.77850706446254
"Central Coast","Sockeye",1962,706990.018561455,402910.778378069,1.0113695809141,1.77850706446254
"Central Coast","Sockeye",1963,1522552.36407595,529160.122628851,1.01080070723381,1.77850706446254
"Central Coast","Sockeye",1964,748651.70726004,549989.186922774,1.00356157859719,1.77850706446254
"Central Coast","Sockeye",1965,185391.881804219,542947.354854131,1.00983455286674,1.77850706446254
"Central Coast","Sockeye",1966,428641.948283503,577151.919690023,1.00061124267733,1.77850706446254
"Central Coast","Sockeye",1967,481602.523522032,534496.959216405,1.00024133290889,1.77850706446254
"Central Coast","Sockeye",1968,1025532.164406,493879.100425966,1.00112208445237,1.77850706446254
"Central Coast","Sockeye",1969,263524.648435628,400801.126125147,1.00900123349893,1.77850706446254
"Central Coast","Sockeye",1970,252470.521088585,426336.902762186,1.01896015655246,1.77850706446254
"Central Coast","Sockeye",1971,406964.890075562,421934.833178987,1.00507704936286,1.77850706446254
"Central Coast","Sockeye",1972,253803.551075367,371199.317009219,1.00925017401929,1.77850706446254
"Central Coast","Sockeye",1973,1323059.65692444,390600.861367509,1.01095856918018,1.77850706446254
"Central Coast","Sockeye",1974,644160.993446994,467054.792466306,1.02223734115987,1.77850706446254
"Central Coast","Sockeye",1975,488604.451322766,532987.693344693,1.03400668518925,1.77850706446254
"Central Coast","Sockeye",1976,333805.272536207,512276.497011227,1.02308192533868,1.77850706446254
"Central Coast","Sockeye",1977,431465.673551586,569631.690134356,1.0302532789792,1.77850706446254
"Central Coast","Sockeye",1978,485661.504756555,466170.72097681,1.0102947780784,1.77850706446254
"Central Coast","Sockeye",1979,295582.895520614,398916.470910547,1.01972733608464,1.77850706446254
"Central Coast","Sockeye",1980,464563.941622908,394911.321114645,1.01103527490358,1.77850706446254
"Central Coast","Sockeye",1981,758490.035965947,465362.004639264,1.00665799947531,1.77850706446254
"Central Coast","Sockeye",1982,1065459.43461542,557582.398243289,1.02000626075749,1.77850706446254
"Central Coast","Sockeye",1983,740598.267204814,606678.853817399,1.00887138995083,1.77850706446254
"Central Coast","Sockeye",1984,368412.393600024,634000.855783325,1.00161011721114,1.77850706446254
"Central Coast","Sockeye",1985,947472.167888331,731129.044455131,1.00018690860578,1.77850706446254
"Central Coast","Sockeye",1986,811196.29989774,741018.845460376,1.00055677811342,1.77850706446254
"Central Coast","Sockeye",1987,801160.44180998,699947.986580026,1.00082416870013,1.77850706446254
"Central Coast","Sockeye",1988,705934.698204767,693269.567049598,1.00001370425749,1.77850706446254
"Central Coast","Sockeye",1989,478773.194904836,730569.025682288,1.00057049763572,1.77850706446254
"Central Coast","Sockeye",1990,521579.761201805,648353.872596225,1.00449144924467,1.77850706446254
"Central Coast","Sockeye",1991,729812.524502646,634788.688661823,1.00187803472003,1.77850706446254
"Central Coast","Sockeye",1992,693701.095704589,616765.050450959,1.00469020581914,1.77850706446254
"Central Coast","Sockeye",1993,598848.196542144,596801.903246585,1.00387276203795,1.77850706446254
"Central Coast","Sockeye",1994,296364.577523547,542212.459202059,1.066427209767,1.77850706446254
"Central Coast","Sockeye",1995,225045.352015034,458310.023977618,1.06182953807007,1.77850706446254
"Central Coast","Sockeye",1996,219651.144670272,360465.568813244,1.02385993756613,1.77850706446254
"Central Coast","Sockeye",1997,321961.863295741,309164.911578675,1.0410563321043,1.77850706446254
"Central Coast","Sockeye",1998,231230.91940176,255585.39322178,1.05180856975993,1.77850706446254
"Central Coast","Sockeye",1999,64663.2032596221,188496.03282111,1.02115255896421,1.77850706446254
"Central Coast","Sockeye",2000,68723.4348106809,148685.691243138,1.12390798963469,1.77850706446254
"Central Coast","Sockeye",2001,91627.1494830752,124832.399137827,1.11135615354838,1.77850706446254
"Central Coast","Sockeye",2002,304105.897799573,123415.980926273,1.13140623031804,1.77850706446254
"Central Coast","Sockeye",2003,554755.413599605,147022.068267747,1.16524882549209,1.77850706446254
"Central Coast","Sockeye",2004,167989.677049066,177953.938411123,1.01336171518173,1.77850706446254
"Central Coast","Sockeye",2005,189585.793686565,217995.631554912,1.0490304656897,1.77850706446254
"Central Coast","Sockeye",2006,215817.796347797,258738.112942467,1.11389508649944,1.77850706446254
"Central Coast","Sockeye",2007,162390.784737116,228227.36382469,1.07951289832459,1.77850706446254
"Central Coast","Sockeye",2008,139406.232720406,173142.563120758,1.19442058647069,1.77850706446254
"Central Coast","Sockeye",2009,173805.290436482,174325.099448074,1.19006048119739,1.77850706446254
"Central Coast","Sockeye",2010,226373.419373925,180619.173067211,1.34256095558384,1.77850706446254
"Central Coast","Sockeye",2011,706831.88565421,228986.366232575,1.31510469911816,1.77850706446254
"Central Coast","Sockeye",2012,216096.133852158,242452.54581382,1.2082999996934,1.77850706446254
"Central Coast","Sockeye",2013,392371.034902936,298201.414009138,1.1593179416898,1.77850706446254
"Central Coast","Sockeye",2014,344861.171895195,341999.885015279,1.16778502700044,1.77850706446254
"Central Coast","Sockeye",2015,314404.581021536,365223.44351959,1.97098992590922,1.77850706446254
"Central Coast","Sockeye",2016,399969.25023655,325912.292523803,2.09574726817118,1.77850706446254
"Central Coast","Sockeye",2017,175602.358389029,312663.662344121,2.05828273532062,1.77850706446254
"Central Coast","Sockeye",2018,325317.557241998,301161.549638617,2.2922390213116,1.77850706446254
"Central Coast","Sockeye",2019,126965.001773071,246608.174194014,2.37930036751332,1.77850706446254
"Central Coast","Sockeye",2020,188597.803242267,222647.088704506,4.99471353505589,1.77850706446254
"Central Coast","Sockeye",2021,368367.834963446,219012.065119854,5.49890991412832,1.77850706446254
"Vancouver Island & Mainland Inlets","Chinook",1950,NA,NA,Inf,1.96287908505919
"Vancouver Island & Mainland Inlets","Chinook",1951,863560.39662018,863560.39662018,1099.86448374906,1.96287908505919
"Vancouver Island & Mainland Inlets","Chinook",1952,863560.39662018,863560.39662018,1099.86448374906,1.96287908505919
