"region","species","year","spawners","spawners_short_trend","spawners_long_trend","total_return","total_return_short_trend","total_return_long_trend"
"Vancouver Island & Mainland Inlets","Sockeye",1961,28,NA,26.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1962,26.7,NA,25.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1963,42.5,NA,24.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1964,51.9,NA,23.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1965,35.6,NA,22.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1966,60.1,NA,21.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1967,66.9,NA,20.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1968,45.4,NA,19.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1969,39.9,NA,18,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1970,50.5,NA,17,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1971,32.5,NA,15.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1972,11.3,NA,14.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1973,22.9,NA,13.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1974,31.1,NA,12.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1975,30.3,NA,11.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1976,13.2,NA,10.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1977,-6.7,NA,9.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1978,-33.3,NA,8.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1979,-46.8,NA,7.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1980,-50.2,NA,7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1981,-43.2,NA,6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1982,-23.5,NA,5.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1983,2.3,NA,4.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1984,15.2,NA,3.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1985,24.6,NA,2.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1986,16.4,NA,1.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1987,26.8,NA,0.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1988,42.6,NA,-0.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1989,27.4,NA,-1.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1990,6.6,NA,-2.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1991,12.1,NA,-3.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1992,18.6,NA,-4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1993,15.5,NA,-4.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1994,3.3,NA,-5.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1995,4.2,NA,-6.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1996,-10.5,NA,-7.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1997,-23.6,NA,-8.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1998,-48.9,NA,-9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",1999,-48.8,NA,-9.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2000,-52.9,NA,-10.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2001,-53.4,NA,-11.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2002,-51.2,NA,-12.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2003,-42.5,NA,-13,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2004,-40.5,NA,-13.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2005,-32.7,NA,-14.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2006,-30.1,NA,-15.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2007,-47.4,NA,-16,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2008,-48.7,-17.5,-16.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2009,-45,-15.5,-17.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2010,-24.9,-13.6,-18.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2011,-4.2,-11.5,-19,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2012,16.3,-9.5,-19.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2013,31.6,-7.4,-20.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2014,57.2,-5.2,-21.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2015,39.8,-3,-21.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2016,21.9,-0.7,-22.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2017,10,1.6,-23.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2018,13,4,-23.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2019,-0.6,6.4,-24.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2020,-22.3,8.9,-25.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2021,-18.6,11.4,-25.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Sockeye",2022,-2.7,14,-26.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1953,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1954,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1955,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1956,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1957,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1958,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1959,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1960,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1961,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1962,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1963,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1964,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1965,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1966,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1967,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1968,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1969,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1970,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1971,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1972,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1973,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1974,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1975,-50.3,NA,32.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1976,-25.7,NA,30.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1977,-18.9,NA,29.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1978,-18,NA,27.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1979,-20.3,NA,26.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1980,-11.9,NA,24.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1981,-8.5,NA,23.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1982,1.6,NA,21.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1983,32.1,NA,20.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1984,76.3,NA,18.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1985,120.3,NA,17.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1986,145.4,NA,16,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1987,187.2,NA,14.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1988,188.8,NA,13.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1989,157.6,NA,11.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1990,137.8,NA,10.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1991,96.2,NA,9.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1992,62.3,NA,8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1993,22.2,NA,6.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1994,1,NA,5.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1995,-10.8,NA,4.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1996,-7.8,NA,3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1997,-21.1,NA,1.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1998,-17.6,NA,0.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",1999,-19.2,NA,-0.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2000,-19.6,NA,-1.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2001,-20.9,NA,-2.9,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2002,-15.1,NA,-4.1,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2003,-22.3,NA,-5.2,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2004,-23.9,NA,-6.3,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2005,-29.8,NA,-7.4,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2006,-31.6,NA,-8.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2007,-31.9,NA,-9.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2008,-29.6,-3.7,-10.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2009,-24.6,-5.8,-11.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2010,-14.9,-7.9,-12.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2011,-9.6,-9.9,-13.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2012,-4.9,-11.9,-14.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2013,3.2,-13.8,-15.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2014,9.5,-15.7,-16.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2015,4.5,-17.6,-17.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2016,-0.2,-19.4,-18.8,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2017,-5.9,-21.2,-19.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2018,-18.2,-22.9,-20.7,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2019,-26.9,-24.6,-21.6,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2020,-27.7,-26.3,-22.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2021,-42.9,-27.9,-23.5,NA,NA,NA
"Vancouver Island & Mainland Inlets","Steelhead",2022,-48.4,-29.5,-24.4,NA,NA,NA
"Fraser","Chinook",1984,-19.9,NA,2.3,NA,NA,NA
"Fraser","Chinook",1985,-4.9,NA,2.2,NA,NA,NA
"Fraser","Chinook",1986,4.7,NA,2.1,NA,NA,NA
"Fraser","Chinook",1987,-0.2,NA,1.9,NA,NA,NA
"Fraser","Chinook",1988,-5.9,NA,1.8,NA,NA,NA
"Fraser","Chinook",1989,-7.5,NA,1.7,NA,NA,NA
"Fraser","Chinook",1990,-5.5,NA,1.6,NA,NA,NA
"Fraser","Chinook",1991,-13.4,NA,1.5,NA,NA,NA
"Fraser","Chinook",1992,-9.4,NA,1.3,NA,NA,NA
"Fraser","Chinook",1993,-5.9,NA,1.2,NA,NA,NA
"Fraser","Chinook",1994,1.7,NA,1.1,NA,NA,NA
"Fraser","Chinook",1995,-8.8,NA,1,NA,NA,NA
"Fraser","Chinook",1996,-3.9,NA,0.8,NA,NA,NA
"Fraser","Chinook",1997,-4.1,NA,0.7,NA,NA,NA
"Fraser","Chinook",1998,7.2,NA,0.6,NA,NA,NA
"Fraser","Chinook",1999,8.1,NA,0.5,NA,NA,NA
"Fraser","Chinook",2000,13.2,NA,0.4,NA,NA,NA
"Fraser","Chinook",2001,16.5,NA,0.2,NA,NA,NA
"Fraser","Chinook",2002,23.3,NA,0.1,NA,NA,NA
"Fraser","Chinook",2003,30.6,NA,0,NA,NA,NA
"Fraser","Chinook",2004,33.4,NA,-0.1,NA,NA,NA
"Fraser","Chinook",2005,36.7,NA,-0.2,NA,NA,NA
"Fraser","Chinook",2006,40.6,NA,-0.4,NA,NA,NA
"Fraser","Chinook",2007,24.1,NA,-0.5,NA,NA,NA
"Fraser","Chinook",2008,2.1,4.1,-0.6,NA,NA,NA
"Fraser","Chinook",2009,-3.7,2.3,-0.7,NA,NA,NA
"Fraser","Chinook",2010,4.2,0.6,-0.8,NA,NA,NA
"Fraser","Chinook",2011,1.2,-1.1,-1,NA,NA,NA
"Fraser","Chinook",2012,-5.5,-2.7,-1.1,NA,NA,NA
"Fraser","Chinook",2013,-2.8,-4.4,-1.2,NA,NA,NA
"Fraser","Chinook",2014,0.5,-6,-1.3,NA,NA,NA
"Fraser","Chinook",2015,1,-7.5,-1.4,NA,NA,NA
"Fraser","Chinook",2016,-9.6,-9.1,-1.6,NA,NA,NA
"Fraser","Chinook",2017,-7.8,-10.6,-1.7,NA,NA,NA
"Fraser","Chinook",2018,-17.9,-12.1,-1.8,NA,NA,NA
"Fraser","Chinook",2019,-19.1,-13.6,-1.9,NA,NA,NA
"Fraser","Chinook",2020,-25.4,-15,-2,NA,NA,NA
"Fraser","Chinook",2021,-18.1,-16.4,-2.1,NA,NA,NA
"Fraser","Chinook",2022,-5.6,-17.8,-2.3,NA,NA,NA
"Fraser","Chum",1998,176.1,NA,113.8,154.3,NA,100.8
"Fraser","Chum",1999,152.1,NA,100.7,136.1,NA,89.5
"Fraser","Chum",2000,50,NA,88.3,41.4,NA,78.8
"Fraser","Chum",2001,68.6,NA,76.8,58.8,NA,68.7
"Fraser","Chum",2002,51.5,NA,65.9,43.5,NA,59.2
"Fraser","Chum",2003,27.9,NA,55.8,21.4,NA,50.2
"Fraser","Chum",2004,80.8,NA,46.2,71.5,NA,41.7
"Fraser","Chum",2005,48.5,NA,37.2,42.7,NA,33.7
"Fraser","Chum",2006,45.4,NA,28.8,43.2,NA,26.2
"Fraser","Chum",2007,33.8,NA,20.9,33.2,NA,19
"Fraser","Chum",2008,3.6,NA,13.5,5.1,NA,12.3
"Fraser","Chum",2009,-14.2,NA,6.5,-11.3,NA,6
"Fraser","Chum",2010,-36,NA,0,-35.6,NA,0
"Fraser","Chum",2011,-35.1,-6.4,-6.1,-35.4,-2.1,-5.6
"Fraser","Chum",2012,-27.1,-11.7,-11.9,-27.8,-7.7,-11
"Fraser","Chum",2013,-19,-16.6,-17.3,-18.3,-13.1,-16
"Fraser","Chum",2014,-6.6,-21.3,-22.4,-2.6,-18.1,-20.7
"Fraser","Chum",2015,-9.5,-25.8,-27.1,-1.3,-22.8,-25.2
"Fraser","Chum",2016,-3.2,-29.9,-31.6,6.7,-27.3,-29.4
"Fraser","Chum",2017,-12.2,-33.9,-35.8,-1.5,-31.5,-33.4
"Fraser","Chum",2018,-22.1,-37.6,-39.7,-13.9,-35.5,-37.2
"Fraser","Chum",2019,-41.3,-41.1,-43.4,-38.4,-39.2,-40.7
"Fraser","Chum",2020,-57.4,-44.5,-46.9,-55.8,-42.7,-44.1
"Fraser","Chum",2021,-59.6,-47.6,-50.2,-61,-46.1,-47.2
"Fraser","Chum",2022,-54.5,-50.5,-53.2,-56.8,-49.2,-50.2
"Fraser","Coho",1984,125.5,NA,36.2,309.7,NA,172.8
"Fraser","Coho",1985,83.6,NA,34,233.6,NA,158.8
"Fraser","Coho",1986,82,NA,31.8,223,NA,145.5
"Fraser","Coho",1987,88.5,NA,29.7,206.7,NA,132.8
"Fraser","Coho",1988,93.7,NA,27.6,223.5,NA,120.8
"Fraser","Coho",1989,104.2,NA,25.6,232.2,NA,109.5
"Fraser","Coho",1990,87.3,NA,23.5,225.4,NA,98.7
"Fraser","Coho",1991,50.1,NA,21.5,185.5,NA,88.5
"Fraser","Coho",1992,29.5,NA,19.6,174.9,NA,78.8
"Fraser","Coho",1993,9.7,NA,17.7,202.6,NA,69.6
"Fraser","Coho",1994,3.3,NA,15.8,135.3,NA,60.9
"Fraser","Coho",1995,0.3,NA,13.9,111.5,NA,52.6
"Fraser","Coho",1996,-29.9,NA,12.1,52.2,NA,44.7
"Fraser","Coho",1997,-38.1,NA,10.2,-9.1,NA,37.3
"Fraser","Coho",1998,-42.4,NA,8.5,-25.2,NA,30.2
"Fraser","Coho",1999,-44.7,NA,6.7,-40.2,NA,23.5
"Fraser","Coho",2000,-35.2,NA,5,-54.9,NA,17.2
"Fraser","Coho",2001,-15.7,NA,3.3,-47.5,NA,11.1
"Fraser","Coho",2002,0.8,NA,1.6,-37.1,NA,5.4
"Fraser","Coho",2003,-1.4,NA,0,-37.8,NA,0
"Fraser","Coho",2004,13.9,NA,-1.6,-26.2,NA,-5.1
"Fraser","Coho",2005,-21.1,NA,-3.2,-48.1,NA,-10
"Fraser","Coho",2006,-49.1,NA,-4.8,-66.4,NA,-14.7
"Fraser","Coho",2007,-34.9,NA,-6.3,-57.2,NA,-19
"Fraser","Coho",2008,-47.8,NA,-7.8,-66,NA,-23.2
"Fraser","Coho",2009,-41.3,NA,-9.3,-61.9,NA,-27.2
"Fraser","Coho",2010,-16.5,NA,-10.8,-45.7,NA,-30.9
"Fraser","Coho",2011,-30.8,-25.1,-12.2,-54.8,-49.3,-34.5
"Fraser","Coho",2012,-6.6,-21.4,-13.6,-38.7,-46.6,-37.8
"Fraser","Coho",2013,17.7,-17.5,-15,-21.6,-43.9,-41
"Fraser","Coho",2014,-1.9,-13.4,-16.4,-30.1,-41,-44.1
"Fraser","Coho",2015,-19.6,-9.1,-17.7,-41.8,-37.9,-46.9
"Fraser","Coho",2016,-16.9,-4.7,-19,-40.6,-34.7,-49.7
"Fraser","Coho",2017,-33,0.1,-20.4,-53,-31.4,-52.3
"Fraser","Coho",2018,-23.1,5,-21.6,-48.8,-27.8,-54.7
"Fraser","Coho",2019,4.6,10.2,-22.9,-29.6,-24.1,-57
"Fraser","Coho",2020,7.3,15.7,-24.1,-26.3,-20.2,-59.3
"Fraser","Coho",2021,47.2,21.4,-25.4,0.9,-16.1,-61.4
"Fraser","Coho",2022,78,27.4,-26.6,21.9,-11.8,-63.3
"Fraser","Pink",1959,-76.3,NA,-67.5,-31.2,NA,-30.2
"Fraser","Pink",1961,-76,NA,-65.1,-79.9,NA,-28.6
"Fraser","Pink",1963,-57.1,NA,-62.6,-41.6,NA,-27
"Fraser","Pink",1965,-73.8,NA,-59.8,-75.3,NA,-25.4
"Fraser","Pink",1967,-59.8,NA,-56.9,38,NA,-23.7
"Fraser","Pink",1969,-66.4,NA,-53.8,-58.1,NA,-21.9
"Fraser","Pink",1971,-60.4,NA,-50.4,4,NA,-20.1
"Fraser","Pink",1973,-61.5,NA,-46.8,-27.5,NA,-18.3
"Fraser","Pink",1975,-70,NA,-43,-47.9,NA,-16.5
"Fraser","Pink",1977,-47.6,NA,-38.8,-12.6,NA,-14.6
"Fraser","Pink",1979,-21.8,NA,-34.4,53.4,NA,-12.6
"Fraser","Pink",1981,-1.5,NA,-29.6,99,NA,-10.6
"Fraser","Pink",1983,1.7,NA,-24.5,63.4,NA,-8.6
"Fraser","Pink",1985,41.9,NA,-19,102.7,NA,-6.5
"Fraser","Pink",1987,-29.2,NA,-13.1,-23.6,NA,-4.4
"Fraser","Pink",1989,57.9,NA,-6.8,75.5,NA,-2.2
"Fraser","Pink",1991,184.2,NA,0,136.1,NA,0
"Fraser","Pink",1993,136.4,NA,7.3,80.9,NA,2.3
"Fraser","Pink",1995,57.5,NA,15.1,37.4,NA,4.6
"Fraser","Pink",1997,-37.6,NA,23.4,-12.9,NA,7
"Fraser","Pink",1999,-24.4,NA,32.4,-61.6,NA,9.4
"Fraser","Pink",2001,335,NA,42,126.4,NA,11.9
"Fraser","Pink",2003,387,NA,52.3,158.2,NA,14.5
"Fraser","Pink",2005,93.4,NA,63.4,5.1,NA,17.1
"Fraser","Pink",2007,68,NA,75.3,-9.6,NA,19.7
"Fraser","Pink",2009,238.8,NA,88,112.3,NA,22.4
"Fraser","Pink",2011,180.7,NA,101.7,119.8,NA,25.2
"Fraser","Pink",2013,105.2,NA,116.4,69.3,NA,28.1
"Fraser","Pink",2015,17.9,NA,132.1,-37.5,NA,31
"Fraser","Pink",2017,-25.5,NA,149,-62.1,NA,34
"Fraser","Pink",2019,82.4,74.6,167.1,-5.7,-11,37
"Fraser","Pink",2021,71.9,87.5,186.5,-13.7,-3,40.1
"Fraser","Pink",2023,110.3,101.3,207.3,12,5.7,43.3
"Fraser","Sockeye",1893,654.3,NA,-47.2,250,NA,1.2
"Fraser","Sockeye",1894,303.2,NA,-46.7,126.5,NA,1.2
"Fraser","Sockeye",1895,203.5,NA,-46.2,100.6,NA,1.1
"Fraser","Sockeye",1896,103.9,NA,-45.6,72.9,NA,1.1
"Fraser","Sockeye",1897,121.5,NA,-45.1,97.9,NA,1.1
"Fraser","Sockeye",1898,54.2,NA,-44.5,88.5,NA,1.1
"Fraser","Sockeye",1899,44.6,NA,-44,119.7,NA,1.1
"Fraser","Sockeye",1900,25.9,NA,-43.4,116,NA,1
"Fraser","Sockeye",1901,29.7,NA,-42.9,136.3,NA,1
"Fraser","Sockeye",1902,23.9,NA,-42.3,155.3,NA,1
"Fraser","Sockeye",1903,-6,NA,-41.7,96.5,NA,1
"Fraser","Sockeye",1904,-19.9,NA,-41.1,69.9,NA,1
"Fraser","Sockeye",1905,-24.1,NA,-40.5,60.6,NA,1
"Fraser","Sockeye",1906,-24.8,NA,-40,41.2,NA,0.9
"Fraser","Sockeye",1907,-39.3,NA,-39.4,13.7,NA,0.9
"Fraser","Sockeye",1908,-40,NA,-38.8,16.8,NA,0.9
"Fraser","Sockeye",1909,-50.4,NA,-38.1,12.8,NA,0.9
"Fraser","Sockeye",1910,-42.9,NA,-37.5,17.1,NA,0.9
"Fraser","Sockeye",1911,-45.6,NA,-36.9,22.4,NA,0.8
"Fraser","Sockeye",1912,-36.9,NA,-36.3,30.2,NA,0.8
"Fraser","Sockeye",1913,-31.8,NA,-35.6,41.4,NA,0.8
"Fraser","Sockeye",1914,-34,NA,-35,48.4,NA,0.8
"Fraser","Sockeye",1915,-19.2,NA,-34.4,45.7,NA,0.8
"Fraser","Sockeye",1916,-36.7,NA,-33.7,14.6,NA,0.8
"Fraser","Sockeye",1917,-64.8,NA,-33,-23.3,NA,0.7
"Fraser","Sockeye",1918,-79,NA,-32.4,-52.8,NA,0.7
"Fraser","Sockeye",1919,-81.2,NA,-31.7,-57.1,NA,0.7
"Fraser","Sockeye",1920,-79,NA,-31,-57.5,NA,0.7
"Fraser","Sockeye",1921,-83.9,NA,-30.3,-70.1,NA,0.7
"Fraser","Sockeye",1922,-76,NA,-29.6,-66.1,NA,0.6
"Fraser","Sockeye",1923,-74.5,NA,-28.9,-68.1,NA,0.6
"Fraser","Sockeye",1924,-72.6,NA,-28.2,-67.6,NA,0.6
"Fraser","Sockeye",1925,-73.8,NA,-27.5,-66.9,NA,0.6
"Fraser","Sockeye",1926,-71,NA,-26.8,-63.1,NA,0.6
"Fraser","Sockeye",1927,-65.4,NA,-26.1,-55.2,NA,0.6
"Fraser","Sockeye",1928,-71,NA,-25.3,-57.8,NA,0.5
"Fraser","Sockeye",1929,-67.1,NA,-24.6,-55.4,NA,0.5
"Fraser","Sockeye",1930,-53,NA,-23.8,-40.2,NA,0.5
"Fraser","Sockeye",1931,-63.7,NA,-23.1,-44.4,NA,0.5
"Fraser","Sockeye",1932,-57.5,NA,-22.3,-35.8,NA,0.5
"Fraser","Sockeye",1933,-56,NA,-21.5,-33.5,NA,0.4
"Fraser","Sockeye",1934,-62.4,NA,-20.8,-35.4,NA,0.4
"Fraser","Sockeye",1935,-59.6,NA,-20,-33.1,NA,0.4
"Fraser","Sockeye",1936,-49.6,NA,-19.2,-23.5,NA,0.4
"Fraser","Sockeye",1937,-40.3,NA,-18.4,-21.5,NA,0.4
"Fraser","Sockeye",1938,-46.6,NA,-17.6,-29.5,NA,0.4
"Fraser","Sockeye",1939,-54.4,NA,-16.7,-34.9,NA,0.3
"Fraser","Sockeye",1940,-55.1,NA,-15.9,-39.4,NA,0.3
"Fraser","Sockeye",1941,-57.6,NA,-15.1,-33.3,NA,0.3
"Fraser","Sockeye",1942,-43.1,NA,-14.2,-14.8,NA,0.3
"Fraser","Sockeye",1943,-36.6,NA,-13.4,-25.1,NA,0.3
"Fraser","Sockeye",1944,-44.9,NA,-12.5,-31.7,NA,0.3
"Fraser","Sockeye",1945,-44.5,NA,-11.6,-42.9,NA,0.2
"Fraser","Sockeye",1946,-44.4,NA,-10.8,-43.6,NA,0.2
"Fraser","Sockeye",1947,-28.9,NA,-9.9,-39,NA,0.2
"Fraser","Sockeye",1948,-4.7,NA,-9,-31.1,NA,0.2
"Fraser","Sockeye",1949,12.7,NA,-8.1,-23.7,NA,0.2
"Fraser","Sockeye",1950,-0.2,NA,-7.2,-39.7,NA,0.1
"Fraser","Sockeye",1951,-1.9,NA,-6.2,-23.6,NA,0.1
"Fraser","Sockeye",1952,-6.3,NA,-5.3,-23.2,NA,0.1
"Fraser","Sockeye",1953,-2.1,NA,-4.4,-15,NA,0.1
"Fraser","Sockeye",1954,5.8,NA,-3.4,9.6,NA,0.1
"Fraser","Sockeye",1955,-5.6,NA,-2.4,3.2,NA,0.1
"Fraser","Sockeye",1956,-4.9,NA,-1.5,0.8,NA,0
"Fraser","Sockeye",1957,1.2,NA,-0.5,-1.7,NA,0
"Fraser","Sockeye",1958,5.2,NA,0.5,8.2,NA,0
"Fraser","Sockeye",1959,32,NA,1.5,24,NA,0
"Fraser","Sockeye",1960,21.6,NA,2.5,29.8,NA,0
"Fraser","Sockeye",1961,13.2,NA,3.5,28.2,NA,-0.1
"Fraser","Sockeye",1962,-1.7,NA,4.6,-14.8,NA,-0.1
